"es"	"VerCoop"
"Se ha capacitado también a 163 directores y administradores de ese Departamento."	0
"Durante el período que se examina se recibió información sobre presuntas actividades del ejército de Indonesia en la zona fronteriza en disputa de Oecussi."	0
"Esas reuniones también se utilizarán para examinar asuntos generales de interés para la labor del Comité con miras a impulsar un enfoque más creativo y dinámico de la labor de la Dirección Ejecutiva y generar nuevas ideas sobre el modo en que la Organización podría encarar con mayor eficacia la cambiante amenaza terrorista."	1
"Esto es consecuencia de la negociación política en la Conferencia de Reconciliación Nacional de Somalia, que se basa en gran medida en el poder de los dirigentes de las milicias y sus asociaciones de clanes."	1
"Párrafos adicionales (párrafos 2, 6 y 7)"	0
"El presupuesto que propongo para la MONUC durante el período completo de 12 meses del 1° de julio al 30 de junio de 2006, incluidas las necesidades de apoyo a las elecciones y el personal adicional de policía civil autorizado por el Consejo en su resolución 1621 (2005), se está preparando actualmente y se presentará en breve a la Asamblea General para que lo examine y tome una decisión."	1
":: Establecimiento de mecanismos de vigilancia de los medios de comunicación para velar por la vigilancia eficaz, la documentación y la presentación de informes en relación con todos los incidentes, las fuentes y los contenidos de los mensajes difundidos por medios de comunicación dirigidos a incitar al odio."	1
"Algunas delegaciones destacaron la importancia de que en las conversaciones entre las seis partes se buscara una solución para la cuestión nuclear en la península de Corea y exhortaron a que se procurara crear las condiciones favorables para la reanudación de esas conversaciones."	1
"9.B Equipos de ensayo y de producción"	0
"El tercero y último grupo se basó en la premisa de que, si bien la responsabilidad penal individual llevaba a los acusados de violaciones ante la justicia y podía tener efectos disuasorios, en la inmensa mayoría de los casos no ofrecía reparación a las víctimas de las violaciones."	1
"S/RES/2116 (2013), párr. 11 del preámbulo"	0
"Decide aprobar la declaración adjunta sobre la acción mundial para combatir el terrorismo."	1
"Durante las consultas oficiosas celebradas el 5 de mayo, el Comité se reunió con el Grupo de Expertos creado poco antes."	1
"Esto incluye 372 metros lineales de archivos físicos, que se componen de unas 1.600 cajas de expedientes judiciales, expedientes administrativos y archivos de los equipos de enjuiciamiento de la Oficina del Fiscal."	0
"Se calcula que a los precios actuales, los ingresos totales en esta etapa serán de 2.900 millones de dólares."	0
"También dijo que el papel de la MINUSTAH debía ser ayudar a Haití para que volviera a hacerse cargo de su propia seguridad, en vez de que lo hiciera la Misión por tiempo indefinido y reafirmó que la resolución preveía una reducción responsable del componente militar de la MINUSTAH a lo largo del tiempo, que se basaba en una evaluación integral de la situación de seguridad."	1
"Es necesario mejorar el intercambio de información y también fomentar la cooperación con los Estados de otras regiones."	1
"Túnez y la Jamahiriya Árabe Libia ampliaron, en 2009 y 2010 respectivamente, sus obligaciones en materia de diligencia debida con respecto a los clientes, mantenimiento de registros y presentación de informes sobre operaciones sospechosas a otros negocios y profesiones distintos del sector financiero, y así ampliaron el alcance de sus obligaciones en el ámbito de la lucha contra el blanqueo de dinero y la financiación del terrorismo."	0
"El próximo pago está previsto para el 26 de enero de 2012."	0
"34. La situación en Côte d'Ivoire (20 de diciembre de 2002; 19 de enero de 2011)."	0
"Actualmente, el Gobierno procura asegurar que el sector de los diamantes cumpla las normas del sistema de certificación del Proceso de Kimberley."	0
"Ninguna de las dos partes había retirado todavía sus fuerzas de la zona, en contravención del acuerdo de 20 de junio de 2011."	0
"En el futuro, estas organizaciones regionales, y en particular la Unión Europea, deberán desempeñar el papel más destacado en Kosovo."	1
"Observando que no todos los Estados son partes en el Estatuto de Roma,"	0
"En opinión del Coordinador, que comparten sus interlocutores, esta modalidad podría llegar a ser el centro de un mecanismo operativo eficaz que establecería claros parámetros para lograr avances en la búsqueda de los desaparecidos, según se indicaba en mi informe completo (S/2009/190, párr. 16)."	1
"13. El Comité examinó las siguientes cuestiones principales en las que era posible seguir avanzando: continuar mejorando los procedimientos de asistencia; detectar y analizar las necesidades de asistencia; seguir estableciendo un diálogo en materia de asistencia con las organizaciones internacionales, regionales, subregionales y, según proceda, con las organizaciones no gubernamentales; fortalecer la capacidad del Comité y sus expertos para facilitar asistencia; y aumentar la conciencia sobre las cuestiones relativas a la asistencia."	1
":: Estrechando, cuando proceda, la cooperación con los demás órganos subsidiarios del Consejo, especialmente los Comités del Consejo de Seguridad establecidos en virtud de las resoluciones 1267 (1999) y 1540 (2004) y sus expertos, en particular sobre intercambio de información, visitas y asistencia técnica."	1
"En nombre del Presidente de la Comisión, Nkosazana Siamini Zuma, le remito adjunto el comunicado aprobado por el Consejo de Paz y Seguridad al final de dicha sesión (véase el apéndice)."	1
"No obstante, los Estados aún deben reforzar sus programas y su cooperación y aplicar las mejores prácticas y las normas de control de armas internacionales más recientes."	1
"A fines de mayo, la inflación alcanzaba el 7,2%, y se espera que en 2010 sea del 7% como promedio."	0
"En lo que respecta a las Reclamaciones, las pérdidas resarcibles varían considerablemente por su naturaleza y lugar."	0
":: El 22 de diciembre de 2001, Gus Kouwenhoven llegó a Monrovia procedente de Abidján."	0
"Su evaluación figura en informes bimensuales, práctica ésta que ha contribuido a aumentar la conciencia de los problemas en materia de derechos humanos."	0
"Las autoridades subrayaron que no había refugiados ni campamentos de Côte d'Ivoire en Ghana."	1
"Asimismo, el Consejo invita al Grupo de Trabajo a que aplique plenamente sus modalidades de trabajo (S/2006/724), entre otras cosas realizando una visita a un país concreto en el plazo de un año para examinar una de las situaciones mencionadas en los anexos del informe del Secretario General a fin de cumplir mejor su mandato y reforzar su capacidad de proteger a los niños afectados por los conflictos armados."	1
"Hamoud Muhareb Ali Al-Shamry"	0
"Recordando la responsabilidad que incumbe a los Estados de poner fin a la impunidad y procesar a los responsables de genocidio, crímenes de lesa humanidad, crímenes de guerra y otros crímenes atroces perpetrados contra civiles y, a este respecto, observando con preocupación que solo un número limitado de responsables de actos de violencia sexual han comparecido ante la justicia, reconociendo al mismo tiempo que en situaciones de conflicto y posteriores a los conflictos los sistemas de justicia nacionales pueden encontrarse sumamente debilitados."	1
"Además, la Autoridad reafirma su determinación de seguir trabajando para combatir los efectos del cambio climático."	1
"Los días 11, 12 y 13 de julio de 1998 aviones estadounidenses rebasaron la barrera del sonido sobre Tall'afar, provocando la rotura de ventanas en oficinas públicas y residencias privadas y sembrando el pánico entre los residentes."	0
"Las filas de los peticionarios y sus simpatizantes aumentaron de manera considerable a partir del segundo día de la protesta, en particular con la llegada de miembros del grupo conocido como Colimau 2000."	1
"Siguiendo instrucciones del Primer Juez de Investigación del Tribunal Militar, y con la aprobación del Director General de las Fuerzas de Seguridad Interna, los automóviles que conformaban la comitiva de Hariri fueron llevados al cuartel de Helou, después de haber sido fotografiados in situ y de que se grabó un vídeo en presencia del Comandante de la Segunda Secretaría Regional de Beirut, el Comandante del Segundo Escuadrón de Tránsito de Beirut, el Comandante del Destacamento de Al-Burj y un escuadrón de investigadores criminales, y utilizando las luces suministradas por la defensa civil, de conformidad con el informe No. 144/302, de 14 de febrero de 2005."	0
