"","en_ar_DEEP","VerCoop"
"1472","56 - قدمت الدانمرك طائرة ثابتة الجناحين مخصصة لاستخدام البعثة، وبدأت الخدمات في 28 كانون الثاني/يناير 2007.",0
"1473","وتعرف شهود عيان على هؤلاء الأفراد بأنهم شاركوا في هجوم على إحدى القرى، والذي كثيرا ما شمل الحرق والنهب والقتل وأحيانا الاغتصاب.",0
"1474","وفي الخرطوم، أجرت اللجنة مقابلات مع معتقلين احتجزتهم قوات الأمن بمعزل عن العالم الخارجي في ""بيوت الأشباح"" في ظل ظروف بغيضة.",1
"1475","تلقى هابسادي دعمًا ماليًا وعسكريًا من آتو، وموسى سودي، والشيخ يوسف إندوهادي وآخرين.",0
"1476","(ج) يهيب كذلك بجميع الأطراف المدرجة في مرفقي تقرير الأمين العام عن الأطفال والنزاع المسلح أن تعالج جميع الانتهاكات والاعتداءات الأخرى المرتكبة ضد الأطفال وأن تتعهد بالتزامات وتدابير محددة في هذا الصدد؛",1
"1477","كما زار مخيم اللاجئين بالعيون.",1
"1478","ويطلب المجلس إلى الأمين العام أن يواصل تقديم ونشر التوجيهات بشأن التصدي للعنف الجنسي في مرحلة ما قبل النشر والتدريب التوجيهي للأفراد العسكريين وأفراد الشرطة، ومساعدة البعثات في وضع إجراءات خاصة بكل حالة لمعالجة العنف الجنسي على المستوى الميداني وضمان أن يتم تقديم الدعم الفني إلى البلدان المساهمة بقوات عسكرية وأفراد شرطة من أجل إدراج توجيهات للأفراد العسكريين وأفراد الشرطة بشأن التصدي للعنف الجنسي في التدريب السابق للنشر والتدريب التوجيهي.",1
"1479","وبالتالي فإن الغرض من هذه الضربات واضح: إبادة المعتدلين في سوريا والقضاء على قواتنا على الأرض.",0
"1480","وسيؤدي ذلك إلى وضع الخطط النهائية للتجديد المادي للسجون الأربعة، وإنشاء البنية التحتية لتكنولوجيا المعلومات، ووضع برنامج تدريبي.",0
"1481","وعلى وجه الخصوص، يتم تشجيع الدول على تعزيز الأمن المادي وإدارة المخزونات، وتدمير الفائض والمتقادم من الأسلحة الصغيرة والأسلحة الخفيفة، وضمان وضع علامات على جميع الأسلحة الصغيرة والأسلحة الخفيفة وقت تصنيعها واستيرادها، وتعزيز الرقابة على الصادرات والحدود ومراقبة الوساطة. أنشطة.",1
"1482","ويؤكد المجلس استعداده لاتخاذ إجراءات ضد أي طرف يسعى إلى تقويض عملية السلام، بما في ذلك عن طريق عدم احترام وقف الأعمال العدائية أو عن طريق إعاقة المحادثات أو حفظ السلام أو المساعدات الإنسانية.",0
"1483","وبينما صدر أمر وطني بالقبض عليه في اليوم نفسه، إلا أنه لم يكن من الممكن تنفيذه لأنه فر من البلاد.",0
"1484","الجمهورية التشيكية طرف في معظم الاتفاقيات المشار إليها في مرفق هذه الاتفاقية، باستثناء الصكين 7 و8.",0
"1485","غير أن الفريق أعاد تصنيف مبلغ 672 965 195 ليرة إيطالية (038 169 دولاراً من دولارات الولايات المتحدة) من ذلك المبلغ باعتباره أرباحاً فائتة.",0
"1486","6 - يطلب أيضا من اللجنة المنشأة عملا بالقرار 1267 (1999) أن تقدم تقريرا إلى مجلس الأمن عن تنفيذ هذا القرار على فترات منتظمة؛",1
"1487","تزييف النقود وتبديلها، وتداول النقود المزيفة أو المعدلة،",0
"1488","كما أجرت اللجنة تبادلا للآراء بشأن ثلاثة مقترحات تعيين قدمتها إحدى الدول الأعضاء في 31 تشرين الأول/أكتوبر.",1
"1489","وقد أعرب التقرير الأخير للأمين العام عن القرارين 1559 (2004) و 1701 (2006) بوضوح عن أهمية نزع سلاح حزب الله وإنهاء تهريب الأسلحة عبر الحدود اللبنانية السورية.",0
"1490","(ك) توفير التدريب العسكري، بما في ذلك في مجال حقوق الإنسان والقانون الإنساني الدولي وحماية الطفل ومنع العنف الجنساني، لمختلف أعضاء ووحدات الألوية المتكاملة التابعة للقوات المسلحة لجمهورية الكونغو الديمقراطية المنتشرة في الجزء الشرقي من جمهورية الكونغو الديمقراطية والكونغو، كجزء من الجهود الدولية الأوسع لدعم إصلاح قطاع الأمن؛",0
"1491","""ويؤكد مجلس الأمن أهمية التوصل إلى حلول دائمة للاجئين والمشردين داخليا، ولا سيما عودتهم الطوعية والآمنة والكريمة، أو إدماجهم محليا أو إعادة توطينهم.",1
"1492","ويكرر المجلس أهمية تلبية احتياجات المرأة في مجال بناء السلام وإشراكها في وضع وتنفيذ استراتيجيات ما بعد النزاع.",1
"1493","(ب) أن ينشئ، وفقا للمادة 28 من نظامه الداخلي المؤقت، لجنة تابعة لمجلس الأمن تتألف من جميع أعضاء المجلس لتتولى المهام المبينة في مرفق هذا القرار؛",0
"1494",":: حظر فتح أو تشغيل حسابات بأسماء كاذبة أو وهمية أو غير صحيحة.",0
"1495",":: 26 نيسان/أبريل 2005، مغادرة آخر القوات السورية لبنان، منهية وجودا عسكريا دام 29 عاما.",0
"1496","ولا تزال جثث خمسة أشخاص يُعتقد أنهم من أنصار السيد كوليبالي، وعليها آثار طلقات نارية وتعذيب، محتجزة في مشرحة بواكي منذ أواخر ديسمبر/كانون الأول، في انتظار نتائج التحقيقات الجنائية.",0
