"","en_ar_TRANSFORMERS","MatConf"
"1571","ولدى بعض الدول القدرة على القيام دون تأخير بتجميد الأموال والأصول المرتبطة بالإرهاب، وإن كانت محدودة في معظم الحالات.",1
"1572","294 - ونظرا لحدود وظائفها الأصيلة، لم تتمكن اللجنة من تأكيد عدد الضحايا المدنيين في دارفور على وجه اليقين.",1
"1573","إن الفظائع البشعة التي ترتكب ضد نزلاء معسكرات الاعتقال السياسية في كوانليسو تشبه أهوال المخيمات التي أنشأتها الدول الشمولية خلال القرن العشرين.",1
"1574","105 - ولم تبلغ أي دولة اللجنة بأي محاولة لانتهاك حظر توريد الأسلحة، ولكن الفريق لاحظ عدة حالات يكون فيها التنفيذ الفعال لحظر توريد الأسلحة معقدا بسبب عوامل مثل وجود كيانات مرتبطة بتنظيم القاعدة في منطقة ما بعد الصراع أو في مناطق خارجة عن سيطرة الحكومة، مثل الصومال وأفغانستان.",1
"1575","والآن يدرك العديد من الناس أن ما يزعم تنظيم القاعدة أنه واجب ديني، أو ""جيهاد""، ليس أكثر من عنف إجرامي، غالباً ما يكون موجهاً ضد أتباع المسلمين. فقد باتوا ينظرون بعين الاعتبار إلى تولي مقاتلي تنظيم القاعدة الحق في إعلان المسلمين الآخرين مرتدين (التكتم) ليس فقط كمتغطرسين بل أيضاً كهجوم عميق.",1
"1576","وبعض هؤلاء المجندين الشباب من عصبة الشيوعية من الجيش الماوي والميليشيات تقل أعمارهم عن 18 سنة.",1
"1577","وسيقوم الاتحاد بإنشاء وتعهد مستودع على الإنترنت لجمع البيانات غير المحررة المقدمة من المشاركين في فريق الاتصال والتي تعكس آراءهم بشأن الجهود الدولية المبذولة منذ عام 2008 لمكافحة القرصنة قبالة سواحل الصومال، وإتاحتها للباحثين والمحللين ومقرري السياسات.",0
"1578","وخلال عام 2005، أحيلت القائمة ثلاث مرات (SCA/2/05(03)؛ SCA/2/05(10)؛ و SCA/2/05(20)).",0
"1579","وفي 31 كانون الثاني/يناير 2005، أُطلقت النار مرة أخرى على دورية تابعة لبعثة الاتحاد الأفريقي في السودان للتحقيق في انتهاكات وقف إطلاق النار في منطقة شنقل طوباي بالقرب من حفر يبدو أنها تؤكد ادعاءات بالقصف.",1
"1580","ويمكن أن يؤدي استخدام المكونات العسكرية لأداء مهام حيوية إلى زيادة موثوقية نظم بأكملها، مثل استخدام المتفجرات العسكرية وأجهزة التفجير في الأجهزة المتفجرة المرتجلة.",1
"1581","وسيصل قضاة آخرون في المستقبل القريب مع بدء محاكمات جديدة.",0
"1582","وتسبب المهاجمون في إلحاق أضرار جسيمة بالبوابة الرئيسية للمدخل، وبجزء من جدار السجن الخارجي، وبأسلاك حلاقة على الجدار المحيط، وبشاحنة نقل السجناء الوحيدة الموجودة في السجن.",1
"1583","تلفزيون RAI الإيطالي، صحفي غيوسيبي بونافلونتا - 5 تشرين الثاني/نوفمبر 2011",0
"1584","وفي كانون الأول/ديسمبر 2005، أودعت فانواتو صك انضمامها إلى اتفاقية الأمم المتحدة لمكافحة الجريمة المنظمة عبر الوطنية (اتفاقية باليرمو).",0
"1585","وحتى في أفغانستان، وعلى الرغم من أن المسؤولين الأفغان وأفراد قوات التحالف أخبروا الفريق بأنهم مقتنعون بأن الطالبان تستفيد من الإيرادات الضخمة التي تدرها تجارة المخدرات، فمن الصعب تقديم أمثلة ملموسة.",1
"1586","وترى اللجنة أن جرائم العنف الجنسي المرتكبة في دارفور قد تبلغ حد الاغتصاب كجريمة ضد الإنسانية، أو الاستعباد الجنسي كجريمة ضد الإنسانية.",1
"1587","المقرر عقدها يوم الخميس، 20 أيار/مايو 2010، الساعة 00/10",0
"1588","وعلى الرغم من الضوابط القانونية والتشغيلية الصارمة، فإن الحرفيين والأعمال التجارية الأسرية التي تصنع الأسلحة الصغيرة والأسلحة الخفيفة ما زالت مستمرة في جميع أنحاء المنطقة.",1
"1589","مكتب الأمم المتحدة لغرب أفريقيا",0
"1590","أسلحة نارية منزلية الصنع، قنابل ملوّثة، صواريخ مرتجلة مصنوعة في ورش معدنية.",1
"1591","ومع ذلك، يمكن القول إن التطور السريع في تكنولوجيا الاتصالات جعل عموما خطر التحريض في جميع أنحاء العالم اليوم أكبر مما كان عليه في عام 2005.",0
"1592","520- وينبغي ألا يستبعد المرء إمكانية أن يقوم أفراد بمفردهم، بمن فيهم مسؤولون حكوميون، في بعض الحالات، بنية إبادة جماعية أو، بعبارة أخرى، مهاجمة الضحايا بنية محددة تتمثل في القضاء جزئياً على جماعة يُنظر إليها على أنها جماعة إثنية معادية.",1
"1593","(أ) إذا تسبب الفعل المبين في الفقرة 1 أعلاه في إلحاق ضرر بدني جسيم بشخصين على الأقل أو في وفاة شخصين على الأقل، أو",1
"1594","وأنشأت أربع دول وحدات متخصصة لإنفاذ قوانين مكافحة الإرهاب واتخذت ثلاث دول خطوات في هذا الاتجاه.",1
"1595","(النقصان)",0
"1596","فالاغتصاب وجرائم العنف الجنسي تُرتكب ولكنها ليست واسعة الانتشار أو منهجية بما يكفي لتشكل جريمة ضد الإنسانية.",1
"1597","وقد أثبتت اللجنة الوطنية أن القوات المسلحة قصفت بعض المناطق التي لجأ إليها بعض أعضاء المعارضة، مما أدى إلى مقتل بعض المدنيين.",1
"1598","ويشير البيان إلى أن الشحنة نُقلت في حزيران/يونيه 2003 وأدرجت ببساطة في قائمة ""الشحنة العامة"".",0
"1599","إن حالات الاختفاء القسري الدولية هذه فريدة من نوعها من حيث شدتها ونطاقها وطبيعتها.",1
"1600","وفي أعقاب الدفعة الأولى التي صرفت في تموز/يوليه 2010، لم تكن هناك مدفوعات أخرى، رغم أنه كان من المتوقع في الأصل أن تدفع شريحتان أخريان في كانون الأول/ديسمبر 2010 وآذار/مارس 2011.",0
"1601","وبعد اغتصاب بعض النساء، لم تُعَد إليهن ملابسهن وأُجبرن على البقاء عاريات.",1
"1602","في 6 تشرين الثاني/نوفمبر 2014، ألقت قوات النظام قذائف في مدرسة درع عزة في حلب، فأصابت 7 أشخاص بجروح ودمرت 3 فصول وطابقها الثاني بأكمله.",1
