"","en_es_DEEPL","VerCoop"
"1707","La mejora de la aplicación de las normas será esencial para fomentar la confianza de los serbios de Kosovo y otras minorías durante un período de creciente tensión política. También será esencial para lograr la confianza de la región y de la comunidad internacional.",1
"1708","2.2 A nivel regional",0
"1709","Se esperaba que la resolución 1521 (2003) y la resolución 1532 (2004), que pedían la congelación de activos, se pusieran a disposición de un proceso nacional de indemnización de las víctimas, ya que el mandato del Tribunal no incluye la indemnización de las víctimas.",1
"1710","""A este respecto, el Consejo de Seguridad acoge con satisfacción la noticia del 1 de mayo de 2011 de que Osama bin Laden nunca más podrá perpetrar tales actos de terrorismo, y reafirma que el terrorismo no puede ni debe asociarse a ninguna religión, nacionalidad, civilización o grupo.",1
"1711","El primer caso se produjo el 19 de septiembre de 2010, en el vuelo inaugural del vuelo 135 de Delta Airlines, en el que viajaba el Presidente de Liberia.",0
"1712","16. El 1 de diciembre, de conformidad con el párrafo p) del anexo de la resolución 2160 (2014), el Equipo de Vigilancia presentó un informe especial por escrito, en consulta con el Gobierno del Afganistán, la Oficina de las Naciones Unidas contra la Droga y el Delito y otros grupos de expertos en sanciones de las Naciones Unidas, sobre casos concretos de cooperación entre grupos delictivos organizados, en particular los grupos que se dedican a la toma de rehenes para exigir rescate, los productores y comerciantes de estupefacientes, así como los que explotan ilegalmente los recursos naturales en el Afganistán, incluidas las piedras preciosas y semipreciosas, y las personas, grupos, empresas y entidades que reúnen las condiciones para ser incluidos en la lista con arreglo al párrafo 1 de la resolución.",1
"1713","El NRBT y el Ministerio de Finanzas, por lo que respecta a los aspectos de financiación, también prestarán apoyo a este grupo.",0
"1714","58. Para lograr un retorno sostenible y unas comunidades minoritarias viables, será necesario un proceso de descentralización. Mejorará la capacidad de las comunidades no albanesas de Kosovo para proteger su identidad y sus medios de subsistencia, fomentará su confianza en el futuro y las alentará a participar más activamente en las instituciones de gobierno de Kosovo.",0
"1715","4. Los ingresos mensuales medios del Fondo de Indemnización en lo que va de año ascienden aproximadamente a 351,2 millones de dólares, y los pagos trimestrales de indemnizaciones siguen superando los 1.000 millones de dólares por término medio.",0
"1716","Se seleccionaron muy pocos para su revisión y, en última instancia, una vez completados todos los procedimientos descritos en las Directrices del Comité, incluidos los esfuerzos por obtener información de otros Estados pertinentes, la revisión finalizó sin que se produjera ningún cambio en la Lista.",0
"1717","14. Informe de la Relatora Especial de la Comisión de Derechos Humanos sobre las ejecuciones extrajudiciales, sumarias o arbitrarias sobre su misión al Sudán (E/CN.4/2005/7/Add.2)",0
"1718","Reafirma ... su condena en los términos más enérgicos de todos los actos de violencia o abusos cometidos contra civiles en situaciones de conflicto armado en violación de las obligaciones internacionales aplicables con respecto, en particular, a (i) la tortura y otros tratos prohibidos, (ii) la violencia de género y sexual, (iii) la violencia contra los niños, (iv) el reclutamiento y la utilización de niños soldados, (v) la trata de seres humanos, (vi) el desplazamiento forzado, y (vii) la denegación intencionada de asistencia humanitaria, y exige que todas las partes pongan fin a tales prácticas.",0
"1719","Los documentos de reclamación presentados por los demandantes;",0
"1720","30. Alienta a los Estados a que presenten solicitudes de exclusión de la lista de personas cuyo fallecimiento se haya confirmado oficialmente, en particular cuando no se hayan identificado activos, y de entidades cuya existencia se haya comunicado o confirmado que ha cesado, adoptando al mismo tiempo todas las medidas razonables para garantizar que los activos que habían pertenecido a esas personas o entidades no han sido o no serán transferidos o distribuidos a otras personas, grupos, empresas y entidades incluidos en la Lista de Sanciones contra Al-Qaida;",0
"1721","El 12 de febrero de 2013, el Consejo de Seguridad celebró un debate abierto sobre la protección de los civiles en los conflictos armados, en el que se abordaron los cinco retos fundamentales señalados por el Secretario General. El 17 de julio de 2013, el Consejo de Seguridad, también en un debate abierto, trató la cuestión de la protección de los periodistas.",1
"1722","La desnutrición crónica en los campos de refugiados es un grave problema sanitario y ACNUR y el PMA se proponen adoptar medidas correctoras, entre ellas la alimentación suplementaria de los grupos vulnerables.",1
"1723","Informe del Secretario General de conformidad con el párrafo 24 de la resolución 1483 (2003) y el párrafo 12 de la resolución 1511 (2003) (S/2003/1149).",0
"1724","2. La situación en Oriente Próximo",0
"1725","De conformidad con la resolución 486 (Doha, 30 de marzo de 2009) de la 21ª sesión ordinaria del Consejo de la Liga de Estados Árabes reunido en conferencia en la cumbre,",0
"1726","2. En el caso de las peticiones de exclusión de las listas que no se devuelvan al peticionario, el Defensor del Pueblo transmitirá inmediatamente la solicitud de exclusión de las listas a los miembros del Comité, al Estado o Estados proponentes, al Estado o Estados de residencia y nacionalidad o de constitución, a los órganos pertinentes de las Naciones Unidas y a cualquier otro Estado que el Defensor del Pueblo considere pertinente.",0
"1727","13. alienta a los Estados miembros de las Naciones Unidas a que cooperen para resolver todas las cuestiones pendientes con vistas a la adopción, por consenso, del proyecto de convenio general sobre el terrorismo internacional y del proyecto de convenio internacional para la represión de los actos de terrorismo nuclear;",1
"1728","Reafirmando también el imperativo de luchar contra el terrorismo en todas sus formas y manifestaciones por todos los medios, de conformidad con la Carta de las Naciones Unidas, y subrayando asimismo que los Estados deben garantizar que las medidas que adopten para luchar contra el terrorismo cumplan todas las obligaciones que les incumben en virtud del derecho internacional, y deben adoptar dichas medidas de conformidad con el derecho internacional, en particular el derecho internacional relativo a los derechos humanos, el derecho de los refugiados y el derecho humanitario,",1
"1729","Subrayando el papel central de las Naciones Unidas en la lucha mundial contra el terrorismo y acogiendo con satisfacción la adopción por la Asamblea General de la Estrategia global de las Naciones Unidas contra el terrorismo (A/60/288), de 8 de septiembre de 2006, y la creación del Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo (CTITF) para garantizar la coordinación y la coherencia generales de los esfuerzos del sistema de las Naciones Unidas en la lucha contra el terrorismo,",1
"1730","Asimismo, sugiero al Consejo de Seguridad que autorice al Secretario General a prestar la asistencia que considere necesaria a la comisión trilateral establecida por los Gobiernos hermanos de Honduras, El Salvador y Nicaragua, para que se reanude la negociación y el funcionamiento del régimen de cosoberanía en el Golfo de Fonseca, con miras al desarrollo integral social, económico y ambiental del Golfo.",1
"1731","Atkins es la sociedad matriz del grupo WS Atkins Limited, dos de cuyos miembros son WS Atkins Overseas Limited (""Overseas Limited"") y WS Atkins and Partners Overseas (""Partners Overseas"").",0
"1732","Los miembros del Consejo de Seguridad también pidieron al Presidente del Consejo que transmitiera al Representante Permanente de la República Democrática del Congo su preocupación por la expulsión del Director de la Oficina Conjunta de Derechos Humanos de las Naciones Unidas y que pidiera al Gobierno que siguiera comprometido en la lucha contra la impunidad y en la promoción del respeto de los derechos humanos y del Estado de Derecho.",1
"1733","Se han cavado más de 7.000 zanjas.",0
"1734","13. Los Comisionados decidieron que para recomendar ""medidas que garanticen la rendición de cuentas por los crímenes y violaciones graves de los derechos humanos presuntamente cometidos durante el período mencionado, teniendo en cuenta que el Gobierno de Timor-Leste considera que el sistema de justicia interno, que cuenta con la participación de jueces, fiscales y abogados defensores internacionales, debe ser la principal vía de rendición de cuentas por estos presuntos crímenes y violaciones"", tendrían que hacer una evaluación preliminar del sistema de justicia interno existente en Timor-Leste.",1
