"","en_es_DEEPL","MatCoop"
"1798","140. El 14 de diciembre de 2004, se iniciaron conversaciones entre el Gobierno de Sudán y una delegación del NMRD en Yamena, con la mediación de Chad. El 17 de diciembre, las partes firmaron dos protocolos, uno sobre el acceso humanitario y otro sobre cuestiones de seguridad en la zona de guerra.",1
"1799","Nos preocupa que el éxito de las elecciones presidenciales corra el riesgo de verse erosionado por la falta de avances en el establecimiento del Gobierno.",0
"1800","31. En lo que respecta a la coordinación interna, muchos Estados asiáticos han creado organismos u órganos centralizados con el mandato de coordinar las actividades antiterroristas y analizar la información de inteligencia conexa, incluso con respecto a la incitación.",1
"1801","La mitad de los miembros están sujetos a renovación cada tres años.",0
"1802","En diciembre, la Oficina de Lucha contra la Explotación y los Abusos Sexuales será sustituida por la Unidad de Conducta y Disciplina, que se ocupará de la explotación y los abusos sexuales y otras formas de mala conducta.",1
"1803","Con la excepción de un Estado, que ha proporcionado muy poca información relevante, todos los Estados de Asia Oriental son miembros de varias organizaciones regionales o mecanismos de cooperación internacional en materia de lucha contra el terrorismo y han tratado de reforzar estas relaciones.",1
"1804","""El Consejo de Seguridad toma nota de la inauguración del centro internacional de excelencia para la lucha contra el extremismo violento, en Abu Dhabi, el 14 de diciembre de 2012.",1
"1805","4. En Costa de Marfil, el Grupo se mantuvo en estrecho contacto con los servicios políticos, policiales y militares de la ONUCI.",1
"1806","Varias operaciones de paz recientes han incorporado el análisis de la delincuencia transfronteriza a sus estructuras de planificación y análisis de misiones conjuntas, especialmente MINUSMA.",0
"1807","Aprovechamos esta oportunidad para examinar la situación política y de seguridad en la región sahelo-sahariana, así como los esfuerzos encaminados a superar los retos pendientes y promover una paz, seguridad y estabilidad duraderas.",1
"1808","Podría decirse que la ciudad de Kulbus era un objetivo militar, como demuestra su campamento militar.",0
"1809","2. La usurpación de Etiopía en Badme",0
"1810","El Ministerio de Justicia ha creado una célula especializada en la redistribución de la justicia y el sistema penitenciario, con la asistencia técnica de la ONUCI, para facilitar el proceso de redistribución de la policía, la justicia y el sistema penitenciario.",1
"1811","Reafirmando la necesidad de combatir por todos los medios, de conformidad con la Carta de las Naciones Unidas y el derecho internacional, incluido el derecho internacional aplicable en materia de derechos humanos, refugiados y derecho humanitario, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas, destacando a este respecto el importante papel que desempeñan las Naciones Unidas en la dirección y coordinación de este esfuerzo,",1
"1812","Las medidas antiterroristas adoptadas por la comunidad internacional a escala nacional y regional de conformidad con las iniciativas pertinentes de las Naciones Unidas sentarán las bases de un sistema mundial de lucha contra los nuevos retos y amenazas bajo los auspicios de las Naciones Unidas.",1
"1813","La reducción de la amenaza que suponen los grupos armados congoleños y extranjeros para la población civil, el establecimiento de instituciones estatales más fuertes y responsables y el fortalecimiento de las prácticas democráticas para reducir el riesgo de inestabilidad deben seguir siendo los criterios clave que guíen la retirada gradual de la MONUSCO.",1
"1814","El componente policial de la ONUCI se centra en proporcionar apoyo, tutoría y asesoramiento a la policía nacional de Côte d'Ivoire y a las unidades policiales mixtas desplegadas en la antigua zona de confianza, así como a los 600 auxiliares de seguridad de las Forces nouvelles que fueron formados por la ONUCI en 2006 y desplegados en el norte del país.",1
"1815","Un Estado señaló que había creado un centro internacional para el diálogo interreligioso y que había organizado y acogido numerosos actos relacionados.",1
"1816","DE LA MISIÓN PERMANENTE DE IRAK ANTE LAS NACIONES UNIDAS",0
"1817","Cursos de formación sobre el tema de la explotación y el abuso sexuales; desarrollo de políticas y procedimientos sobre aspectos organizativos de la asistencia a las víctimas.",1
"1818","Como ya se ha señalado, el genocidio no es necesariamente el delito internacional más grave.",0
"1819","Para orientar los nuevos compromisos de los donantes este año, la UNMIK preparó Kosovo: Reconstrucción 2000 -- un programa público de reconstrucción e inversión que orientaba a los donantes hacia las prioridades de la JIAS.",1
"1820","16. Parece que el modelo emergente de misiones conjuntas de exploración/excavación en el marco del Subcomité Técnico es un enfoque prometedor para acelerar el progreso práctico sobre el terreno.",1
"1821","Todos los miembros del Consejo apoyaron el cese de hostilidades.",0
"1822","Para empezar, debo expresar nuestra honda preocupación por la situación de la seguridad en el país.",0
"1823","Los miembros del Consejo alentaron a las autoridades de Burundi a seguir esforzándose por crear las condiciones necesarias para unas elecciones inclusivas mediante un diálogo constructivo, un espacio político abierto, el fin de la violencia por motivos políticos y la lucha contra la impunidad, de conformidad con la resolución 2137 (2014).",1
"1824","En la región de Hiraan, en Somalia central, los intensos combates del 7 y 8 de junio entre los subclanes Galje'el y Jajele de Hawiye por la tierra y el agua en la parte occidental de Beletweyne causaron, según informes, 36 muertos y 70 heridos.",0
"1825","En el Derecho anglosajón, los bienes pueden embargarse en procedimientos civiles.",0
"1826","(c) Personas de la Lista supuestamente fallecidas, junto con una evaluación de la información pertinente indicada en el párrafo 28 (c) y, en la medida de lo posible, el estado y la ubicación de los activos congelados y los nombres de las personas o entidades que estarían en condiciones de recibir cualquier activo no congelado;",0
"1827","AKA y Amanat firmaron un contrato de préstamo el 27 de octubre de 1983.",0
"1828","161. Además, en 1995, en su sentencia en el asunto Tadić (apelación interlocutoria), la Sala de Apelaciones del Tribunal Internacional para la ex Yugoslavia sostuvo que el cuerpo principal del derecho internacional humanitario también se aplicaba a los conflictos internos como cuestión de derecho consuetudinario y que, además, las violaciones graves de dichas normas constituyen crímenes de guerra.",1
"1829","Como sabe, el mandato actual de la Misión de las Naciones Unidas en la República Centroafricana y el Chad (MINURCAT) expira el 15 de marzo de 2010.",0
"1830","El fenómeno de los combatientes terroristas extranjeros no puede abordarse únicamente con medios de seguridad.",1
"1831","No obstante, el régimen sigue sufriendo reveses en los tribunales, aunque antes de que el Comité pudiera demostrar la eficacia del proceso del Defensor del Pueblo.",0
"1832","Más tarde, en 2006, la Asamblea General adoptó por unanimidad la Estrategia Global de las Naciones Unidas contra el Terrorismo, de gran importancia para reafirmar el compromiso colectivo de la comunidad internacional en la lucha contra la amenaza común del terrorismo.",1
"1833","Difusión y publicidad de la Oficina",0
"1834","En noviembre, la Unidad de Fusión de Información de Todas las Fuentes inició los trabajos de construcción para establecer una unidad en el nuevo campamento de Tombuctú.",1
"1835","La propiedad se define así en el proyecto de ley:",0
"1836","Casi todos los Estados han introducido sistemas de alerta rápida y acuerdos para el intercambio de información. Casi todos los Estados cuentan también con acuerdos de asistencia judicial en materia penal y extradición.",1
"1837","Reconociendo la necesidad de que los dirigentes civiles y militares, en consonancia con el principio de responsabilidad de mando, demuestren compromiso y voluntad política para prevenir la violencia sexual y luchar contra la impunidad y exigir responsabilidades, y que la inacción puede transmitir el mensaje de que se tolera la incidencia de la violencia sexual en los conflictos.",1
"1838","Como se menciona en el informe del Secretario General sobre la situación en Abjasia (Georgia) (S/2005/657), de fecha 19 de octubre de 2005, desde el verano pasado se han producido algunos avances positivos en el proceso de resolución del conflicto en esa región.",1
"1839","A. Naturaleza y objeto del procedimiento 9-10 9-10 18181818",0
"1840","(i) Contribuir a la protección de la población civil en peligro, en particular los refugiados y las personas desplazadas;",1
