"","en_es_TRANSFORMERS","MatCoop"
"1533","El término “Empleador” tal como se usa aquí se refiere a estas organizaciones colectivamente.",0
"1534","Los cohetes Qassam desde Gaza continúan, incluso mientras hablamos, dirigidos deliberadamente contra la comunidad civil, atacando y aterrorizando a civiles inocentes mientras se encuentran en sus camas, se sientan en sus salas de estar o llevan a sus hijos a la escuela.",0
"1535","El representante de Israel, acogiendo con beneplácito la aprobación de la resolución, destacó que se necesitaban más esfuerzos para aplicar plenamente las disposiciones de la resolución 1701 (2006), incluso con respecto al desarme y la disolución de Hizbullah y otras milicias.",0
"1536","Que se celebrará el lunes 9 de febrero de 2009, a las 10.00 horas",0
"1537","Que se celebrará el miércoles 23 de abril de 2008, a las 10.00 horas",0
"1538","Todas estas maniobras coinciden con declaraciones oficiales de línea dura encaminadas a impedir la reanudación del proceso de búsqueda de una solución política, aunque el Consejo de Seguridad, en su resolución 1598 (2005), de 28 de abril de 2005, reiteró su llamamiento a las partes y a los Estados de la región para que siguieran cooperando con las Naciones Unidas a fin de poner fin al estancamiento actual y avanzar hacia una solución política.",0
"1539",":: Seguir desarrollando iniciativas para prohibir y prevenir la incitación, identificar las mejores prácticas e intercambiar información, teniendo presente la necesidad de velar por que todas las medidas pertinentes cumplan sus obligaciones jurídicas internacionales, incluidas las obligaciones en materia de derechos humanos.",1
"1540","La policía, situada en el borde del campamento, no mostró interés en enfrentarse a los Janjaweed.",1
"1541","Esta Declaración recuerda al mundo que las víctimas de delitos deben ser tratadas con compasión y respeto y afirma que tienen derecho a recibir justicia, ser tratadas con justicia y obtener reparación en forma de restitución, indemnización y otra asistencia por los daños que han sufrido.",1
"1542","Lista de sanciones del Comité del Consejo de Seguridad establecido en virtud de la resolución 1718 (2006)",0
"1543","5. La situación en Timor-Leste (15 de diciembre de 1975; 19 de octubre de 2010).",0
"1544","14. Observa la evolución del nexo entre el terrorismo y las tecnologías de la información y las comunicaciones, en particular la Internet, y el uso de esas tecnologías para cometer actos terroristas, y para facilitar esos actos mediante su utilización para incitar, reclutar, financiar o planificar actos terroristas, y encomienda a la Dirección Ejecutiva del Comité contra el Terrorismo que siga ocupándose de esta cuestión, en consulta con los Estados Miembros, las organizaciones internacionales, regionales y subregionales, el sector privado y la sociedad civil, y que asesore al Comité contra el Terrorismo sobre nuevos enfoques;",1
"1545","Mesa del Comité para 2006",0
"1546","4. Intensificar la sensibilización de la población para que no simpatice con los restos de las FDLR.",0
"1547","La OMS y el UNICEF apoyaron la campaña.",0
"1548","En respuesta a la pandemia de gripe A (H1N1), entre mediados de 2009 y agosto de 2010, el Ministerio de Salud, con el apoyo de la OMS, formuló planes de preparación para pandemias, incluida la mejora de sus sistemas de vigilancia; obtuvo tabletas de tamiflu; instaló un ventilador en el hospital nacional; y llevó a cabo una serie de sesiones de capacitación para trabajadores de la salud.",1
"1549","La posición de Eritrea sobre las maniobras que han estado teniendo lugar en Nueva York es la siguiente:",0
"1550","Insta a los Estados Miembros a que, de conformidad con el Programa de Acción de las Naciones Unidas sobre las armas pequeñas y ligeras para prevenir, combatir y eliminar el tráfico ilícito de armas pequeñas y ligeras, adopten medidas eficaces, entre otras cosas, mediante la solución de conflictos y la elaboración y aplicación de legislación nacional, de manera compatible con las responsabilidades existentes de los Estados en virtud del derecho internacional pertinente, para controlar el tráfico ilícito de armas pequeñas a las partes en conflictos armados que no respeten plenamente las disposiciones pertinentes del derecho internacional aplicable relativas a los derechos y la protección de los niños en los conflictos armados.",1
"1551","II. ACONTECIMIENTOS DURANTE EL PERÍODO QUE SE",0
"1552","Desde entonces su número se ha duplicado a 16, además de su Asesor Especial, y se están contratando más observadores y Voluntarios de las Naciones Unidas.",1
"1553","El Consejo toma nota también del mandato de la Operación Híbrida de las Naciones Unidas y la Unión Africana en Darfur (UNAMID) y de la Oficina Integrada de las Naciones Unidas para la Consolidación de la Paz en la República Centroafricana (BINUCA) de cooperar y compartir rápidamente información relacionada con la amenaza regional del LRA.",1
"1554","Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas,",0
"1555","Durante su última visita a Damasco del 10 al 15 de diciembre de 2014, el Equipo de Evaluación de la Declaración continuó las entrevistas con las principales personas del programa sirio de armas químicas, celebró reuniones técnicas con la Autoridad Nacional de la República Árabe Siria y visitó dos emplazamientos.",1
"1556","Habida cuenta de la vulnerabilidad de la subregión, es necesario adoptar más medidas para tipificar como delito el reclutamiento.",0
"1557","b) Establecer, de conformidad con el artículo 28 de su reglamento provisional, un Comité del Consejo de Seguridad integrado por todos los miembros del Consejo para que realice las tareas descritas en el anexo de la presente resolución;",1
"1558","La finalización del proyecto de ley está pendiente al finalizar el procedimiento legislativo.",0
"1559",":: 26 de abril de 2005, las últimas tropas sirias abandonan el Líbano poniendo fin a una presencia militar de 29 años.",1
"1560","Se prevén exenciones para el suministro de armas y material letal conexo a las fuerzas de seguridad de Côte d'Ivoire, destinado exclusivamente a apoyar el proceso de reforma del sector de la seguridad de Côte d'Ivoire o a utilizarlo en él, como se notificó previamente al Comité.",1
"1561","El Comité también se enteró de los progresos realizados en la posible designación de facilitadores regionales para otras organizaciones regionales, en particular la Comunidad de Estados Independientes y la Asociación de Naciones del Asia Sudoriental (ASEAN).",0
"1562","La aprobación por consenso de la resolución 57/145 de la Asamblea General (""Respuesta a las amenazas y los desafíos mundiales""), de 16 de diciembre de 2002, iniciada por la Federación de Rusia, reafirma el reconocimiento de la comunidad internacional de la necesidad de adoptar un enfoque amplio de la cuestión.",1
"1563","Que se celebrará el jueves 20 de septiembre de 2001, a las 16.20 horas",0
"1564","La Ley abarca la exportación de bienes relacionados con las armas de destrucción en masa desde Australia y la prestación de servicios relacionados con las armas de destrucción en masa, tanto dentro como fuera de Australia.",0
"1565","Podríamos seguir y seguir, pero sería una pérdida de tiempo.",0
"1566","No se conoce la identidad del autor o autores;",0
"1567","Si los bancos son demasiado proscriptivos al decidir qué examinar como posible caso de financiación del terrorismo, es tan probable que pierdan el uso de nuevos métodos como lo son para descubrir el uso de los antiguos.",1
"1568","Expresando su preocupación por todas las violaciones y abusos de los derechos humanos, el Consejo exhorta a las autoridades libias a que investiguen y lleven ante la justicia a los autores de todos esos actos, incluidos los cometidos contra niños.",0
"1569","S/RES/1923 (2010), párr. 4",0
"1570","177. Los tribunales y estructuras establecidos en virtud de la Constitución siguen desarrollándose y el sistema sigue dependiendo en gran medida del personal internacional que desempeña funciones de línea.",1
"1571","En diciembre de 2007 se completó, bajo la dirección de la Dependencia de Conducta y Disciplina, un programa general obligatorio de capacitación para todo el personal de la MINURSO sobre las normas de conducta previstas, incluida la prevención de la explotación, el abuso y el acoso sexuales.",1
"1572","La Ley No 535/2004 sobre la prevención y la lucha contra el terrorismo fue promulgada por el Presidente de Rumania mediante el Decreto No 994/2004, de 24 de noviembre de 2004, y entró en vigor tres días después.",1
