"es_en_DEEP"	"MatConf"
"The Council appeals to Member States to make contributions to the Special Trust Fund established to support the work of the Group."	0
"The Group of Experts obtained a copy of Mr. Dragaš's passport from Belgrade and found that his number matched that of the hotel registration in Monrovia."	0
"The session opens at 1:05 p.m."	0
"The International Monetary Fund (IMF) estimates gross domestic product growth of 8% for 2013."	0
"Thus, the conflict does not merely consist of a situation of internal tensions and internal disturbances, riots or sporadic and isolated acts of violence, but the requirements of a) existence of organized armed groups fighting against the central authorities, b ) control by the rebels of part of the territory and c) prolonged armed confrontation, provided for in Article 3 common to the Geneva Conventions, which confers on this situation the character of an internal armed conflict."	1
"Somalia's long-term security and stability will require a reliable and effective justice system."	0
"Significant funds will be made available to support reconstruction and rehabilitation."	0
"In addition, he had travel expenses related to aircraft and spare parts."	0
"Regarding Crimea, the Assistant Secretary-General informed the Council that, in addition to previous reported human rights violations, there was an increasing number of cases of enforced disappearances, and expressed concern about the abduction of four Crimean Tatars in Crimea during the previous month, one of whom had been found dead."	1
"Dr. Bashar Hafez Al-Assad obtained 10,319,723 votes (88.7% of valid votes). Dr. Hassan Abdullah Al-Nuri obtained 500,379 votes (4.3% of valid votes). Mr. Mahir Abdulhafiz Hajjar obtained 372,301 votes (3.2% of valid votes)."	0
"UNDOF personnel left Jordan and arrived safely at Camp Ziouani on the Alpha side on 11 March."	0
"Where possible, governments work with their territories to encourage them to create appropriate domestic rules in this area, but in many cases legislative frameworks need to be improved."	0
"Responses received pursuant to paragraph 20 of resolution 1596 (2005)"	0
"e) State Control and Verification Law (2003);"	0
"First of all, it is important to take into account two equally legitimate desires: on the one hand, the demand of minorities to live in conditions of security, to have the same opportunities for economic development and equal access to social services and education, and exercise the right of return; On the other hand, the will of the majority of the population to exercise their right to self-determination."	0
"During the reporting period, there was no tangible progress in the disbandment and disarmament of Lebanese and non-Lebanese militias, as set out in the Taif Agreement and resolution 1559 (2004)."	1
"This is unacceptable and must be strongly rejected, especially by the Security Council, using the mechanisms at its disposal."	0
"In his briefings to the Council in December 2005 and June 2006, Under-Secretary-General Gambari described the serious humanitarian and human rights conditions in Burma, including the detention of more than 1,100 political prisoners, as well as Burma's exit from refugees, drugs, HIV/AIDS and other diseases."	1
