"","en_es_GOOGLE","MatConf"
"1426","Los jóvenes no sabían quién era Enza y no quisieron decir si habían marchado.",0
"1427","El rápido deterioro de la economía, exacerbado por el conflicto continuo, también es motivo de preocupación.",1
"1428","Muchos de los informes se refieren al secuestro de mujeres.",1
"1429","Además, hay una serie de grupos armados palestinos operando en el país dentro y fuera de los campos de refugiados.",1
"1430","La Comisión, sin embargo, cuenta con información suficiente para establecer que en los incidentes investigados por la Comisión se cometieron actos de violencia contra la vida y la persona de los detenidos.",1
"1431","Esto explica, además, la determinación del sector empresarial de Uganda de seguir suministrando armas a los grupos armados del distrito de Ituri para que puedan seguir explotando ilegalmente los recursos naturales y otras formas de riqueza de la región.",1
"1432","Los observadores de la OSCE habían observado combates en curso en muchos lugares de las regiones de Donetsk y Lugansk, con bombardeos de artillería y morteros que a menudo alcanzaban zonas residenciales y causaban bajas entre la población civil.",1
"1433","La mayoría de los conflictos actuales se libran principalmente con armas pequeñas y ligeras.",1
"1434","c) Continuidad de las instituciones gubernamentales y del personal calificado.",0
"1435","En consecuencia, el detenido pasa a estar incomunicado y su detención a veces excede un período de 12 meses, sin cargos, sin acceso a un abogado, sin comparecencia ante el tribunal y sin permitir visitas.",1
"1436","La evaluación externa final de la primera asignación comenzó el 12 de septiembre y habrá finalizado a finales de octubre de 2011.",0
"1437","X. El Gobierno Federal de Transición rinde cuentas de las donaciones de Arabia Saudita",0
"1438","Que se celebrará el jueves 10 de julio de 2014, a las 10.00 horas",0
"1439","La milicia maoísta llevó a cabo una serie de funciones durante el conflicto, incluidas la movilización, la propaganda, el servicio como ejército irregular y la prestación de diferentes formas de &quot;aplicación de la ley&quot; en zonas bajo control del PCN-M. Cuando se disolvió la milicia maoísta, muchos miembros supuestamente se unieron a la Liga de Jóvenes Comunistas del PCN-M, una organización restablecida en diciembre de 2006.",1
"1440","También se comprometieron a verificar que todos los reclutas fueran mayores de 18 años.",0
"1441","Insisten en tratar el caso como un delito migratorio menor.",0
"1442","La Ley de Aduanas de Suecia (SFS 2000:1281);",0
"1443","22. Sobre la base del acuerdo concertado por el Primer Ministro y mi ex Representante Especial el 13 de mayo de 2009 (véase S/2009/504, párr. 20), que reitera los criterios mutuamente acordados para la reasunción de las responsabilidades policiales primarias por parte de la policía nacional , al 20 de septiembre, equipos conjuntos de evaluación integrados por representantes civiles y policiales del Gobierno y la UNMIT habían evaluado los 13 distritos y 6 unidades.",0
"1444","Aproximadamente 2 kilómetros después del puesto de control, unos 20 soldados vestidos con uniformes de camuflaje se acercaron al grupo de mujeres y les ordenaron que se detuvieran, mientras disparaban algunos tiros.",1
"1445","64. La misión preguntó al personal militar del Gobierno acerca de los informes de que unas 70 personas, en su mayoría musulmanes, habían sido asesinadas por soldados del Gobierno después de que retomaran la ciudad.",1
"1446","La situación humanitaria en Somalia sigue siendo motivo de gran preocupación.",0
"1447","Una vez hecho esto, obtuvo la confirmación de la Asamblea Nacional de la República Srpska el 29 de noviembre.",0
"1448","5. Mientras los maoístas se preparaban para trasladar sus fuerzas al acantonamiento, emprendieron una campaña de reclutamiento que alcanzó su punto máximo en noviembre de 2006.",1
"1449","6. El vínculo entre la delincuencia transfronteriza y el terrorismo comenzó a ponerse de relieve tras los atentados con bombas perpetrados por Al-Qaida contra las embajadas estadounidenses en la República Unida de Tanzanía y Kenya en 1998.",1
"1450","4. Si bien tanto el Acuerdo General de Paz como el Acuerdo de Vigilancia de la Gestión de Armas y Ejércitos contenían disposiciones para disolver las milicias vinculadas al ejército maoísta, ninguno de ellos presentaba planes detallados a este respecto.",0
"1451","39. El sistema judicial sigue adoleciendo de graves deficiencias técnicas que socavan la confianza del público.",0
"1452","Por ejemplo, a los Estados de la región del Sahara les ha resultado difícil hacer frente a los campos móviles de entrenamiento terrorista dirigidos por Al-Qaida en el Magreb Islámico (QE.T.14.01.).",1
"1453","1. Ley de extranjería, de 13 de junio de 2003 (Boletín Oficial de 2003, núm. 128, artículo 1175)",0
"1454","En la República Árabe Siria, el posible nexo entre un gran número de combatientes extranjeros afiliados a Al-Qaida y Jabhat-al-Nusrah que crean asociaciones basadas en un lenguaje común podría dar lugar al surgimiento de nuevas redes panárabes y paneuropeas de extremistas.",1
"1455","Damos formación básica (por ejemplo, sobre uso de armas, disciplina,...) que puede durar unas dos semanas, dependiendo de cada persona.",1
"1456","Sin embargo, la información disponible no presenta una imagen clara de la implementación de las medidas de seguridad aérea, marítima o de carga, los controles fronterizos o los programas de aplicación de la ley establecidos para garantizar que las armas pequeñas no caigan en manos de personas no autorizadas.",0
"1457","El examen examinó 488 nombres de personas, grupos y entidades sujetos al régimen de sanciones contra Al-Qaida y los talibanes a fin de actualizar sus entradas o eliminarlos de la Lista cuando el Comité decidió que ya no era apropiado incluirlos.",0
"1458","Declaración del Presidente del Consejo de Seguridad",0
"1459","27. Con el inicio de las lluvias se ha producido una disminución general de la violencia entre tribus, en particular los robos de ganado y los conflictos por el agua y las zonas de pastoreo.",1
"1460","Desde Dubái, el dinero se envía a Somalia mediante transferencias hawala desconocidas.",0
"1461","a) El ejército maoísta reclutó a un número considerable de niños justo antes de la firma del Acuerdo General de Paz.",1
"1462","Aunque la situación de cada refugiado y desplazado interno es única, el desplazamiento y la apatridia exacerban las desigualdades de género existentes, amplificando la discriminación y las dificultades que enfrentan las mujeres y las niñas.",1
"1463","En cada incidente, las mujeres fueron obligadas a desnudarse a punta de pistola, violadas por Janjaweed y luego dejadas desnudas en la carretera.",1
"1464","Reclamación por propiedad tangible ajustada por falta de reparación/reemplazo inexplicable.",0
"1465","S/RES/1591 (2005), op.3(c)",0
"1466","Los Países Bajos reservaron más de 400 millones de euros para apoyar un plan de acción de cuatro años, iniciado en 2007, para prevenir la radicalización.",0
"1467","d) Líderes políticos y militares que operan en la República Democrática del Congo y reclutan o utilizan a niños en conflictos armados en violación del derecho internacional aplicable;",1
"1468","Transmisión del caso 20 al Comité",0
"1469","23. Alcance del embargo de armas. El Comité solicita al Equipo de Vigilancia que trabaje en un documento que recopile las experiencias de los Estados al enfrentar la amenaza de los explosivos civiles e improvisados.",0
"1470","De manera similar, el Consejo podría exigir explícitamente a los Estados miembros que impidan que las personas y entidades incluidas en la lista tengan acceso, establezcan o mantengan instalaciones de entrenamiento militar o terrorista dentro de sus fronteras, ampliando así el alcance del embargo de armas para cubrir el entrenamiento y el reclutamiento de manera integral.",0
"1471","Mientras tanto, los aeropuertos de Jowhar y Kismayo están abiertos y es posible que el personal de las Naciones Unidas realice misiones diurnas.",0
"1472","13. La Dirección Ejecutiva del Comité contra el Terrorismo seguirá fortaleciendo su función de facilitar asistencia técnica para la aplicación de la resolución 1373 (2001) encaminada a aumentar la capacidad de los Estados Miembros y las regiones en la lucha contra el terrorismo atendiendo a sus necesidades en materia de lucha contra el terrorismo. , en estrecha cooperación con el Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo, otros órganos de las Naciones Unidas y proveedores de asistencia bilateral y multilateral, y seguirá adoptando un enfoque centrado y regional para esta labor.",0
"1473","Posteriormente, los rebeldes capturaron a un comandante de la fuerza aérea y lo detuvieron durante unos tres meses.",1
"1474","El Coordinador Especial informó de que continuaba la calma general en el Líbano meridional, aunque se habían producido algunos incidentes de seguridad durante el período que abarcaba el informe, incluido el lanzamiento de cohetes hacia Israel desde el Líbano meridional durante el conflicto relacionado con Gaza en julio y agosto y dos incidentes de seguridad graves en la zona de las granjas de Shab&#39;a (sector oriental).",1
"1475","a) Hubo un estado de caos en la escena del crimen no sólo durante las primeras horas después de la explosión, durante las cuales la atención se centró en extinguir el fuego, salvar a los heridos y buscar a los desaparecidos, sino que, lamentablemente e innecesariamente, durante mucho tiempo mas tiempo.",1
