"","en_ar_TRANSFORMERS","VerConf"
"983","إن عدم القيام بأي شيء حيال هذه الجماعة الشريرة تحت ذريعة غير حكيمة مفادها أنها لا تشكل أي تهديد للحكومة يعني التخلي عن المسؤولية الأساسية لأي دولة، أي ضمان سلامة مواطنيها.",1
"984","وتشمل الدول التي تستخدم إريتريا لهذا الغرض جيبوتي والجماهيرية العربية الليبية ومصر وبعض بلدان الشرق الأوسط.",0
"985","ويشدد على أهمية بناء قدرات شرطة وطنية فعالة ومهنية في هايتي.",0
"986","ومع استمرار هذه التعقيدات والسلوك المتناقض تماما مع السلوك المطلوب للتوصل إلى حل عادل، لا بد من السؤال: كيف يمكننا أن نصل بعملية السلام إلى خاتمة ناجحة في عام 2009؟ إننا نعتقد أن المسؤولية تقع على عاتق المجموعة الرباعية ومجلس الأمن لوضع آلية عملية لمعالجة هذه المسائل في حالة لا يستجيب فيها أحد الطرفين مرارا للنداءات ويفي بالتزاماته، مما يدفعنا إلى عملية دورية لا تلوح في الأفق.",1
"987","غير أننا نعتقد أن الانسحاب المفاجئ من شأنه أن يؤدي إلى نتائج عكسية ويخلق فراغا لم يسبق له مثيل، لا سيما وأن الظروف المؤدية إلى الاستثمار الكبير والتنمية المستدامة المأمول فيهما لم تترسخ تماما بعد.",1
"988","وفقد الفرنك الرواندي، وهو العملة الوطنية، ما يقرب من 30 في المائة من قيمته منذ عام 2001.",0
"989","ويرى وفد آخر أنه لا ينبغي الخلط بين الحماية الفعالة للمدنيين وتحييد الجماعات المسلحة من خلال الأنشطة العدوانية.",1
"990","ويجب على القادة الصوماليين أن يعملوا من أجل عملية سياسية مفتوحة لجميع من هم على استعداد لرفض المعارضة العنيفة.",1
"991","ولهذه الصدمات نتيجتان خطيرتان.",0
"992","ويساورنا القلق بشكل خاص إزاء الانتشار غير المنظم للأسلحة في ليبيا وخارجها نتيجة للصراع.",1
"993","وفي الفترة من 25 تشرين الثاني/نوفمبر إلى 10 كانون الأول/ديسمبر، انضم ممثلي الخاص إلى حملتي السنوية ""الاتحاد من أجل إنهاء العنف ضد المرأة""، مع التركيز بوجه خاص على البلدان التي تشهد صراعات.",0
"994","(أ) استنتاجات الفريق في الدفعة الأولى",0
"995","ومن الواضح أن متطلبات الاحتجاج بهذه الآلية لم تستوف في حالة دارفور.",1
"996","وقد أسفرت النزاعات العرقية والحدودية التي لم تحل بعد عن صراعات تقوض الجهود الرامية إلى تطوير استجابة إقليمية متماسكة لمكافحة الإرهاب.",1
"997","وكما قلت من قبل، إن تطبيق معايير مزدوجة في التعامل مع الإرهاب والجماعات الإرهابية مسألة هامة أخرى تبعث على القلق البالغ وتقوض بشكل خطير الكفاح الجماعي للمجتمع الدولي ضد الإرهاب.",1
"998","وندعو السلطة الفلسطينية إلى بذل كل ما في وسعها لوقف تلك الهجمات.",1
"999","بشأن تنفيذ أمر التحقيق الصادر عن قاضي التحقيق الأول في المحكمة العسكرية في بيروت بشأن التحقيقات وأي شيء يمكن أن يسلط الضوء على التحقيق في الانفجار الذي تسبب في وفاة رئيس الوزراء السابق الحريري وآخرين",0
"1000","وفي هذا الصدد، أعرب مشارك آخر، مشيرا إلى ارتفاع تكاليف عمليات حفظ السلام، عن أسفه لافتقار المجلس إلى الخبرة العسكرية.",1
"1001","(أ) مامادو سيسي (قريب من حزب تجمع الجمهوريين) ورقيب البحرية تارين، اللذين قيل إنهما محتجزان منذ 20 أيلول/سبتمبر 2002؛",0
"1002","ولذلك فإن تغير المناخ لا يؤدي إلى تفاقم التهديدات القائمة للسلم والأمن الدوليين فحسب، بل يشكل أيضا تهديدا للسلم والأمن الدوليين في حد ذاته.",1
"1003","إن البلد يتحمل المخالفات الفظيعة للحرب.",0
"1004","وتبدأ فترة الصيانة عادة عندما يتولى رب العمل المشروع لأول مرة ويبدأ تشغيله أو استخدامه.",0
"1005","يدين بشدة تجنيد الأطفال واستخدامهم كجنود من جانب أطراف النـزاع المسلح في انتهاك للالتزامات الدولية المنطبقة عليها، وقتل الأطفال وتشويههم، والاغتصاب وغيره من أشكال العنف الجنسي التي يُرتكب معظمها ضد الفتيات، والاختطاف والتشريد القسري، ومنع وصول المساعدات الإنسانية إلى الأطفال، والهجمات على المدارس والمستشفيات، فضلا عن الاتجار، والسخرة، وجميع أشكال الرق، وجميع الانتهاكات والتجاوزات الأخرى المرتكبة ضد الأطفال المتضررين من النـزاع المسلح.",1
"1006","وزعم العديد من المحاورين أن بعض البلدان المجاورة تقوم بدور مزعزع للاستقرار.",1
"1007","2 - الحالة في الشرق الأوسط (18 تموز/يوليه 1960؛ 21 تشرين الأول/أكتوبر 2011).",0
"1008","وتؤكد جنوب أفريقيا أنه بالنظر إلى ضخامة تلك التحديات، يلزم وضع استراتيجية شاملة تشمل الأمن والجهود الإنسانية والحكم الرشيد والتنمية الاجتماعية - الاقتصادية.",1
"1009","وحقق أيضا في النقل البري من جيران كوت ديفوار الشماليين إلى شمال كوت ديفوار.",0
"1010","الدعوة إلى امتثال أطراف النـزاع المسلح امتثالاً صارماً للقانون الإنساني الدولي الساري، بما في ذلك حظر ما يلي:",1
