"","en_ar_TRANSFORMERS","VerCoop"
"1631","وينبغي أن تكون القوات والشرطة على استعداد أفضل للمشاركة في مهام الحماية، بما في ذلك منع العنف الجنسي المرتبط بالنزاعات.",0
"1632","يدعو الدول التي لم تصدق بعد على الصكوك الرئيسية للقانون الإنساني الدولي والقانون الدولي لحقوق الإنسان والقانون الدولي للاجئين إلى النظر في القيام بذلك، وإلى اتخاذ التدابير التشريعية والقضائية والإدارية المناسبة لتنفيذ هذه الصكوك محلياً، بالاستفادة من المساعدة التقنية، حسب الاقتضاء، المقدمة من المنظمات الدولية ذات الصلة، بما فيها لجنة الصليب الأحمر الدولية وهيئات الأمم المتحدة.",1
"1633","44- ومن الواضح أيضاً أن العديد من أعمال القتل التي وقعت في هذين اليومين لم تقع في الشارع بل في مساكن المتظاهرين المحتملين أو حتى في مساكن المدنيين الأبرياء الذين تستهدفهم قوات الأمن لمجرد أسمائهم أو أصلهم أو جماعتهم.",0
"1634","يشير إلى أن حماية المدنيين تتطلب استجابة منسقة من جميع عناصر البعثة ذات الصلة، ويشجع [البعثة] على تعزيز التفاعل، تحت سلطة الممثل الخاص للأمين العام، بين عناصرها المدنية والعسكرية على جميع المستويات والجهات الفاعلة في المجال الإنساني، من أجل توحيد الخبرات في مجال حماية المدنيين.",1
"1635","ويتطلع المجلس إلى النظر في التقرير السنوي للأمين العام عن تنفيذ قراره 1820 (2008).",1
"1636","وعملا بمقرر المجلس 2011/137/CFSP، ولا سيما المادة 8 (2) منه، بالاقتران مع المادة 31 (2) من معاهدة الاتحاد الأوروبي، أُدرج في المرفقين الثاني والرابع للمقرر 2011/137/CFSP أشخاص وكيانات إضافية مدرجة في مرفق هذا المقرر.",0
"1637","وندين بشكل خاص أية محاولات لإجبار بعثة الأمم المتحدة للإدارة المؤقتة في كوسوفو على الدخول في أي نوع من أنواع ما يسمى بالحكم المشترك، فضلا عن أي تدخل في السلطات المحجوزة للممثل الخاص.",0
"1638","71 - وينبغي دعوة الدول الأعضاء، في جهودها الرامية إلى التعقب، إلى أن تستخدم، حسب الاقتضاء، نظام الإنتربول العالمي للاتصالات بالشرطة ""I-24/7"" ونظام الإنتربول لتعقب الأسلحة الإلكتروني.",1
"1639",":: الاجتماعات التشاورية التي عقدت مع العديد من الشركاء الذين اعترفوا بأهمية برنامج الاستثمار ذي الأولوية، وأعربوا عن التزامهم بدعم مجموعة البلدان الخمسة المطلة على الساحل فيما يتعلق بتمويل البرنامج وإنشاء الأمانة الدائمة، بما في ذلك البنك الدولي، ومصرف التنمية الأفريقي، والبنك الإسلامي للتنمية، والصناديق والمصارف العربية، والاتحاد الأوروبي، والأمم المتحدة، وقد أشاد هؤلاء الشركاء بطاقة مجموعة البلدان الخمسة الواقعة على الساحل والقيادة القوية لرؤساء الدول، كما يدل على ذلك نهجهم البارز في التعامل مع التحديات الرئيسية في منطقة الساحل، ولا سيما في مجالي الأمن والتنمية.",1
"1640","وإذ تؤكد من جديد التزام الدول الأعضاء بأن تقوم دون تأخير بتجميد الأموال وغيرها من الأصول المالية أو الموارد الاقتصادية للأشخاص الذين يرتكبون أعمالا إرهابية أو يحاولون ارتكابها أو يشاركون في ارتكابها أو يسهلون ارتكابها؛ وللكيانات التي يملكها أو يتحكم فيها بصورة مباشرة أو غير مباشرة هؤلاء الأشخاص؛ وللأشخاص والكيانات الذين يعملون باسم هؤلاء الأشخاص والكيانات أو بتوجيه منهم، بما في ذلك الأموال المستمدة من الممتلكات التي يمتلكها هؤلاء الأشخاص والأشخاص المرتبطون بهم والكيانات أو التي يتحكم فيها بصورة مباشرة أو غير مباشرة، أو المتأتية من تلك الممتلكات أو المتأتية منها،",1
"1641","16 - هل أدرجتم أسماء الأفراد المدرجين في القائمة في "" قائمتكم الحصرية "" الوطنية؟ يرجى إيجاز الخطوات المتخذة وأية مشاكل صودفت.",0
"1642","وتمثلت أهداف الاجتماع في بدء حوار مع القطاع الخاص؛ واكتساب فهم أفضل للتحديات التي يواجهها المجتمع المالي في تنفيذ نظام الجزاءات؛ وتحديد سبل لجعل الامتثال أكثر وضوحا وفعالية من حيث التكلفة وكفاءة، وتوليد أفكار من أجل التحسين.",1
"1643","وقد أجمع أعضاء المجلس على الإعراب عن قلقهم إزاء حالة عملية السلام، وأعربوا عن أملهم في أن يدفع الاجتماع المقبل لمجموعة أصدقاء الأمين العام إلى الأمام.",1
"1644","27 - وفقا للفقرة 13 من قرار مجلس الأمن 1822 (2008)، وبالتنسيق مع الدول المقدمة للأسماء، شرع الفريق في صياغة موجزات سردية لأسباب إدراج جميع الأسماء المدرجة في القائمة في القائمة.",1
"1645","وركز الاجتماع، الذي اشتركت في تنظيمه المديرية التنفيذية ومجلس أوروبا، على منع الإرهاب.",1
"1646","واسمحوا لي أن أقول إنه لو كنا قد استسلمنا، في ذلك الوقت، لكانت العواقب أسوأ بكثير بالنسبة لنا جميعا مما شهدناه خلال تلك الأيام المروعة من كانون الثاني/يناير 1999.",0
