"","en_ar_DEEP","MatConf"
"2035","وذكر الوزير أنه بمجرد أن تتلقى الحكومة معلومات عن وجود متمردين داخل قرية معينة، ""فإنها لم تعد منطقة مدنية، بل أصبحت هدفا عسكريا"".",1
"2036","ونحث إسرائيل على اتخاذ المزيد من الإجراءات لإزالة البؤر الاستيطانية المتقدمة وفقا لخارطة الطريق والتصدي للتهديد المتزايد الذي يشكله التطرف الاستيطاني.",0
"2037","الصورة 27: جرافيتي في جحر الديك: ""الدم = الحياة --> والحياة طيبة...""",0
"2038","8 أيار/مايو 2006 حادثة عنف في غلينو تعرض فيها ضباط من قوة الشرطة الوطنية الشرقية لهجوم.",1
"2039","44 - خلال الفترة المشمولة بالتقرير، ظلت الحالة الأمنية في شمال شرق جمهورية أفريقيا الوسطى تعاني من الصراع العرقي واللصوصية والجريمة عبر الحدود. وظلت هذه التهديدات تشكل التهديدات الرئيسية للأمن والاستقرار في منطقتي فاكاغا وهوت كوتو.",1
"2040","كان هناك الكثير من الناس لأنه كان يعتبر مكانًا آمنًا.",0
"2041","واستمرت الهجمات ضد المدنيين، بما في ذلك أعمال العنف الجنسي، على أيدي الجماعات المسلحة الأجنبية والكونغولية وبعض عناصر القوات المسلحة لجمهورية الكونغو الديمقراطية.",1
"2042","""ويؤكد مجلس الأمن أن الاستقرار والأمن يظلان عنصرين أساسيين في جهود إعادة البناء السياسي والاقتصادي التي تبذلها الحكومة الانتقالية والمجتمع الدولي.",0
"2043","ومن بين القضايا التي تم تحديدها: الافتقار إلى سياسة عقوبات واضحة ومحددة جيدًا، وعدم كفاية تدريب الموظفين، وإنشاء ثقافة فعالة للامتثال للعقوبات على مستوى المؤسسة، والكفاءة الشاملة لتقنيات الفحص.",1
"2044","إجراء ودعم عمليات تبادل منتظمة للمعلومات بين اللجنة ولجنة مجلس الأمن المعنية بالجزاءات المفروضة على حركة الطالبان وتنظيم القاعدة والأفراد والمنظمات المرتبطة بهما، المنشأة بموجب قرارات مجلس الأمن 1267 (1999) و 1333 (2000) و 1390 (2002)، ذو أهمية في الوقت المناسب.",0
"2045","وأعدت الحكومة وفريق الأمم المتحدة القطري، بمساهمة من البنك الدولي، كتيبا عن الأهداف يبين الوضع الحالي لتيمور - ليشتي ويحدد الآثار المترتبة على السياسة العامة لتحقيق الأهداف والمؤشرات.",0
"2046","وبعبارة أخرى، ينظر الضحايا إلى المهاجمين على أنهم أشخاص ينتمون إلى جماعة مختلفة ومعادية.",1
"2047","9. تحظر اللائحة 9 من اللوائح الليبية تقديم خدمة خاضعة للعقوبات إما غير مصرح بها من قبل الوزير وفقًا للائحة 10، أو لا يتم تقديمها فيما يتعلق بتوريد خاضع للعقوبات ومصرح به وفقًا للائحة 7.",0
"2048","ومع ذلك، لن يكون المنع فعالا إلا إذا توافرت لعمليات حفظ السلام الموارد التي تحتاجها لتنفيذ ولايتها.",0
"2049","2 - تحركت المجموعة الثانية المكونة من سبعة مفتشين من فندق القناة في الساعة 0900 ووصلت إلى محطة تنقية مياه الدورة التابعة لمصلحة ماء بغداد.",0
"2050","مذكرة من الأمين العام (S/2006/409).",0
"2051","واختارت الحكومة عدم تقديم تفاصيل عن الدور الذي تريد أن تلعبه البعثة في كاتانغا.",0
"2052","١٩ - وفي نهاية الفترة المشمولة بالتقرير، كان هناك ثلاثة أفراد مدرجين في قائمة جزاءات لجنة مجلس الأمن المنشأة عملا بالقرار 2140 (2014)، بعد أن تم تحديدهم في 7 تشرين الثاني/نوفمبر.",1
"2053","التعاون الدولي والإقليمي في منع يدعو جميع الدول الأعضاء، ولا سيما دول المنطقة، التي تعمل على المستوى الوطني أو من خلال المنظمات أو الترتيبات الإقليمية، من أجل ضمان التنفيذ الصارم لحظر الأسلحة المفروض بموجب [أحكام القرار ذي الصلة]، إلى تفتيش السفن والطائرات المتجهة إلى أو من [الدولة المتضررة] في أراضيها، بما في ذلك الموانئ البحرية والمطارات، وفي أعالي البحار، إذا كان لدى الدولة المعنية معلومات توفر أسباباً معقولة للاعتقاد بأن الشحنة تحتوي على أصناف محظور توريدها أو بيعها أو نقلها أو تصديرها بموجب [فقرة من القرار ذي الصلة] ...، بما في ذلك توفير أفراد المرتزقة المسلحين، ويدعو جميع الدول التي تحمل أعلام هذه السفن والطائرات إلى التعاون مع عمليات التفتيش هذه ويأذن للدول الأعضاء باستخدام جميع التدابير المتناسبة مع الظروف المحددة لإجراء عمليات التفتيش هذه",1
"2054","(ط) القتل على يد القوات الحكومية و/أو الميليشيات",1
"2055","ويشمل حظر الأسلحة ""الأسلحة والأعتدة ذات الصلة بجميع أنواعها، بما في ذلك الأسلحة والذخائر، والمركبات والمعدات العسكرية، والمعدات شبه العسكرية، وقطع الغيار لكل هذه الأسلحة"".",1
"2056","وسيجري مزيد من التخفيض في مكتب الشؤون السياسية، وإلغاء عدد من الوظائف الفنية الأخرى، مما يحقق تخفيضا قدره الثلث في الوظائف الفنية.",0
"2057","وفي الوقت نفسه، توسعت حركة المقاومة السرية في جميع أنحاء البلاد وأعيد تأسيس حركة شعبية. في 30 أغسطس 1999، صوت 78% من سكان تيمور الشرقية لصالح التحرر من الإدارة الإندونيسية في المشاورة الشعبية التي رعتها الأمم المتحدة.",1
"2058","كان هناك حوالي طائرتين أو ثلاث طائرات بيضاء وخضراء، حلقت على ارتفاع منخفض للغاية. وكانت طائرة بيضاء واحدة تهاجم.",1
"2059","وأطلق الجيش قذائف الهاون على المدنيين العزل.",1
