"","en_ar_DEEPL","VerCoop"
"1710","ومع ذلك، فإن أي تغييرات في الاتفاقات يجب أن تكون مقبولة للطرفين وأن تظل متسقة مع المبدأ القائل بضرورة أن تحافظ القوات العسكرية على الوضع الراهن خلال وقف إطلاق النار وأن يُسمح للمراقبين العسكريين التابعين للبعثة بممارسة حرية الحركة الكاملة، وفقاً للمبادئ الأساسية لحفظ السلام.",1
"1711","ويرى الأمين العام أن وثائق التفويض هذه سليمة.",0
"1712","وفي ختام هذه الجولة الرابعة من المحادثات، كرر الطرفان التزامهما بمواصلة المفاوضات في مانهاست في موعد يتم تحديده بالاتفاق المشترك.",1
"1713","يقع المقر الرئيسي لكل من المنظمات المدنية والعسكرية في كيسمايو، وينتشر ممثلوها في جميع أنحاء المنطقة.",0
"1714","62. ويوصى بمشاركة أقوى من جانب الأمم المتحدة لمعالجة الأسباب الجذرية للنزاع، بما في ذلك عن طريق دعم مبادرات إدارة الموارد الطبيعية وآليات منع نشوب النزاعات وحلها.",1
"1715","وفي 12 شباط/فبراير 2013، عقد مجلس الأمن مناقشة مفتوحة بشأن حماية المدنيين في النزاعات المسلحة، تناولت التحديات الأساسية الخمسة التي حددها الأمين العام. وفي 17 تموز/يوليه 2013، ناقش مجلس الأمن، في مناقشة مفتوحة أيضا، مسألة حماية الصحفيين.",1
"1716","ومع ذلك، فإن المعلومات المتوفرة لا تقدم صورة واضحة عن تنفيذ تدابير أمن الطيران أو الأمن البحري أو أمن الشحن، أو الضوابط الحدودية أو برامج الإنفاذ المعمول بها لضمان عدم وقوع الأسلحة الصغيرة في أيدي أفراد غير مصرح لهم.",0
"1717","وينظر المجلس في إمكانية الاستعانة باللجنة الدولية لتقصي الحقائق المنشأة وفقاً للمادة 90 من البروتوكول الإضافي الأول لاتفاقيات جنيف.",1
"1718","""ويؤكد مجلس الأمن من جديد كذلك ضرورة مكافحة الأخطار التي تهدد السلام والأمن الدوليين الناجمة عن الأعمال الإرهابية بجميع الوسائل، وفقا لميثاق الأمم المتحدة.",1
"1719","ويذكّر مجلس الأمن بالتزامات الدول باحترام وضمان احترام القانون الإنساني الدولي، بما في ذلك اتفاقيات جنيف الأربع، ويؤكد على مسؤوليتها في وضع حد للإفلات من العقاب ومحاكمة المسؤولين عن الإبادة الجماعية والجرائم ضد الإنسانية والانتهاكات الجسيمة للقانون الإنساني.",1
"1720","وقد ازدادت صفوف مقدمي الالتماس والمتعاطفين معهم بشكل ملحوظ، ابتداءً من اليوم الثاني للاحتجاج فصاعدًا، بوصول أطراف ثالثة، لا سيما أعضاء المجموعة المعروفة باسم ""كوليماو 2000"".",1
"1721","وتسعى اللجنة جاهدة لضمان أن تكون القائمة الموحدة ديناميكية ومستجيبة للتهديد المتطور الذي يشكله تنظيم القاعدة وحركة طالبان.",1
"1722","تم تسليم جميع الأدلة الملموسة التي تم العثور عليها في الموقع في وقت لاحق إلى قوى الأمن الداخلي (اللواء هشام عوار) وعلى حد علم اللواء عازار كان هناك بعض الشظايا المعدنية ومدفع.",0
"1723","31. ولم يتسن التحقق بشكل مستقل من الادعاءات المتعلقة بوجود متظاهرين مسلحين وعناصر من الجماعات المتمردة المستعدة لمهاجمة قوات الأمن أو الإطاحة بالرئيس، حيث لم تتلق اللجنة أي دليل موثوق أو قاطع في هذا الشأن.",0
"1724","عمليات الجيش اليوغوسلافي/الشرطة الخاصة بدعم مدفعي في منطقة ديكاني.",0
"1725","كما يؤكد مجلس الأمن من جديد دعمه للممثل الخاص للأمين العام، السيد أحمدو ولد عبد الله، لما يبذله من جهود من أجل دفع العملية السياسية في الصومال.",1
"1726","يقر بأنه على الرغم من التقدم المحرز في مجال المساواة بين الجنسين، فإن تعزيز الجهود، بما في ذلك الجهود المبذولة بشأن أهداف قابلة للقياس وعملية المنحى، ضروري لتأمين حقوق النساء والفتيات وضمان حماية جميع النساء والفتيات في [البلد المتضرر] من العنف والإيذاء، وتمتعهن بالحماية المتساوية بموجب القانون والمساواة في الوصول إلى العدالة، ويدين بشدة التمييز والعنف ضد النساء والفتيات ولا سيما العنف الذي يهدف إلى منع الفتيات من الالتحاق بالمدارس، ويشدد على أهمية تنفيذ قرارات مجلس الأمن 1325 (2000) و 1820 (2008) و 1888 (2009) و 1889 (2009) و 1960 (2010)، ويلاحظ الالتزامات الواردة فيها بتعميم مراعاة المنظور الجنساني، وضمان تمكين النساء الهاربات من العنف المنزلي من إيجاد ملاذ آمن ومأمون;",1
"1727","o في 5 تشرين الثاني/نوفمبر 2014، استهدفت قوات النظام مدرسة حزرما الابتدائية في ريف دمشق، مما أدى إلى إصابة طفل بجروح.",0
"1728","واستجابة لذلك، أنشأت إدارة العدل التابعة لبعثة الأمم المتحدة للإدارة المؤقتة في كوسوفو فريق عمل مشترك مع ركيزة بناء المؤسسات لدراسة التقرير ووضع سبل تنفيذ توصياته.",1
