"","en_ar_GOOGLE","MatCoop"
"1241","وفي 19 تشرين الثاني/نوفمبر، اعتمد المجلس بيانا رئاسيا (S/PRST/2014/23) يحدد الخطوات العملية للتنفيذ الفعال للقرارين 2170 (2014) و 2178 (2014). وعلى وجه التحديد، تضمن البيان الرئاسي خطوات نحو تحسين تبادل المعلومات بين الدول لمنع سفر الإرهابيين وتجنيدهم وتمويلهم. وحددت مصادر التمويل الناشئة لتنظيم داعش وجبهة النصرة، الأمر الذي يتطلب المزيد من اليقظة من جانب الدول الأعضاء لضمان التقيد بالالتزامات الدولية. كما حددت استراتيجيات فعالة وتعزيز التعاون لوقف انتشار التطرف العنيف في المجتمعات المحلية، بهدف تحسين وضع الأمم المتحدة لمعالجة أسباب الإرهاب والتطرف العنيف، من خلال (أ) تعزيز التنسيق بين الدول، (ب) تقديم المساعدة بناء القدرات بشكل أكثر فعالية، (ج) تحسين التنسيق بين كيانات الأمم المتحدة المعنية بمكافحة الإرهاب والبعثات الميدانية، (د) تعزيز جهود الدول الأعضاء والأمم المتحدة، بما في ذلك اتصالاتها الاستراتيجية، لمكافحة الأيديولوجيات المتطرفة العنيفة التي تفضي إلى إرهاب.",1
"1242","وقرر المجلس كذلك إجراء مراجعة خلال ثلاثة وستة أشهر لمعرفة ما إذا كانت الظروف على الأرض يمكن أن تسمح بخفض عدد قوات حفظ السلام العسكرية إلى 6000 جندي.",1
"1243","11 - قدم الفريق العامل 3 التابع لفريق الاتصال المعني بالقرصنة قبالة سواحل الصومال مبادئ توجيهية مؤقتة بشأن التدابير المتعلقة برفاهية البحارة وأسرهم المتضررين من القرصنة قبالة سواحل الصومال إلى المنظمة البحرية الدولية حتى يمكن استخدامها كإطار مرجعي. في التعامل مع رفاهية البحارة المتضررين من القرصنة في أجزاء أخرى من العالم.",1
"1244","ويجب على الفلسطينيين والدول العربية أن يمنحوا إسرائيل الضمانات الضرورية والموثوقة لأمنها كدولة.",0
"1245","المستشار بول إيكورونغ آ دونغ (الكاميرون)",0
"1246","ومن المهم أن بعض الدول بدأت مؤخرًا في مراجعة حالات الطوارئ أو أنهتها.",1
"1247","13 - فيما يتعلق بتوصية فريق الرصد بشأن دفع الفدية للكيانات المدرجة في القائمة (الفقرة 60)، تود اللجنة الإشارة إلى الفقرة 5 من القرار 1904 (2009)، التي أكد فيها المجلس أن المتطلبات المنصوص عليها في الفقرة 1 (أ) ينطبق القرار نفسه أيضا على دفع الفدية للأفراد أو الجماعات أو المؤسسات أو الكيانات المدرجة في القائمة الموحدة.",1
"1248","التي رفعها مجلس الأمن وعلى المسرح الذي وصل إليه نظرهم",0
"1249",":: تقارير الأمين العام: عن سلامة وأمن العاملين في مجال تقديم المساعدة الإنسانية وحماية موظفي الأمم المتحدة (A/68/489)، وعن حماية المدنيين في النزاعات المسلحة (على سبيل المثال، S/2013/689)، والتقارير ذات الصلة تقارير عن ولايات مجلس الأمن (على سبيل المثال، تقرير الأمين العام عن الصومال (S/2014/140)).",0
"1250","58 - توفر القوات الجديدة المقاتلين يوميا لتأمين المنطقة المحيطة بحفر الماس.",1
"1251","وفي حين لم يبلغ أي من القرويين فريق التحقيق التابع للعملية المختلطة عن أي حالات اغتصاب، إلا أن القوات المسلحة السودانية وأفراد المخابرات العسكرية كانوا في الواقع حاضرين في القرية أثناء التحقيق الذي أجرته العملية المختلطة.",1
"1252","وتم إغلاق المدارس التي رفضت التسجيل أو التي لها صلات بمنظمات إرهابية محظورة.",1
"1253","55 - ولتحسين دعمها اللوجستي للوحدات والشرطة المنتشرة في أصعب البيئات في مالي، قامت البعثة بتعيين موظفين للدعم المدني لتسهيل التخطيط اللوجستي وإعداد التقارير لبعض الوحدات العسكرية المنتشرة في كيدال وتيساليت.",1
"1254","7 - أدى بوشبا كمال داهال &quot;براتشاندا&quot; اليمين كرئيس للوزراء في 18 آب/أغسطس.",0
"1255","وكان من الممكن أن يسمح اتباع نهج أكثر تنسيقا باستخدام الموارد الجماعية لمكتب الأمم المتحدة في تيمور - ليشتي بشكل أكبر في التدخل. خامساً: تدابير المساءلة",1
"1256","الحالة في غينيا - بيساو (6 تشرين الثاني/نوفمبر 1998؛ 23 تشرين الثاني/نوفمبر 2010)",0
"1257","78 - وفي 12 و 13 شباط/فبراير، نظمت بعثة الأمم المتحدة لتقديم المساعدة إلى الصومال، وانضم إليها مكتب الأمم المتحدة لدعم بعثة الاتحاد الأفريقي في الصومال وبرنامج الأمم المتحدة الإنمائي ومكتب الأمم المتحدة لدى الاتحاد الأفريقي، معتكفا مع الاتحاد الأفريقي وبعثة الاتحاد الأفريقي بالقرب من أديس أبابا.",0
"1258","أنتوني أوهيمنغ بواما، مستشار البرامج القطرية، قسم غرب أفريقيا، نيويورك",0
"1259","وتجدر الإشارة إلى أنه بعد أن نفى السيد بيمبا في البداية هذه الاتهامات باعتبارها حملة افتراء نظمها أعداؤه، اعترف بصحة التهم ووعد بمحاكمة المشتبه في ارتكابهم الجرائم.",0
"1260","163 - ويمكن اعتبار اعتماد النظام الأساسي للمحكمة الجنائية الدولية، الذي أعقبه النظام الأساسي للمحكمة الخاصة لسيراليون، تتويجا لعملية وضع القوانين التي أدت في غضون بضع سنوات إلى بلورة كلا النظامين. مجموعة من القواعد العرفية التي تحكم النزاعات المسلحة الداخلية وتجريم الانتهاكات الجسيمة لهذه القواعد، بمعنى أن المسؤولية الجنائية الفردية قد تنشأ عن الانتهاكات الجسيمة لتلك القواعد.",1
"1261","إضافة المرسومين الرئاسيين رقم 06-117 و06-118 المؤرخين 11 أبريل 2005.",0
"1262","2. الوضع في الشرق الأوسط",0
"1263","وفي هذا السياق، يذكر الاتحاد الأوروبي إسرائيل بالتزامها بضمان الوصول الكامل والآمن للمنظمات الإنسانية، بما في ذلك وكالة الأمم المتحدة لإغاثة وتشغيل اللاجئين الفلسطينيين في الشرق الأدنى (الأونروا).",0
"1264","42 - وفقا للتكليف الصادر بموجب القرار 2083 (2012)، قدم فريق الرصد تقارير إلى اللجنة في تموز/يوليه وكانون الأول/ديسمبر 2013، قدم فيها توصيات بشأن كيفية تحسين نظام الجزاءات وتعزيز أثر الجزاءات، مع تقييم التهديد. من تنظيم القاعدة والجماعات التابعة له وتحديثات عن أنشطة الفريق.",1
