"","en_ar_DEEPL","MatCoop"
"1443","ومع ذلك، لا يزال يُشار إلى هذه القوات العسكرية الروسية على أنها قوات حفظ سلام أو ""الخوذ الزرقاء""، حيث أن عملية حل النزاع في المنطقة بشكل عام في إطار عملية سلام تقودها الأمم المتحدة.",1
"1444","المهام الموكلة للعملية الدولية بقيادة أفريقية",0
"1445","بعد المعركة الثانية للسيطرة على بيدوا، تلقى حبساده مرة أخرى دعمًا لوجستيًا من حلفائه في مقديشو.",1
"1446","كما تم الترحيب بعقد أول جلسة مفتوحة لمجلس السلم والأمن حول الأطفال المتأثرين بالنزاعات المسلحة واقتراحه بتعيين مبعوث خاص للاتحاد الأفريقي للأطفال في أفريقيا.",0
"1447","وستُستخدم الأموال المتبقية لدعم تدابير التخفيف الإضافية، بما في ذلك التدريب السابق للنشر وإنشاء أنظمة المراقبة والإنذار، بما في ذلك فرق الكلاب البوليسية في مخيمات بعثة الأمم المتحدة المتكاملة المتعددة الأبعاد لتحقيق الاستقرار في مالي.",1
"1448","منع وإنهاء تجنيد الأطفال الجنود الأطفال في انتهاك للقانون الدولي.",1
"1449","وتؤدي اللجنة، من خلال الاحتفاظ بقائمتها الموحدة للأفراد والكيانات المرتبطين بتنظيم القاعدة وحركة طالبان وتحديثها وتحسينها، ومن خلال الرصد الفعال لتنفيذ الدول الأعضاء للجزاءات التي تستهدف الأفراد والكيانات المدرجة أسماؤهم في القائمة، دورا حاسما في جهود الأمم المتحدة لمكافحة الإرهاب.",1
"1450","تكاليف الإجلاء (12,589,164 ريال سعودي)",0
"1451","لا يجوز إجبار المشتبه فيه الذي يستجوبه المدعي العام على تجريم نفسه أو الاعتراف بالذنب.",0
"1452","وينص مشروع القانون، الذي سيُعرض على البرلمان، على تخصيص نسبة لا تقل عن 30% من المقاعد في البرلمان للنساء، وتخصيص دائرة واحدة في كل دائرة انتخابية على مستوى المجالس المحلية للمرشحات من النساء، وتخصيص الأحزاب السياسية مقاعد ""آمنة"" للمرشحات.",1
"1453","19. يطلب إلى فريق الخبراء أن يواصل تنسيق أنشطته، حسب الاقتضاء، مع عمليات العملية المختلطة للاتحاد الأفريقي والأمم المتحدة في دارفور ومع الجهود الدولية الرامية إلى تعزيز العملية السياسية في دارفور، وأن يقيّم في تقريريه المؤقت والنهائي التقدم المحرز نحو الحد من انتهاكات جميع الأطراف للتدابير المفروضة بموجب الفقرتين 7 و 8 من القرار 1556 (2005) والفقرة 7 من القرار 1591 (2005) والفقرة 10 من القرار 1945 (2010)، والتقدم المحرز نحو إزالة العقبات التي تعترض العملية السياسية، والتهديدات التي تواجه الاستقرار في دارفور والمنطقة; انتهاكات القانون الإنساني الدولي أو انتهاكات أو تجاوزات حقوق الإنسان، بما في ذلك الاعتداءات على السكان المدنيين، والعنف الجنسي والعنف القائم على أساس نوع الجنس والانتهاكات والتجاوزات الجسيمة المرتكبة ضد الأطفال، وغير ذلك من الانتهاكات للقرارات المذكورة أعلاه، وتزويد اللجنة بمعلومات عن الأفراد والكيانات الذين تنطبق عليهم معايير الإدراج في الفقرة 3 (ج) من القرار 1591;",1
"1454","نشر شرطة مدنية دولية مؤهلة ومدربة تدريبا جيدا كعنصر من عناصر عمليات حفظ السلام، لتعزيز قدرة الأمم المتحدة ومساعدة الدولة المضيفة في مجال إنفاذ القانون. (المرجع السابق)",1
"1455","(و) تتلقى اللجنة، في اضطلاعها بولايتها، المساعدة من المديرية التنفيذية للجنة مكافحة الإرهاب، في إطار التوجيهات المتعلقة بالسياسات الصادرة عن الاجتماع العام.",1
"1456","واعتمد المجلس أيضا بيانا رئاسيا (S/PRST/2011/17)، شدد فيه على ضرورة تحسين الاتصالات بينه وبين البلدان المساهمة بقوات عسكرية والبلدان المساهمة بقوات عسكرية ووحدات شرطة والأمانة العامة للأمم المتحدة وغيرها من الجهات المعنية من أجل تعزيز روح الشراكة والتعاون والثقة والثقة المتبادلة وكفالة استفادة المجلس من آراء العاملين في الميدان عند اتخاذ قراراته بشأن ولايات حفظ السلام.",1
"1457","وتوصل رئيس الوزراء السنيورة إلى اتفاق مع أعضاء الوفد الثاني، الذي كان يتألف من الجماعات الفلسطينية المسلحة التي تتخذ من دمشق مقرا لها، على إنشاء لجنة متابعة لمناقشة جميع القضايا، بما في ذلك مسألة السلاح. وفي 13 تشرين الأول/أكتوبر، قرر مجلس الوزراء اللبناني، بعد أن وافق بالإجماع على موقف رئيس الوزراء، إنشاء هذه اللجنة، بهدف حل مسألة السلاح الفلسطيني داخل المخيمات عن طريق الحوار.",1
"1458","مكتب التراخيص، وزارة الاقتصاد والتجارة الخارجية",0
"1459","وتضع هذه التحديات مجتمعةً ضغوطاً سياسية على الحكومات ولها تأثير مباشر وخطير على السلام والأمن والاستقرار في البلدان المعنية.",0
"1460","5. وعﻻوة على ذلك، يُذكر مع اﻻحترام أن هناك طرقا أخرى أسرع وأبسط تكفل حصول ضحايا اﻷعمال اﻹجرامية في رواندا على تعويض عادل.",1
