"","en_ar_DEEPL","VerConf"
"887","ونظراً للطابع الاستعجالي للتحقيق، أرسلنا برقية رقم 2065 بتاريخ 14 شباط/فبراير 2005 إلى قيادة وحدة الشرطة الإقليمية وإلى قادة وحدات الشرطة طلبنا فيها إجراء جميع التحقيقات اللازمة في إطار اختصاص كل وحدة فيما يتعلق بالجثث التي تم نقلها إلى المستشفيات في كل منطقة، وذلك للسماح لأقاربهم بالتعرف عليهم وإبلاغي بذلك على النحو الواجب، مما يمكنني من الحصول على موافقة السلطات المعنية لإعادة تلك الجثث إلى ذويهم.",0
"888","""يعرب مجلس الأمن عن قلقه العميق إزاء التوترات في ولايتي النيل الأزرق وجنوب كردفان.",1
"889","كانت هناك أخبار أفضل على صعيد التوظيف، حيث انخفض معدل البطالة بنسبة 6% تقريبًا مقارنة بالعام الماضي.",0
"890","ومع ذلك، فإن الوضع داخل كوسوفو اليوم لا يزال يثير قلقنا.",1
"891","ومن المتوقع أن يتم الانتهاء من ترتيب بهذا الشأن هذا الشهر.",0
"892",":: تسليط الضوء على الممارسات الجيدة في التصدي للمخاطر المحددة والاستجابة لاحتياجات وقدرات وأولويات النساء والفتيات اللاجئات والنازحات داخلياً وعديمات الجنسية أثناء الفرار وأثناء النزوح وعند العودة، بما في ذلك الاحتياجات الخاصة لمختلف فئات النساء والفتيات اللاتي يتعرضن لأشكال متعددة ومتقاطعة من التمييز، وذلك بالتشاور مع منظمات المجتمع المدني المحلية والنساء والفتيات أنفسهن",0
"893","إنهم يتعرضون لضغوط حقيقية من المجتمع الدولي وأي تواصل ثنائي الاتجاه يعرض أمنهم للخطر.",1
"894","وقد أسفرت عملية المراجعة عن تأكيد إدراج جميع الأفراد الذين لم يدرجوا في القائمة على هذا الأساس فقط، وإن لم يكن ذلك على هذا الأساس فقط، بل إنهم معروفون في المقام الأول بدورهم في تقديم التبرير الأيديولوجي للعنف المرتبط بتنظيم القاعدة إلى المجندين الجدد أو إلى جمهور أوسع. هذا على الرغم من أن تدابير الجزاءات نفسها ليس لها تأثير يذكر، إن كان لها أي تأثير على الإطلاق، على أداتهم الرئيسية: القدرة على التواصل والإقناع عبر الإنترنت.",1
"895","وإذ يثني على التقدم الذي أحرزته حتى الآن لجنة مكافحة الإرهاب التي أنشأها مجلس الأمن بموجب الفقرة 6 من القرار 1373 (2001) متصرفة بموجب الفصل السابع من الميثاق في الاضطلاع بمسؤوليتها الهامة عن رصد تنفيذ ذلك القرار،",1
"896","وأعربت المفوضة السامية عن قلقها إزاء استمرار الانتهاكات الواسعة النطاق وثقافة الإفلات من العقاب السائدة في جميع أنحاء البلاد، ولا سيما في منطقة الثقة، وتآكل سيادة القانون داخل المناطق التي تسيطر عليها الحكومة والقوات الجديدة.",1
"897","رابعا - Dredging International N.V. 43 - 58 19",0
"898","61. وتتباين درجة حضور مؤسسات الدولة والشرطة والجيش الوطني في هذه المناطق تبايناً كبيراً.",0
"899","وبالإضافة إلى ذلك، أبلغ العديد من الضحايا اللجنة أنهم لا يثقون كثيراً في نزاهة نظام العدالة السوداني وقدرته على تقديم مرتكبي الجرائم الخطيرة التي ارتكبت في دارفور إلى العدالة.",1
"900","وإذ يشير إلى قراره 2133 (2014) وإلى نشر المنتدى العالمي لمكافحة الإرهاب ""مذكرة الجزائر بشأن الممارسات الجيدة لمنع أعمال الاختطاف للحصول على فدية من جانب الإرهابيين وحرمانهم من الاستفادة منها""، وإذ يدين بشدة حوادث الاختطاف وأخذ الرهائن التي ترتكبها الجماعات الإرهابية لأي غرض من الأغراض، بما في ذلك بهدف جمع الأموال أو الحصول على تنازلات سياسية وإذ يعرب عن تصميمه على منع أعمال الاختطاف وأخذ الرهائن التي ترتكبها الجماعات الإرهابية وتأمين الإفراج الآمن عن الرهائن دون دفع فدية أو تقديم تنازلات سياسية، وفقا للقانون الدولي الساري، وإذ يدعو جميع الدول الأعضاء إلى منع الإرهابيين من الاستفادة بشكل مباشر أو غير مباشر من دفع الفدية أو من التنازلات السياسية وتأمين الإفراج الآمن عن الرهائن، وإذ يؤكد من جديد ضرورة أن تتعاون جميع الدول الأعضاء تعاونا وثيقا خلال حوادث الاختطاف وأخذ الرهائن التي ترتكبها الجماعات الإرهابية",1
"901","""ويشير مجلس الأمن إلى أن مذكرات التوقيف الصادرة عن المحكمة الجنائية الدولية بحق جوزيف كوني وأوكوت أوديامبو ودومينيك أونغوين بتهم من بينها ارتكاب جرائم حرب وجرائم ضد الإنسانية، بما في ذلك القتل والاغتصاب وتجنيد الأطفال عن طريق الاختطاف، لم تنفذ بعد، ويدعو جميع الدول إلى التعاون مع السلطات الأوغندية والمحكمة الجنائية الدولية من أجل تنفيذ تلك المذكرات وتقديم المسؤولين عن الفظائع إلى العدالة.",0
"902","القرار رقم 1481 الصادر عن مجلس وزراء جمهورية بيلاروس في 24 تشرين الأول/أكتوبر 2002 ""بشأن برنامج الدولة لمبيدات الآفات للفترة 2003-2006 والسنوات اللاحقة"".",0
