"es_en_TRANSOFMERS"	"MatConf"
"However, this is not an easy task, inter alia, because national agencies traditionally involved in the fight against terrorism (such as police, immigration and customs services and intelligence services) are not necessarily responsible for policies aimed at countering the appeal of extremist and hate-based ideologies."	1
"The most recent information indicates that 35 internally displaced persons were killed as a result of violence, 10 were injured and more than 4,000 displaced persons and villagers were forced to flee."	1
"However, despite the increased presence in the area, the hazelnut harvesting season led to an upsurge in criminal activities, including 3 shootings, 1 murder, 4 abductions and 40 armed robberies."	1
"The European Union hopes that the agreement can be negotiated before the end of 2005, but insists that police reform is a precondition for reaching an agreement."	0
"The main security concerns relate to criminal activities and factional fighting."	1
"Five people are killed and 10 seriously injured."	1
"A large number of occupants do not pay rent, including international organizations (OSCE, KFOR and others)."	0
"In addition, MINUSTAH documented the deaths of children in Cit̩ Soleil and other poor districts as a result of gang shootings with the Haitian National Police and the continued use of sexual violence against children."	1
"The extent to which State institutions, the police and the national army are present and functioning in these areas varies considerably."	1
"5. Urges all States, by enacting legislation or through administrative measures, as appropriate, to continue to take urgent measures to enforce and strengthen the measures provided for in their domestic laws or regulations against their nationals and other persons or entities operating in their territory, in order to prevent and punish non-compliance with the measures referred to in paragraph 1 of the present resolution, and to inform the Committee of the adoption of such measures, and invites States to inform the Committee of the results of all related investigations or enforcement measures, unless this prejudices investigations or enforcement measures;"	0
"The Executive Committees on Peace and Security and Humanitarian Affairs were established by the Secretary-General to provide senior management with a forum to discuss and formulate strategies to prevent and respond to armed conflict and humanitarian emergencies."	0
"Operative paragraph 7: through a combination of the United Nations Act, the Import and Export Regulation Act and the Shipping Act;"	0
"Special attention should be paid to the large number of elections scheduled for 2013 in the region, which, while a positive development, could also exacerbate tensions and intensify violence and instability."	1
