"","ar_en_DEEPL","MatConf"
"2355","It is neither wise nor appropriate to allow Eritrea to think that its attempt to blackmail the Security Council by taking UNMEE personnel hostage will succeed.",1
"2356","107. Journalists in C̫te d'Ivoire, especially those close to opposition parties, are subjected to violence, pressure and death threats.",1
"2357","While in early 2003 very few countries in Africa had ratified at least four of the 12 then-existing international legal instruments against terrorism, most countries have now ratified the majority of them.",1
"2358",":: Preparation of 11,000 polling sites, including transportation of sensitive election materials: Preparation of 11,000 voting sites, including transportation of shipments of sensitive and non-sensitive election materials to the sites",0
"2359","(b) Achieving a rapid transition period to reconstruction and rehabilitation.",0
"2360","87. This hybrid control of the Somali maritime environment has created or strengthened three important sources of revenue for local administrations: (a) the export of a range of commodities from Somalia, including large commercial quantities of charcoal; (b) unrestricted access to Somali marine resources and fisheries by foreign fishing vessels; and (c) widespread incidents of piracy.",1
"2361","In two of them, the motives could not be proven, while the third was deemed criminal in nature.",1
"2362","Protecting and preserving the marine environment",0
"2363","5. Requests the SecretaryGeneral, pursuant to paragraph 6 of resolution 1980 (2011), to keep it informed in the final report referred to in paragraph 2 above by June 30, 2011, as well as in his future relevant reports on UNOCI and UNMIL, of developments, measures taken and efforts made in the coordination of UNOCI and UNMIL to assist the Governments of C̫te d'Ivoire and Liberia to control their respective borders and surrounding areas their borders and surrounding areas, including by providing him with information on how movable assets contribute to this effort, paying particular attention to any cross-border movements of combatants or arms transfers, and in this regard encourages UNOCI and UNMIL, within their mandates and within their capabilities and areas of deployment, to jointly assist the Governments of C̫te d'Ivoire and Liberia in disarming those who jeopardize national reconciliation and peace consolidation.",0
"2364","Eyewitnesses were unable to determine who actually fired at them: Parallel forces, police or gendarmes.",1
"2365","429. The Government further cited three cases of accidental shelling. It stated that it had compensated the victims of the villages of Habila, Um Jozin and Tolu.",1
