"","en_es_DEEP","VerCoop"
"1721","El Equipo también ha mantenido conversaciones frecuentes con el grupo de expertos establecido para apoyar al Comité establecido en virtud de la resolución 1540 (2004) para garantizar que exista una sinergia adecuada entre la labor del Equipo sobre el embargo de armas y la labor de los 1540 expertos sobre la no proliferación. de armas de destrucción masiva a agentes no estatales.",1
"1722","Si bien se espera que las medidas descritas en este informe mejoren la capacidad de la Misión para monitorear el cumplimiento del acuerdo, sigue siendo responsabilidad de las partes garantizar que sus fuerzas militares y de seguridad no cometan violaciones.",1
"1723","Se espera que un acuerdo a tal efecto se concrete este mes.",0
"1724","7. Por supuesto, las Naciones Unidas no tienen el monopolio de la mediación.",0
"1725","El Consejo de Seguridad también acoge con beneplácito las recientes mejoras introducidas en los procedimientos del Comité establecido en virtud de las resoluciones 1267 (1999) y 1989 (2011), en particular en lo que respecta a la eficaz y valiosa labor de la Oficina del Ombudsman establecida en virtud de la resolución 1904 (2009). .",1
"1726","También será necesaria la asistencia de donantes bilaterales para permitir una respuesta significativa a las amenazas a la seguridad que plantean los flujos de drogas y armas.",1
"1727","Vicepresidentes: Portugal y Sudáfrica",0
"1728","Es necesaria una aplicación más eficaz de la resolución 1624 (2005), que fomenta el diálogo y el entendimiento entre religiones y culturas a fin de contrarrestar la incitación a actos terroristas motivados por el extremismo y la intolerancia.",1
"1729","Informes recientes sobre excombatientes que murieron de enfermedades y hambre en el campamento de Kotakoli subrayan la necesidad de que el Gobierno proporcione los recursos necesarios para abordar las malas condiciones en los lugares previos al desarme, la desmovilización y la reintegración, incluso poniendo a disposición los 10 millones de dólares prometidos contribución al nuevo plan.",0
"1730","Reiterando la obligación de los Estados Miembros de prevenir y reprimir la financiación de actos terroristas y tipificar como delito la provisión o recaudación intencional, por cualquier medio, directa o indirectamente, de fondos por parte de sus nacionales o en sus territorios con la intención de que los fondos sean utilizados , o sabiendo que van a ser utilizados, para llevar a cabo actos terroristas,",1
"1731","105. Éstos son algunos ejemplos, entre múltiples testimonios y pruebas materiales, que confirman a la Comisión que, en la práctica, el término Janjaweed se utiliza indistintamente con otros términos utilizados para describir a las milicias que trabajan con el Gobierno.",0
"1732","También es importante reconocer que más de la mitad de los refugiados y desplazados internos no viven en campamentos. Por lo tanto, el debate también abordará los roles de liderazgo de las mujeres en entornos distintos de los campamentos, donde tanto llegar a los desplazados internos y refugiados como brindar servicios plantean desafíos adicionales.",1
"1733","11. Solicita al Secretario General que incluya en su próximo informe una evaluación integral de los programas DDR y DDRRR de la MONUC y que, en estrecha coordinación con su Enviado Especial para la región de los Grandes Lagos, haga recomendaciones sobre los posibles ajustes necesarios para aumentar su eficacia, la dotación de recursos y coordinación con el componente militar de la MONUC;",1
"1734","Además de renovar la esperanza para el pueblo de la República, estos cambios han brindado a la UNMIK una nueva oportunidad para mejorar sus consultas con las autoridades federales y entablar un diálogo constructivo sobre cuestiones de interés mutuo.",1
"1735","Que se celebrará el miércoles 17 de mayo de 2000, a las 10.00 horas",0
"1736","En este caso, complete la PÁGINA 2",0
"1737",":: Prohibir la apertura u operación de cuentas con nombres falsos, ficticios o incorrectos;",0
"1738","Pago o socorro a terceros: 9.785.464 dólares de los EE.UU.",0
"1739","Al 1 de febrero los peticionarios no habían recibido respuesta. El 3 de febrero los peticionarios abandonaron sus cuarteles, dejando atrás sus armas. Se reunieron en Dili y solicitaron una entrevista con el Presidente el 7 de febrero.",0
"1740","Durante sus visitas, el Equipo se reunió tanto con los órganos nacionales responsables de la supervisión del régimen de sanciones como con los más comprometidos en hacer frente a la amenaza de los talibanes y Al-Qaida sobre el terreno.",1
"1741","""El Consejo de Seguridad reitera su pleno apoyo a la fuerza multinacional de la CEMAC y pide que continúe la reestructuración de las fuerzas de defensa y de seguridad de la República Centroafricana.",1
"1742","Mayor representación de las mujeres en los órganos relacionados con los programas. D.3. Proporcionar capacitación sistemática a todas las categorías de personal humanitario en cuestiones de género. Crear conciencia y desarrollar capacidades sobre análisis de género y herramientas participativas del personal humanitario y los socios que trabajan en programas y proyectos de emergencia y rehabilitación.",0
"1743","15. De conformidad con la resolución 2129 (2013), el Comité, con la asistencia de la Dirección Ejecutiva, seguirá trabajando en estrecha colaboración con los Estados Miembros, incluso durante las visitas a los países, en la elaboración de estrategias amplias e integradas de lucha contra el terrorismo y en la identificación de prácticas disponibles. elementos y buenos estándares.",1
"1744","Fecha de nacimiento: 27 de enero de 1959",0
"1745","Les hacemos un llamamiento urgente para que aumenten su apoyo a las iniciativas colectivas que nuestros Estados adoptarán, en el marco del Proceso de Nuakchot, para hacer frente a la amenaza que el terrorismo, el extremismo violento y la delincuencia organizada transnacional representan para la paz y la seguridad internacionales.",0
"1746","Las cinco personas en cuestión son las mencionadas en el anexo II de la resolución 1803 (2008).",0
"1747","En la resolución 1820 (2008), el Consejo alienta al Secretario General a que, en consulta con las mujeres y las organizaciones dirigidas por mujeres, elabore mecanismos eficaces para proteger a las mujeres y las niñas en los campamentos de refugiados y desplazados internos y sus alrededores, en particular de la violencia sexual y otras formas de violencia de género.",1
"1748","En la 5798ª sesión del Consejo de Seguridad, celebrada el 11 de diciembre de 2007, en relación con el examen por el Consejo del tema titulado ""Amenazas a la paz y la seguridad internacionales causadas por actos terroristas"", el Presidente del Consejo de Seguridad formuló la siguiente declaración en nombre del Consejo:",1
"1749","Este acuerdo se basaba en la observancia de los dos Acuerdos en su totalidad.",0
"1750","La modificación de la Ley nº 61/1996 (Ley nº 284/2004, de 8 de abril de 2004, en vigor a partir del 1 de septiembre de 2004 - nueva Ley contra el blanqueo de capitales) prevé que la UAF podrá intercambiar información con autoridades extranjeras que tengan la misma competencia, ya sea en el ámbito determinado por un tratado internacional o sobre la base de la reciprocidad.",1
"1751",":: Donación de equipamiento valorado en 40.000 euros",0
"1752","27. En numerosas ocasiones, los miembros del Comité han destacado las funciones complementarias del Comité, del Comité establecido en virtud de la resolución 1373 (2001) sobre la lucha contra el terrorismo y del Comité establecido en virtud de la resolución 1540 (2004) en la lucha contra el terrorismo internacional. y la necesidad de coordinación de actividades e intercambio de información entre ellas.",1
"1753","La República de Macedonia pasó a ser parte en el Convenio Europeo de Extradición el 26 de octubre de 1999.",0
"1754","El Gobierno de la República de Macedonia, en su reunión del 19 de abril de 2011, adoptó una decisión para hacer cumplir las restricciones contenidas en la resolución antes mencionada.",0
"1755","""El Consejo de Seguridad toma nota del importante papel que la sociedad civil, incluidas las organizaciones de mujeres, puede desempeñar en la prevención y solución de los conflictos armados, la consolidación de la paz y las situaciones posteriores a los conflictos y alienta a la comunidad internacional, las organizaciones regionales y los Estados Miembros interesados ​​a promover su compromiso activo y participación efectiva en una variedad de roles, según corresponda, con miras a la implementación de la resolución 1325 (2000).",1
"1756","Una cuestión clave que ambas partes reconocen es la eliminación de los nombres de los talibanes de la Lista Consolidada establecida en virtud de las resoluciones 1267 (1999) y 1333 (2000), cuestión que está exclusivamente bajo el control del Comité.",1
"1757","Las conclusiones a las que llegó el Grupo Especial en relación con estas cuestiones se exponen en los párrafos 161 a 193 del primer informe ""E4"".",0
"1758","Nota: Basado en datos proporcionados por la Administración.",0
