"","ar","VerConf"
"944","ويؤسفني التوصل إلى هذه النتيجة المخيبة للآمال التي تتناقض بشكل صارخ مع ما أبدته الدول الأعضاء من إرادة سياسية قوية والتزام بتوفير القدرات العسكرية فيما يتعلق بمكافحة القرصنة.",1
"945","وأغتنم هذه الفرصة أيضا لأشدد على ما يساورني من قلق إزاء التحديات المطروحة في سياق الانتخابات المقرر إجراؤها في نيجيريا، على المستوى الاتحادي وعلى مستوى الولايات، في شباط/فبراير 2015، وما يكتنفها من مخاطر جسيمة تتمثل في احتمال وقوع أعمال عنف بسبب هجمات تشنها جماعة بوكو حرام أو بسبب الطعن في نتائج الانتخابات.",1
"946","في مصر، ما فتئنا ندعو إلى نقل السلطة إلى حكومة مدنية بشكل سلمي وفي وقت مبكر.",1
"947",":: توفير الأمن الخارجي والداخلي (إجراءات الفحص لعزل العناصر المسلحة عن المدنيين؛ وتدابير التسريح ونزع السلاح؛ المساعدات التقنية والتدريب من جانب الشرطة المدنية الدولية و/أو المراقبين العسكريين؛ إقامة المخيمات بعيدا عن الحدود الدولية ومناطق الخطر؛ الترتيبات الإقليمية ودون الإقليمية).",0
"948","ومع ذلك، فإن هذا هو أبعد ما يكون عن مجرد إجراء بسيط، وذلك لأسباب ليس أقلها أن الوكالات الوطنية التي دأبت على العمل عادة في ميدان مكافحة الإرهاب (على سبيل المثال الشرطة، ودوائر الهجرة والجمارك، ووكالات الاستخبارات)، ليست بالضرورة هي الوكالات المسؤولة عن السياسات الرامية لمكافحة دعاوى الإيديولوجيات المتطرفة أو القائمة على الكراهية.",0
"949","وأعرب أعضاء المجلس في تعليقاتهم عن قلق بالغ إزاء التطورات الحديثة، وأكدوا على ضرورة إنشاء آليات أمنية للحدود، ودعوا كلا الطرفين إلى اتخاذ خطوات لتطبيع علاقاتهما.",1
"950","وانتخب كوفيتش فيما بعد رئيساً لهذا الحزب القومي الكرواتي الرئيسي.",0
"951","ويؤكد أهمية ضمان استقلالية وحياد وسائط الإعلام في كوت ديفوار.",0
"952","4 - استنادا إلى المحضر الحرفي المؤقت للجلسة 4688 لمجلس الأمن، المعقودة في 20 كانون الثاني/يناير 2003 (S/PV.4688)، قدم أعضاء المجلس تعليقات واقتراحات ومقترحات في المجالات التالية: الصكوك الدولية؛ والتعاون الدولي؛ ودور المنظمات الدولية والإقليمية ودون الإقليمية؛ وتقديم المساعدة؛ ولجنة مجلس الأمن المنشأة عملا بالقرار 1373 (2001) (يُشار إليها فيما يلي بلجنة مكافحة الإرهاب).",0
"953","ومما يثير بالغ القلق احتدام الخطاب من كلا الجانبين، جمهورية السودان وجمهورية جنوب السودان.",1
"954","وتحقيقا لهذه الغاية، تؤكد اللجنة من جديد أن هدفها يتمثل في تحقيق نتائج ملموسة قابلة للقياس.",0
"955","المقرر عقدها يوم الثلاثاء 18 كانون الثاني/يناير 2011، الساعة 00/10",0
"956","وإذا لم يكن الأمر كذلك، فبوسعنا أن نرى المزيد من الانشقاقات العنيفة التي يمكن أن تحدث عندما يطالب الناس بحقوقهم، إذ لا توجد قوة تمنعهم قسرا من التخلي عنها.",0
"957","وشدّد العديد من أعضاء المجلس على أن القرار 2118 (2013) لم ينفّذ تنفيذا كاملا بعد وأنه ينبغي للمجلس مواصلة الرصد اليقظ للجهود الرامية إلى القضاء على برنامج الأسلحة الكيميائية في الجمهورية العربية السورية حتى يتحقق ذلك بالفعل، فضلا عن إنهاء استخدام الأسلحة الكيميائية بشكل ينتهك أحكام القرار 2118 (2013).",1
"958","بعد مضي نحو سنتين على آخر إحاطة بشأن الحالة في منطقة البحيرات الكبرى (المناطق المتضررة من أنشطة جيش الرب للمقاومة)، عقد المجلس جلسة خاصة في 21 تموز/ يوليه 2011 لمناقشة التهديد المستمر الذي يمثله ذلك الجيش للأمن الإقليمي.",1
"959","أشرت في رسالتي إليكم المؤرخة 2 آذار/مارس إلى ما لدينا من شبهات قائمة على أسس متينة بشأن سلوك السيد أكسوورثي، الذي نرى أن الظروف لا تبرره.",0
"960","وأدخل كل من الأردن والإمارات العربية المتحدة عددا من التحسينات الهامة على البرامج والسياسات المتعلقة بأمن الطيران وعلى طريقة تنفيذ الضوابط الأمنية في المطارات.",0
"961","""ويكرر مجلس الأمن مطالبته جميع الأطراف في النـزاعات المسلحة بالوقف الفوري والكامل لجميع أشكال العنف ضد النساء والفتيات، بما في ذلك أعمال العنف الجنسي.",1
"962","وأشار وكيل الأمين العام أيضا إلى أن الأمم المتحدة رصدت زيادة في الخطاب الاتهامي الذي تطلقه حكومة جنوب السودان في حق البعثة، وفي انتهاكات الحكومة لاتفاق مركز قوات البعثة.",1
"963","وحددت، من خلال مواصفات ""الطوربيد رقم 1""، التي أعلنتها للجمهور، حجم المادة المتفجرة بمقدار 250 كيلوغرام.",0
"964","(أ) الامتناع عن تقديم أي شكل من أشكال الدعم، الصريح أو الضمـني، إلى الكيانات أو الأشخاص الضالعين في الأعمال الإرهابية، ويشمل ذلك وضع حد لعملية تجنيد أعضاء الجماعات الإرهابية ومنع تزويد الإرهابيين بالسلاح؛",1
