"","en_es_DEEPL","MatConf"
"1477","Desarrollar directrices prácticas para incorporar la perspectiva de género en los procesos de reconstrucción sostenible en entornos de poscrisis y directrices exhaustivas de referencia sobre el terreno; abordar el género y la administración de tierras y propiedades en situaciones de posconflicto; desarrollar un conjunto de herramientas para proporcionar una base conceptual en cuestiones de género en relación con los programas de gobernanza en un entorno de posconflicto.",0
"1478","Al-Qaeda y sus afiliados utilizan tanto componentes militares, cuando pueden conseguirlos, como componentes civiles para construir artefactos explosivos improvisados.",1
"1479","Como es sabido, la decisión se tomó en 1996 en el contexto del agudo enfrentamiento entre las partes en el conflicto entre Georgia y Abjasia, que había continuado tras la sangrienta guerra de 1992-1993.",1
"1480","Se cree que los terroristas de la región utilizan sobre todo armas convencionales.",1
"1481","Caso Butare (acumulación) 24 de junio de 2011 A. S. Ntahobali",0
"1482","33. El 11 de febrero de 2013, el Organismo llevó a cabo una VID en el reactor IR-40 de Arak y observó que la instalación de las tuberías del circuito de refrigeración y del moderador estaba casi terminada.",0
"1483","Sr. Churkin (Federación de Rusia) (habla en ruso): Nos complace darle la bienvenida, señor Presidente, al Salón del Consejo de Seguridad.",0
"1484","184. La mayoría de los informes señalan un patrón de ataques indiscriminados contra civiles en aldeas y comunidades de los tres estados de Darfur a partir de principios de 2003.",1
"1485","6. Los conflictos armados contemporáneos son la principal causa de que las personas huyan de sus hogares, y actualmente son la causa más común de inseguridad alimentaria.",1
"1486","A este respecto, la Dirección organizó, en cooperación con el Centro Internacional de Lucha contra el Terrorismo, y con el apoyo de los Países Bajos, su segundo taller sobre la aplicación de la resolución 1624 (2005) en julio de 2012 en Rabat.",0
"1487","Estas alianzas les permiten participar en esfuerzos más amplios destinados a desestabilizar el continente africano.",1
"1488","7. En el Norte de África y en la región del Sahel-Sáhara ha aumentado el impacto de los grupos armados, entre ellos Al Qaeda en el Magreb Islámico, con ideologías extremistas.",1
"1489","(a) Seguir mejorando su cooperación con las organizaciones internacionales, regionales y subregionales y desarrollar formas de operar con esas organizaciones caso por caso, reflejando la variación en la capacidad y el mandato de cada organización, incluidos los intercambios a nivel de trabajo, las sesiones informativas para y desde el Comité y la mejora de los acuerdos de intercambio de información;",0
"1490","Además, los salad bars eran frecuentados por numerosos viajeros que utilizaban la autopista adyacente, y es probable que sus enfermedades no se incluyeran en los totales registrados.",0
"1491","Los recursos naturales de África Austral, la delincuencia transfronteriza y la disponibilidad de armas ligeras en el contexto de conflictos pasados hacen que la subregión sea potencialmente vulnerable a los blanqueadores de dinero, delincuentes internacionales, narcotraficantes y grupos terroristas.",1
"1492","En Ammán, el 9 de noviembre de 2005, terroristas suicidas atacaron tres hoteles, matando a 60 personas e hiriendo al menos a 115.",1
"1493","El LRA ha llevado a cabo una larga y cruel insurgencia en el norte de Uganda que ha causado la muerte, el secuestro y el desplazamiento de miles de civiles inocentes en Uganda, Sudán y la República Democrática del Congo.",1
"1494","El resultado es que el detenido se convierte en un detenido incomunicado, cuya detención a veces supera los 12 meses, sin cargos, sin acceso a un abogado, sin comparecencia ante un tribunal y sin permiso para recibir visitas.",1
"1495","Entre las carreteras cerradas se encuentran la vital carretera comercial Abu Surug-Geneina y la carretera a Um Kher.",0
"1496","Además, la Sra. Bellamy presentó a tres niños delegados en el Foro de la Infancia -Wilmot, de Liberia; Eliza, de Bosnia y Herzegovina; y José, de Timor Oriental- que ofrecieron relatos personales en los que describían las experiencias de niños atrapados en conflictos armados y hacían un llamamiento para que se ponga fin a la guerra.",0
"1497","Lucha contra el extremismo violento y la incitación a cometer actos terroristas",1
"1498","Según funcionarios afganos, en 2010 el número de muertes anuales causadas por actividades insurgentes fue más de un 50% superior al del año anterior y las víctimas civiles aumentaron en un tercio.",1
"1499","Es crucial que los casos de violencia doméstica y agresión sexual sean procesados formalmente de acuerdo con el nuevo Código Penal.",0
"1500","11. También durante esas consultas oficiosas, dos representantes de la Misión de Estabilización de las Naciones Unidas en la República Democrática del Congo informaron al Comité por videoconferencia acerca del mandato de supervisión de sanciones de la Misión y, en particular, del rastreo y marcado de armas, atendiendo a una solicitud del Comité.",0
"1501","64. Derribo de dos aviones civiles el 24 de febrero de 1996.",0
"1502","107. Una segunda categoría incluye a las milicias que se organizan en estructuras paramilitares y en paralelo a las fuerzas regulares, entre ellas los grupos conocidos como ""la fuerza de ataque"", los muyahidines o los fursan (los jinetes).",1
"1503","Sin embargo, el Consejo de Seguridad y el Comité han introducido a lo largo de los años numerosos cambios en sus procedimientos que mejoran la transparencia y reconocen las normas básicas de imparcialidad que podrían aplicarse si sus decisiones fueran judiciales.",0
"1504","Los miembros del Consejo se mostraron preocupados por las noticias de una ofensiva de las fuerzas armadas del Congo en la provincia de Ecuador, y pidieron el cese inmediato de los combates y la moderación de todas las partes.",1
"1505",":: A 9 de junio de 2014, había 36 casos confirmados de poliomielitis.",0
"1506","65. 65. Denuncia de Cuba (17 de septiembre de 1973; 18 de septiembre de 1973).",0
"1507","Casi la mitad de esas personas siguen desaparecidas y se teme que muchas hayan muerto.",1
"1508","Dado que Al-Qaida y sus asociados utilizarán cualquier tipo de explosivo disponible para llevar a cabo atentados, el Equipo recomienda que el Comité aliente a los Estados Miembros a aplicar la expresión ""armas y material conexo de todo tipo"" en el marco del embargo de armas contra Al-Qaida a todos los tipos de explosivos, ya sean militares, civiles o improvisados, pero también a las materias primas y los componentes que puedan utilizarse para fabricar artefactos explosivos improvisados o armas no convencionales, incluidos, entre otros, los componentes químicos, el cordón detonante, los fertilizantes y los venenos.",1
"1509","A pesar de los notables progresos realizados, el complejo entorno político, económico y de seguridad sigue planteando formidables desafíos a los dirigentes electos encargados de la normalización de nuestro país.",0
"1510","60. Otro aspecto potencialmente problemático de la disposición sobre exenciones por motivos humanitarios es que, dado que no se permite que un particular o una entidad presenten una petición directamente al Comité, es el Estado de residencia de la parte incluida en la lista el que determina si el Comité recibe alguna vez una petición en virtud de la resolución 1452 (2002).",0
"1511","B. Fuerzas Armadas de la República de Sierra Leona",0
"1512","En segundo lugar, se ha producido una destrucción a gran escala de aldeas en los tres estados de Darfur.",1
"1513","71. Aunque puede pasar algún tiempo antes de que el Tratado sobre el Comercio de Armas entre en vigor, podría ser una herramienta útil para seguir avanzando en la aplicación del régimen de sanciones del Comité 1267.",0
"1514","Se formó a un total de 179 policías nacionales (59 mujeres) y 93 policías de la UNMIT (12 mujeres).",1
"1515","Eritrea y Etiopía (15 de marzo de 2001)",0
"1516",":: Examinar cómo el número sin precedentes de crisis violentas está repercutiendo en los desplazamientos y en los derechos y la protección de las mujeres y las niñas, observando en particular cómo la amenaza constante del extremismo violento está contribuyendo a los desplazamientos y a los graves abusos que sufren las mujeres y las niñas.",1
"1517","La Declaración recordó que la ISP se basa en los esfuerzos de la comunidad internacional para prevenir la proliferación de ADM, sus sistemas vectores o materiales conexos y complementa los tratados y regímenes existentes.",0
"1518","En el ámbito de las operaciones de combate, el principio de proporcionalidad sigue siendo una norma en gran medida subjetiva, basada en un equilibrio entre la expectativa y la anticipación de un beneficio militar y la pérdida real de vidas civiles o la destrucción de bienes de carácter civil.",1
"1519","Los janjaweed, a caballo y en camello, empezaron a perseguir a los aldeanos, mientras las fuerzas militares permanecían al pie de la montaña. Bombardearon partes de la montaña con morteros y ametrallaron a la gente.",1
"1520","Sin embargo, aumentar el carácter inclusivo del proceso de paz con respecto a las partes beligerantes sigue siendo un elemento importante para una solución duradera del conflicto.",0
