"","es_en_GOOGLE","MatConf"
"1546","The situation in the Middle East (see S/7913, S/7923, S/7976, S/8000, S/8048, S/8066, S/8215, S/8242, S/8252, S/8269, S/ 8502, S/8525, S/8534, S/8564, S/8575, S/8584, S/8595, S/8747, S/8753, S/8807, S/8815, S/8828, S/8836, S/8885, S/8896, S/8960, S/9123, S/9135, S/9319, S/9382, S/9395, S/9406, S/9427 and Corr.1, S/9449, S/ 9452, S/9805, S/9812, S/9930, S/10327, S/10341, S/10554, S/10557, S/10703, S/10721, S/10729, S/10743, S/10770/ Add.4, S/10855/Add.15, 16, 23, 24, 29, 30, 33, 41, 43 and 44; S/11593/Add.15, 21, 29, 42 and 49; S/11935/Add.21, 42 and 48; 10, 11, 17, 21, 37, 39, 42, 47 and 48; 21, 24 to 26, 33, 47 and 50; S/14326/Add.10, 11, 20, 24, 28, 29, 47 and 50; 33, 37, 42 and 48; S/15560/Add.3, 21, 29, 37, 42, 45, 47 and 48; 40 and 47; S/16880/Add.8 to 10, 15, 20, 21, 41 and 46; S/18570/Add.2, 21, 30 and 47; S/19420/Add.2 to 4, 18, 19, 22 and Corr.1, 30, 48 and 50; S/20370/Add.4, 12, 16, 21, 30, 32, 37, 44, 46, 47 and 51; S/21100/Add.4, 21, 30 and 47; S/22110/Add.4, 21, 30 and 47; S/23370/Add.4, 7, 21, 30 and 47; S/25070/Add.4, 21, 30 and 48; S/1994/20/Add.3, 20, 29 and 47; S/1995/40/Add.4, 21, 29 and 47; S/1996/15/Add.4, 15, 21, 30 and 47; S/1997/40/Add.4, 21, 30 and 46; S/1998/44/Add.4, 21, 30 and 47; S/1999/25/Add.3, 20, 29 and 46; S/2000/40/Add.4, 15, 20, 21, 24, 29 and 47; S/2001/15/Add.5, 22, 31 and 48; S/2002/30/Add.4, 21, 30 and 50; S/2003/40/Add.4, 25, 30, 51; and S/2004/20/Add.4, 26, 30, 35, 42 and 50; and S/2005/15/Add.3, 6, 13 and 16; see also S/2000/40/Add.39, 44, 46, 47 and 50; S/2001/15/Add.11 to 13, 34, 47 and 50; S/2002/30/Add.3, 7, 8, 10, 12 to 15, 17, 20, 23, 24, 28, 29, 37, 38, 45 and 50; S/2003/40/Add.2, 3, 6, 11, 15, 20, 23, 25, 28, 29, 33, 37, 40 to 42, 46 and 49; S/2004/20/Add.2, 3, 7, 11, 12, 16, 20, 25, 28, 29, 32, 37, 40, 42, 46, 49 and 50; and S/2005/15/Add.1, 3, 6, 7, 9, 11 and 15)",0
"1547","Report of the Secretary-General on the United Nations Stabilization Mission in Haiti (S/2012/128).",0
"1548","Damage or total loss: office equipment (value)",0
"1549","Under the joint leadership of Ambassador Gérard Araud (France) and Ambassador Kodjo Menan (Togo)",0
"1550","However, the Monitoring Group received a substantive response from the Government of Yemen (Annex XVI) dated 30 September 2006.",0
"1551","Abdel-Al has notable connections to a major arms depot discovered in southern Beirut in July 2005. This depot was occupied by the Internal Security Forces on July 26, 2005, and five people with close connections to the former Mourabitoun militia were arrested.",1
"1552","Source: Photographs obtained by the Group of Experts.",0
"1553","As a result of these attacks, more than 1,000 civilians were displaced. The police took no action against the Janjaweed.",1
"1554","The Security Council also reiterates its call on all parties listed in the annexes to the Secretary-General&#39;s report on children and armed conflict to address all other violations and abuses committed against children and to take concrete measures and commitments to regard.",1
"1555","Another method preferred by Al-Qaida is the recruitment and deployment of operatives of whom no police or security body is yet aware and who can therefore travel without difficulty, obtain business or study visas and, as an additional guarantee, claim have lost any documentation containing potentially incriminating visa stamps to obtain an immaculate duplicate.",1
