"","en_es_DEEP","VerConf"
"924","8. Se recomienda que las Naciones Unidas adopten las siguientes medidas urgentes y específicas para facilitar la presencia continua y reforzada de la AMISOM en Somalia:",1
"925","Declaraciones como ""el pueblo palestino no ama a sus hijos"" o ""el pueblo palestino envía a sus hijos a morir debido a su odio a Israel"" son declaraciones que están llenas de racismo y que reflejan un tipo de actitud que debería ser rechazada de plano, y eso es lo que estoy tratando de hacer ahora.",1
"926","29. Sólo dos Estados han tipificado como delito la financiación del terrorismo, pero otros dos han introducido algunas disposiciones jurídicas para abordar la cuestión.",0
"927","La información que tenemos indica que el enviado especial ya está explorando nuevos arreglos que darían cabida y apaciguarían el incumplimiento por parte de Etiopía de los términos del Acuerdo de Argel y su rechazo de la decisión de la Comisión de Límites.",1
"928","En términos generales, la política de atacar, matar y desplazar por la fuerza a miembros de algunas tribus no demuestra una intención específica de aniquilar, total o parcialmente, a un grupo distinguido por motivos raciales, étnicos, nacionales o religiosos.",1
"929","La Comisión considera que los casos de tortura pueden, por lo tanto, constituir un crimen de lesa humanidad y, dada la naturaleza discriminatoria de los ataques, también pueden implicar el delito de persecución como crimen de lesa humanidad.",1
"930","Sin embargo, también es evidente que el mando de las F-FDTL adoptó medidas limitadas para verificar el alcance de la amenaza planteada o utilizar canales no militares para resolver la amenaza percibida. El 25 de mayo, el Alto Mando de las F-FDTL no intentó en ese momento ponerse en contacto con quienes estaban al mando operacional de la PNTL ni comprometerse con el Primer Ministro o el Presidente para resolver la situación.",1
"931","15. Desde su creación en junio de 2005, el Tribunal Penal Especial sobre los Sucesos de Darfur ha dictado veredictos en cinco causas.",1
"932","22. La situación en Guinea-Bissau (6 de noviembre de 1998; 5 de noviembre de 2009).",0
"933","▪ La prohibición de la violencia contra la vida y las personas, en particular el asesinato, la mutilación, los tratos crueles y la tortura; desapariciones forzadas; atentados a la dignidad personal; y violación, esclavitud sexual, prostitución forzada, embarazo forzado, esterilización forzada y cualquier otra forma de violencia sexual.",1
"934","El informe de la misión de evaluación cita una creciente preocupación por los impactos humanitarios y económicos que la crisis ha tenido en la región del Sahel.",1
"935","Que se celebrará el miércoles 30 de septiembre de 1998, a las 15.30 horas",0
"936","El Ministerio de Defensa valoró la pérdida del sistema de origen estadounidense según el costo histórico del sistema, ajustado por la inflación y la depreciación.",0
"937","A menos que el Gobierno los solucione, estos problemas podrían plantear graves amenazas a la seguridad y la estabilidad de Timor-Leste.",1
"938","Por lo tanto, la comunidad internacional debe tomar las medidas necesarias para impedir que Israel persista en la política deplorable y destructiva que ha iniciado en Gaza, y debe subrayar su rechazo a todas esas prácticas israelíes, que constituyen una violación del derecho internacional y del derecho internacional humanitario.",1
"939","La secretaría también mantuvo y actualizó periódicamente la lista de Estados que se han dirigido al Comité de conformidad con la resolución.",0
"940","Reiterando la necesidad de garantizar que el actual régimen de sanciones contribuya eficazmente a los esfuerzos en curso para combatir la insurgencia y apoyar la labor del Gobierno del Afganistán para promover la reconciliación a fin de lograr la paz, la estabilidad y la seguridad en el Afganistán,",1
"941","""El Consejo de Seguridad expresa preocupación por el uso cada vez mayor por los terroristas y sus partidarios de la tecnología de las comunicaciones con el fin de radicalizarse hacia el terrorismo, reclutar e incitar a otros a cometer actos terroristas, incluso a través de Internet, y financiar y facilitar los viajes y las actividades posteriores de combatientes terroristas extranjeros.",1
"942","Además, en abril de 2013 se estrenó el segundo de una serie de documentales producidos internamente por el programa de divulgación, ""Crímenes ante el TPIY: Prijedor"".",0
"943","Es con mayor preocupación que debo informar nuevamente hoy que, a pesar de los esfuerzos considerables de la UNAMID, la situación de seguridad en Darfur no ha mejorado mucho.",1
"944","En algunos casos, las personas desplazadas no pudieron acceder a su ganado y a sus cultivos cercanos debido a la amenaza de ataques de los Janjaweed fuera de los campamentos.",1
"945","Observamos que las organizaciones de la sociedad civil han expresado su profunda preocupación a este respecto.",1
"946","Aunque en la mayoría de los incidentes las fuerzas gubernamentales tal vez no hayan participado en la destrucción, su complicidad en los ataques durante los cuales se llevó a cabo la destrucción y su presencia en el lugar de la destrucción son suficientes para hacerlas corresponsables de la destrucción.",0
"947","La vida económica y social del país está en ruinas. Costa de Marfil avanza lentamente.",0
"948","Además, la obligación internacional debía considerarse cumplida cada vez que, después de la celebración de un tratado de paz, el Estado responsable había acordado pagar al otro Estado o a los otros Estados reparaciones de guerra o una indemnización por los daños causados ​​a los nacionales del adversario, independientemente de que el pago efectivo se hubiera efectuado alguna vez.",0
"949","Las disputas étnicas y fronterizas no resueltas han dado lugar a conflictos que socavan los esfuerzos por desarrollar una respuesta antiterrorista regional cohesiva.",1
"950","Sin embargo, la situación sigue siendo preocupante dada la larga frontera que separa a nuestros dos países, sobre la cual es difícil ejercer control.",1
"951","6. Confirma además que los requisitos del párrafo 1 (a) anterior también se aplicarán al pago de rescates a personas, grupos, empresas o entidades incluidos en la Lista;",0
"952","Condenamos en particular cualquier intento de obligar a la UNMIK a adoptar cualquier tipo de denominada cogobernanza, así como cualquier interferencia con los poderes reservados del Representante Especial.",1
"953","Por lo tanto, se ocupa en gran medida de aspectos de los contextos sociales que pueden favorecer la propagación del terrorismo.",1
"954","Al abordar la situación de Haití en el marco de las Naciones Unidas, la atención casi siempre se centra en las llamadas cuestiones de seguridad, lo que a todos los efectos prácticos minimiza la atención urgente a los graves problemas estructurales, económicos y sociales del país.",1
"955","Hasta el momento no han ofrecido ninguna evidencia significativa que respalde sus posiciones sobre este tema.",0
"956","El Viceministro de Relaciones Exteriores del Afganistán dijo que había sido un año de hitos importantes, pero que los logros habían tenido un precio. Subrayó que el terrorismo seguía siendo una fuerte amenaza.",1
"957","La situación humanitaria en Somalia sigue siendo motivo de gran preocupación.",1
"958","Las autoridades afganas y la comunidad internacional deben dejar claro que este comportamiento es inaceptable.",1
"959","Estas resultaron útiles para promover la labor del Comité, aumentar la conciencia y la comprensión del régimen de sanciones, desarrollar ideas para mejorar la eficacia de las medidas y debatir las dificultades que enfrentan algunos Estados en la aplicación y lo que se podría hacer para ayudarlos. D. Reuniones con los servicios de seguridad e inteligencia",0
"960","Por eso condenamos el terrorismo.",1
"961","12. Exige que todas las partes cooperen plenamente con las operaciones de la MONUC y garanticen la seguridad y el acceso inmediato y sin obstáculos del personal de las Naciones Unidas y el personal asociado en el desempeño de su mandato en todo el territorio de la República Democrática del Congo, exige, en particular, que todas las partes proporcionen pleno acceso a los observadores militares de la MONUC, también en todos los puertos, aeropuertos, aeródromos, bases militares y cruces fronterizos y, además, que se conceda a los observadores de derechos humanos de la MONUC acceso a los centros de detención y centros de integración, y pide al Secretario General que informe sin demora de cualquier incumplimiento de estas exigencias;",1
"962","64. La capacidad de impedir que los terroristas se organicen y circulen libremente por los territorios de los Estados miembros de la subregión (especialmente en el Sahel) depende no sólo de la eficacia de la cooperación bilateral y subregional sino también de las medidas adoptadas para establecer mejores códigos internacionales. y prácticas relacionadas con la aplicación de la ley y el control de fronteras y sobre la protección y vigilancia efectiva de las fronteras, costas y regiones del interior.",0
