"","es","VerConf"
"951","Destaca ... la responsabilidad de los Estados de cumplir sus obligaciones pertinentes de poner fin a la impunidad y procesar a los responsables de crímenes de guerra, genocidio, crímenes de lesa humanidad y violaciones graves del derecho internacional humanitario, reconociendo, al mismo tiempo, la necesidad que tienen los Estados que atraviesan un conflicto armado o se están recuperando de él de crear sistemas e instituciones judiciales nacionales independientes o restaurar los que ya existían.",1
"952","Francia condena enérgicamente ese ataque y exhorta a todas las partes a que ejerzan la mayor moderación.",1
"953","Aunque los incidentes se habían denunciado a la policía, los culpables al parecer habían quedado impunes y los ataques contra las mujeres continuaban.",0
"954","Se prevé que el Gobierno de Reconciliación Nacional sufragará alrededor del 30% de los gastos, el Banco Mundial está considerando la posibilidad de proporcionar un préstamo de 80 millones de dólares, y otros donantes también proporcionarán fondos.",0
"955","La información que hemos recibido indica que el enviado especial ya está estudiando nuevos acuerdos complacientes y apaciguadores ante la falta de cumplimiento por Etiopía de las condiciones del Acuerdo de Argel y ante su rechazo de la decisión de la Comisión de Fronteras.",1
"956","En este contexto, la Unión Europea recuerda a Israel su obligación de garantizar el acceso total y seguro a las organizaciones humanitarias, entre ellas el Organismo de Obras Públicas y Socorro de las Naciones Unidas para los Refugiados de Palestina en el Cercano Oriente (OOPS).",1
"957","Éste es un indicio más de que se está normalizando la situación en la península de Prevlaka.",0
"958","En el período que se examina, el total de ingresos fue de 996.000 dólares, y el total de gastos, de 1.241.000 dólares, lo que significa que los ingresos fueron menores que los gastos en 245.000 dólares.",0
"959","La amenaza de Al-Qaida y los talibanes",1
"960",":: La Ley de protección de la información de 1982 (Ley No. 84 de 1982);",0
"961","Preocupado por el hecho de que los combatientes terroristas extranjeros aumentan la intensidad, duración e insolubilidad de los conflictos y también pueden representar una seria amenaza para sus Estados de origen, los Estados por los cuales transitan y los Estados a los que viajan, así como para los Estados vecinos de las zonas de conflicto armado en las que los combatientes terroristas extranjeros realizan sus actividades y que se ven afectados por graves problemas de seguridad, y observando que la amenaza que plantean los combatientes terroristas extranjeros puede afectar a todas las regiones y Estados Miembros, incluso a los que están alejados de las zonas de conflicto, y expresando gran inquietud por que los combatientes terroristas extranjeros se sirven de su ideología extremista para promover el terrorismo,",1
"962","Ambas cooperaron en el control de la seguridad en los actos públicos más importantes, en la represión de la violencia política y en la adopción de medidas especiales de seguridad en favor de las comunidades minoritarias amenazadas.",0
"963","A causa de ello, muchas zonas de la costa carecen prácticamente de vida animal y vegetal o muestran una reducción considerable de la diversidad biológica.",0
"964","El artículo 4.C.6.a.5 incluye:",0
"965","En este contexto, espero que ahora sea posible abordar otros aspectos de las relaciones bilaterales.",0
"966","Ley de expedición de licencias, de 17 de abril de 1995, artículo 9",0
"967","La Comisión concluye que los incidentes de tortura podrían constituir un crimen de lesa humanidad y que, dado el carácter discriminatorio de los ataques, también podrían constituir un crimen de persecución como crimen de lesa humanidad.",1
"968","Lamentablemente, no se hizo caso de esas advertencias.",1
"969","El artículo 11 de la Ley de extradición de 1962 dispone lo siguiente:",0
"970","Durante el período de este informe, el UNICEF y la OMS emprendieron la tercera serie de vacunación de niños contra la poliomielitis.",0
"971","Para camuflar estos hechos, a veces visten uniformes militares a fin de trasmitir la percepción errónea de que el componente militar oficial es el responsable de esa violencia.",1
"972","Por lo tanto, nos resultaba frustrante que en el informe del Secretario General se recomendara sólo una reducción parcial de las tropas de refuerzo.",1
"973","d) Indemnización a los empleados por pérdida de bienes personales (969.033 riyals);",0
"974","Las autoridades afganas y la comunidad internacional deben manifestar claramente que ese comportamiento es inadmisible.",1
"975","A. Modificaciones de la Ley de Bosques de 2000",0
"976","También hay varios programas bilaterales que ofrecen algunos Estados Miembros.",0
"977","El costo se define como el valor nominal más (o menos) las primas o descuentos sin amortizar.",0
"978","111. Abigail Fielding-Smith, del periódico británico Financial Times, el 14 de enero.",0
"979","[D]estaca la responsabilidad que tienen todas las partes y grupos armados en [el país afectado] de tomar medidas apropiadas para proteger a la población civil del país, de conformidad con el derecho internacional humanitario, las normas internacionales de derechos humanos y el derecho internacional relativo a los refugiados, en especial evitando todo uso indiscriminado o excesivo de la fuerza en zonas pobladas.",1
"980","Exhorta a que se tomen medidas eficaces en el plano internacional para poner coto a las corrientes ilícitas de armas pequeñas dirigidas a las zonas de conflicto.",0
"981","La prohibición del movimiento transfronterizo ilegal es vital en la lucha contra el terrorismo, el narcotráfico y el contrabando comercial.",1
"982","Nos llamaron ""esclavas"" y nos preguntaron por qué seguíamos ahí.",1
"983","El desarme y la detención de los perpetradores de los actos violentos es la exigencia más importante del Consejo y el caso más claro de fracaso por el Gobierno en el cumplimiento de sus responsabilidades.",1
"984","Esos actos son absolutamente inaceptables. La Autoridad Palestina debe poner fin a esos ataques y enjuiciar a los autores.",1
"985","34. La situación en Sierra Leona (27 de noviembre de 1995; 21 de diciembre de 2007).",0
"986","22. Certificados del Ministerio de Transportes acerca de la revocación del registro de aeronaves.",0
"987","No hace tanto, en mayo de este año, durante un debate del Consejo (véase S/PV.6314) relativo al informe del Secretario General (S/2010/169) sobre la Misión de Administración Provisional de las Naciones Unidas en Kosovo (UNMIK), señalamos a la atención de la comunidad internacional que la situación en la provincia no era ni de lejos estable y era particularmente preocupante.",1
"988","Los asociados internacionales y los defensores de los derechos humanos condenaron unánimemente la decisión del Gobierno de expulsar al Director de la Oficina Conjunta de Derechos Humanos de las Naciones Unidas a raíz de la publicación del informe de derechos humanos sobre las violaciones presuntamente cometidas por la policía en la Operación Likofi.",1
"989","Es menester que todo el mundo rechace las voces extremistas que prefieren que las cosas sigan como antes y que creen que es imposible que los serbios y albaneses normalicen sus relaciones llegando a alcanzar una avenencia histórica.",1
"990","Como es de su conocimiento, el mandato actual de la Misión de las Naciones Unidas en la República Centroafricana y el Chad (MINURCAT) expira el 15 de marzo de 2010.",0
"991","Sabemos que las organizaciones de la sociedad civil han manifestado graves preocupaciones en este sentido.",1
"992","El déficit de efectivos en el componente de policía de la Misión sigue siendo una de las principales causas de preocupación e influye en la capacidad de la ONUCI para cumplir su mandato.",0
"993","Perciben a los serbios de Kosovo como instrumentos de Belgrado y, por consiguiente, como parte de una amenaza que aún persiste para su futuro.",1
"994","Pagos por los que no se han recibido certificados de auditoría",0
"995","El Grupo ha confirmado que la Ipedex recibió 656.064 FF en relación con los empleados que estuvieron asignados al proyecto.",0
"996","Llevad nuestros saludos a nuestros hermanos en todos los países árabes y a toda la gente buena y bondadosa, y a cualquier dirección a la que queráis transmitir esos saludos ...",0
