"","en_es_DEEPL","VerConf"
"1117","221. Los Estados de la subregión cooperan adecuadamente con socios regionales e internacionales para reducir el riesgo de terrorismo y su vulnerabilidad ante el mismo. Intercambian inteligencia sobre amenazas y alertas, comparten información operativa y llevan a cabo entrenamientos conjuntos y otros ejercicios en contextos bilaterales y multilaterales.",0
"1118","Calificó de dramática la brecha existente entre los progresos realizados en la construcción del Estado palestino y el persistente y profundo estancamiento de la vía política.",1
"1119","""El Consejo de Seguridad subraya que el RCD-Goma deberá responder de cualquier ejecución extrajudicial, incluso entre miembros de la sociedad civil o detenidos en los centros de detención del RCD en Kisangani.",1
"1120","El Consejo de Seguridad está especialmente preocupado por la retirada del estatuto de refugiado y el consiguiente fin de la asistencia a muchos refugiados del [Estado vecino]... Las decisiones del [Estado afectado] a este respecto pueden provocar el regreso involuntario de decenas de miles de personas a una zona que no es segura ni está preparada para recibirlas.",1
"1121","Azerbaiyán está profundamente preocupado por la continuación de las actividades ilegales de asentamiento en los territorios palestinos ocupados.",1
"1122","56. Es alentador que se hayan logrado avances continuos en las cuatro esferas prioritarias del mandato de la UNMIT, incluidas las iniciativas de diálogo sobre cuestiones nacionales críticas, los nuevos progresos en la reasunción de las responsabilidades policiales primarias por la PNTL, la promulgación del conjunto de medidas legislativas sobre seguridad nacional, el Plan de Desarrollo Estratégico y el Plan Estratégico del Sector de la Justicia para Timor-Leste.",1
"1123","Las consecuencias humanitarias de la violencia continuada en Iraq son motivo de gran preocupación para mi delegación.",1
"1124","Sr. Pleuger (Alemania): Alemania se abstuvo en la votación sobre el proyecto de resolución en cuestión.",0
"1125","Condeno en los términos más enérgicos los censurables ataques dirigidos contra personas que apoyan al pueblo somalí en sus esfuerzos por combatir la delincuencia organizada que obstaculiza el desarrollo de su país.",1
"1126","Los mecanismos de derechos humanos de las Naciones Unidas han expresado su preocupación, por ejemplo, por las medidas adoptadas por algunos Estados para restringir, y en algunos casos criminalizar, las actividades de determinados grupos religiosos o de sus miembros.",1
"1127","Nos sigue preocupando que, a pesar de todos los intentos por restablecer la paz y la seguridad, los esfuerzos por estabilizar la región oriental de la República Democrática del Congo hayan experimentado importantes reveses en los últimos tiempos.",1
"1128","Al-Shabaab está demostrando una mayor capacidad para lanzar atentados terroristas complejos, incluso en la región en general, como ha ilustrado recientemente el atentado del centro comercial Westgate de septiembre de 2013 en Nairobi.",0
"1129","Esas falsas acusaciones van en contra de la razón y de las normas básicas de una actitud profesional. Estoy seguro de que el Consejo las desestimará.",1
"1130","42. Conforme a lo dispuesto en la resolución 2083 (2012), el Equipo de Vigilancia presentó informes al Comité en julio y diciembre de 2013, en los que formuló recomendaciones sobre la forma de mejorar el régimen de sanciones y reforzar sus efectos, con una evaluación de la amenaza de Al-Qaida y sus afiliados y actualizaciones sobre las actividades del Equipo.",0
"1131","La República Popular Democrática de Corea rechaza categóricamente la resolución anti-RPDC sobre derechos humanos fabricada a base de complots, mentiras y desinformación e impuesta por Estados Unidos y otros países hostiles de forma prepotente y arbitraria.",1
"1132","Nos preocupa especialmente la falta de formación de los funcionarios de nivel medio y las importantes carencias que aún existen en el ámbito judicial.",1
"1133","Además, muchas víctimas informaron a la Comisión de que tenían poca confianza en la imparcialidad del sistema de justicia sudanés y en su capacidad para llevar ante la justicia a los autores de los graves crímenes cometidos en Darfur.",1
"1134","El Consejo de Seguridad debe reconocer la lucha contra el extremismo violento como un elemento esencial de la respuesta de la comunidad internacional a esta amenaza.",1
"1135","En opinión del Secretario General, estas credenciales están en regla.",0
"1136","""El Consejo de Seguridad observa con preocupación que el terrorismo sigue planteando una grave amenaza para la paz y la seguridad internacionales, el disfrute de los derechos humanos y el desarrollo social y económico de los Estados, y socava la estabilidad y la prosperidad mundiales, que esta amenaza se ha hecho más difusa, con un aumento, en diversas regiones del mundo de actos terroristas, incluidos los motivados por la intolerancia y el extremismo, y reafirma su determinación de combatir por todos los medios, de conformidad con la Carta de las Naciones Unidas y el derecho internacional, incluido el derecho internacional de los derechos humanos, el derecho de los refugiados y el derecho humanitario aplicables, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas.",1
"1137","La naturaleza de la amenaza terrorista varía de un Estado a otro y de una región a otra, al igual que las capacidades y necesidades antiterroristas de los Estados.",0
"1138","208. El Comité facilitó a la Comisión las cifras de bajas sufridas y de armas robadas entre enero de 2003 y noviembre de 2004. En relación con el ejército, se afirmaba que 937 habían muerto, 2.264 habían resultado heridos y 629 habían desaparecido, y que se habían robado 934 armas. En cuanto a la policía, se afirmaba que 685 personas habían muerto, 500 habían resultado heridas, 62 habían desaparecido y 1.247 armas habían sido robadas. En cuanto al aparato de seguridad e inteligencia, 64 personas murieron, 1 resultó herida, 26 desaparecieron y 91 armas fueron saqueadas.",0
"1139","Mi Gobierno agradece las numerosas expresiones de condena e indignación que ha generado esta atrocidad. Apreciamos especialmente la rápida reacción del Consejo de Seguridad ante este espantoso crimen.",1
"1140","El Comité nacional recomendó que se establecieran comités de investigación judicial en relación con las siguientes denuncias: ejecuciones extrajudiciales; captura por grupos árabes de dos aldeas de la tribu Fur en la localidad de Kas; e incidentes de asesinato e incineración de algunos de los heridos en los hospitales de las aldeas de Buram, Meleit y Kelebs.",0
"1141","Numerosos miembros del Consejo subrayaron que aún no se había logrado la plena aplicación de la resolución 2118 (2013) y que el Consejo debía seguir supervisando atentamente los esfuerzos para lograr la eliminación del programa de armas químicas de la República Árabe Siria hasta que se hubiera completado, así como la eliminación del uso de armas químicas que contravenía las disposiciones de la resolución 2118 (2013).",1
"1142","La investigación técnica determinó, entre otras cosas, que los daños observados en la sección delantera de la aeronave parecían indicar que ésta había sido penetrada por un gran número de objetos de alta energía procedentes del exterior de la aeronave.",0
"1143","(c) Planificación de la misión a lo largo de todo su ciclo, incluida la planificación transitoria.",0
"1144","Es razonable suponer que la presencia policial obedece más a razones políticas que a cualquier forma de protección.",0
"1145","Aunque aún no ha comenzado el periodo oficial de campaña, los partidos de la oposición y la sociedad civil expresaron su preocupación por la perturbación de sus actividades políticas por parte de las autoridades nacionales, especialmente la policía.",1
"1146","Varias delegaciones han pedido al Gobierno de Malí que investigue las violaciones de los derechos humanos, y han expresado su preocupación por la puesta en libertad de autores de delitos graves contra los derechos humanos.",0
"1147","Una gobernanza democrática eficaz y sostenible es un objetivo que debe perseguirse con gran determinación e incluso con carácter de urgencia en todas partes, y Haití no es una excepción.",0
"1148","Consolidación de casos prácticos y cuestiones pendientes",0
"1149","Lo ocurrido en Argel recientemente es la última confirmación de ello.",0
"1150","13. Aunque se sabe que la mayoría de los Estados de la subregión han creado unidades de represión antiterrorista, sólo tres Estados han establecido estructuras institucionales adecuadas y la coordinación interinstitucional necesaria para tratar las cuestiones de lucha contra el terrorismo.",0
"1151","Para ello es necesario utilizar planteamientos flexibles y específicos para cada lugar, que incorporen un amplio conjunto de técnicas de rehabilitación capaces de abordar la amplia gama de hábitats, los distintos niveles de contaminación y las diferentes condiciones ecológicas presentes.",0
