"","es","MatCoop"
"1682","1. Decide prorrogar hasta el 31 de diciembre de 2009 los arreglos establecidos en el párrafo 20 de la resolución 1483 (2003) para que se deposite en el Fondo de Desarrollo para el Iraq el producto de las ventas de exportación de petróleo, productos derivados del petróleo y gas natural, y los arreglos a que se hace referencia en el párrafo 12 de la resolución 1483 (2003) y en el párrafo 24 de la resolución 1546 (2004) para la supervisión del Fondo de Desarrollo para el Iraq por la Junta Internacional de Asesoramiento y Supervisión, y decide además que, sin perjuicio de la salvedad enunciada en el párrafo 27 de la resolución 1546 (2004), lo dispuesto en el párrafo 22 de la resolución 1483 (2003) siga en vigor hasta esa fecha, incluso con respecto a los fondos y activos financieros y recursos económicos descritos en el párrafo 23 de esa resolución;",1
"1683","a) Elaborar enfoques más integrados y mecanismos más eficaces para asegurar la cooperación sólida y el intercambio de información entre los organismos pertinentes de lucha contra el terrorismo, tanto en el plano nacional como internacional;",0
"1684","Una mayor coordinación podría haber permitido que se aprovecharan mejor los recursos colectivos de la UNOTIL en la intervención. V. Rendición de cuentas",1
"1685","g) La obligación de tomar precauciones a fin de reducir al mínimo las pérdidas y los daños accidentales causados por ataques, de tal manera que cada parte debe hacer todo lo posible para asegurarse de que los blancos sean objetivos militares y elegir medios o métodos de combate para reducir al mínimo las pérdidas de vidas civiles;",1
"1686","Hasta el momento, la Secretaría General no ha recibido respuesta.",0
"1687","El 18 de julio de 2011, el Consejo celebró una sesión privada con los países que aportan contingentes y fuerzas de policía a la Operación Híbrida de la Unión Africana y las Naciones Unidas en Darfur (UNAMID).",1
"1688","Las escuelas de Basrah y Missan eran las que más habían empeorado en el grupo de gobernaciones estudiadas.",0
"1689","b) Los líderes políticos y militares de los grupos armados extranjeros que operan en la República Democrática del Congo que impidan el desarme y la repatriación o el reasentamiento voluntarios de los combatientes de dichos grupos;",0
"1690","Siete Estados han adoptado algunas medidas de vigilancia, reglamentación y control de la producción, la venta y la transferencia de armas y explosivos.",1
"1691","12) Convenio sobre la marcación de explosivos plásticos para los fines de detección, firmado en Montreal el 1º de marzo de 1991; fue ratificado el 18 de diciembre de 1991 y entró en vigor el 21 de junio de 1998.",1
"1692","En esos lugares se informó al Grupo de que últimamente no había habido reclutamiento alguno, pero que si estallaba nuevamente un conflicto en Côte d'Ivoire ello podría cambiar.",1
"1693","El Gobierno del Sr. Siniora a todas luces defiende los valores democráticos.",0
"1694","La Comisión recomienda también que entre las medidas destinadas a romper el ciclo de impunidad se incluya el ejercicio de la jurisdicción universal por otros Estados, como se indica en el presente informe.",0
"1695","120. Estos gastos suelen considerarse parte de los gastos generales y pueden incluirse en el precio de diversas formas.",0
"1696","2. Región meridional: Se efectuaron 119 incursiones aéreas, a velocidades de 720 a 780 kilómetros por hora y a una altura de 9.000 a 13.000 metros, según se especifica a continuación:",0
"1697","Aunque se sabe que hay células locales que intervienen en operaciones delictivas de poca monta, por ejemplo fraudes con tarjetas de crédito o tráfico de drogas, y la Oficina de las Naciones Unidas contra la Droga y el Delito ha informado de que grupos que operan a ambos lados de la frontera entre el Afganistán y el Pakistán, la República Islámica del Irán y Uzbekistán cobran tributos de tránsito a quienes transportan drogas, en beneficio de los talibanes, son pocas todavía las pruebas convincentes de que haya una participación en gran escala de grupos terroristas en el tráfico de drogas u otros delitos organizados.",0
"1698","Para llevar a cabo de forma eficaz las tareas de protección es necesario que participe una amplia variedad de agentes, así como la celebración de minuciosas consultas entre, por ejemplo el Consejo de Seguridad, la Secretaría y los países que aportan contingentes y fuerzas de policía, antes de establecer una misión de mantenimiento de la paz y durante todo su ciclo de vida.",1
"1699","n) Coordinar y cooperar con el punto focal nacional de lucha contra el terrorismo o un órgano coordinador similar en el país que se visite, según corresponda;",1
"1700","Informe del Secretario General sobre Côte d'Ivoire",0
"1701","Tomando nota de la propuesta presentada al Secretario General por Marruecos el 11 de abril de 2007 y acogiendo con beneplácito los serios y creíbles esfuerzos de Marruecos para hacer avanzar el proceso hacia una solución; tomando nota también de la propuesta presentada al Secretario General por el Frente Polisario el 10 de abril de 2007,",0
"1702","La estrategia revisada prevé la preparación de propuestas técnicas más concretas, detalladas y avanzadas y una colaboración más activa de la Dirección Ejecutiva con los principales donantes para comprender mejor sus prioridades y capacidades.",1
"1703","4. Insta a la Dirección Ejecutiva del Comité contra el Terrorismo a que siga reforzando su función de prestar asistencia técnica para la aplicación de la resolución 1373 (2001) a fin de aumentar la capacidad de los Estados Miembros de combatir el terrorismo atendiendo a sus necesidades en ese ámbito;",1
"1704","El único interés y la exigencia inequívoca de Uganda ha sido que los terroristas del Ejército de Resistencia del Señor sean desarmados, detenidos y llevados ante la justicia cuanto antes.",0
"1705","La Comisión está convencida de que Oan Kiak y sus hombres estuvieron implicados en delitos contra la vida y la integridad física que se produjeron la tarde del 25 de mayo en la barricada colocada cerca del Mercado de Lama, tal como se indica en el párrafo 87.",0
"1706","El Embajador Akram no se equivoca al prestar una atención especial a la situación en las zonas meridional y occidental del país.",0
"1707","1. YO'N CHO'NG NAM",0
"1708","Sus competencias son en la actualidad prácticamente idénticas a las de los magistrados permanentes.",0
"1709",":: Decisión del Consejo 2010/413/PESC, de 26 de julio",0
"1710","En particular, se trata de un reducido número de conexiones marítimas, ferroviarias y por carretera con China y la Federación de Rusia.",0
"1711","La realización de operaciones conjuntas o paralelas por la MONUC y las FARDC, incluso misiones de afianzamiento de su presencia y de acordonamiento y registro y patrullas diurnas y nocturnas, ha tenido como consecuencia la mejora de la situación de seguridad en Kivu meridional. Del 6 al 9 de septiembre, dos batallones de las FARDC, unos 1.000 soldados en total, participaron en una de estas operaciones en la zona del parque de Kahuzi Beiga, zona en que se concentran las FDLR.",1
"1712","El capítulo III de la Ley No. 535/2004 se dedica a las medidas para prevenir la financiación de los actos de terrorismo.",1
"1713","véanse S/1998/44/Add.44 y 51; S/1999/25/Add.13; S/2000/40/Add.12 y 47; S/2002/30/Add.27; y S/2003/40/Add.24 y 39)",0
"1714","Juicio iniciado el 26 de febrero de 2010",0
"1715","La Comisión averiguó que un comité establecido por el Wali de Darfur meridional estaba realizando una investigación administrativa, en vista de la gravedad de la acusación y de sus consecuencias, lo que hacía imprescindible que se acelerara la adopción de las medidas pertinentes;",1
"1716","Por ejemplo, la célula de Al-Qaida que en noviembre de 2003 perpetró los atentados con bombas en Estambul originalmente había planificado alquilar una cantera para obtener dinamita legalmente, aunque luego abandonó este plan y utilizó en su lugar explosivos improvisados.",0
"1717","3. La situación en Chipre (27 de diciembre de 1963; 14 de diciembre de 2009).",0
"1718","2. Pagos o ayudas a terceros",0
"1719","El Consejo de Seguridad debe reconocer que la lucha contra el extremismo violento es un elemento esencial de la respuesta de la comunidad internacional ante esta amenaza.",0
"1720","Además, el Comité establecerá un calendario de reuniones que le permita alcanzar sus objetivos con rapidez y eficacia.",0
"1721","8. Lugar donde se almacenarán.""",0
"1722","Además, sólo las empresas tienen la obligación de registrar y almacenar los datos del tráfico pertinentes.",0
"1723","En la víspera de la manifestación el Comandante General de la PNTL, Sr. Martins, dictó una orden por escrito relativa al despliegue de la PNTL y al uso de la fuerza: la Policía del Distrito de Dili realizaría patrullas a pie, la Unidad de Escolta protegería a los dirigentes estatales y la Unidad de Reserva de la Policía patrullaría ""zonas de importancia fundamental"".",1
"1724","Recaudación de recursos extrapresupuestarios para la creación de un puesto de asesor en cuestiones de género en la Sede.",1
"1725","Se encontraron 32 conjuntos de restos, presumiblemente de soldados iraquíes y algunos de ellos con identificación, que serán entregados a las autoridades iraquíes una vez que hayan concluido los procedimientos necesarios.",1
