"","en_ar_DEEPL","MatConf"
"1476","وتفيد التقارير أن أعمال التدمير الوحشية، التي تتجاوز بكثير أي ضرورة عسكرية، قد ارتكبت، ومعظمها من قبل القوات الحكومية.",1
"1477","ووُصف المهاجمون بأنهم كانوا يرتدون نفس الزي الكاكي الذي يرتديه جنود الحكومة، وكانوا مسلحين ببنادق كلاشينكوف من طراز G-3 وقذائف صاروخية (آر بي جي).",1
"1478","وشددت شهادات أخرى على عمليات الإعدام بإجراءات موجزة لأفراد قيل إنهم ارتكبوا سرقات في المناطق التي تسيطر عليها الحركة الوطنية لكوت ديفوار.",1
"1479","قُتل مدني واحد نتيجة للمواجهة.",1
"1480","لقد انتهزنا هذه الفرصة للنظر في الوضع السياسي والأمني في منطقة الساحل والصحراء، وكذلك الجهود الرامية إلى التغلب على التحديات القائمة وتعزيز السلام والأمن والاستقرار الدائم.",0
"1481","المقرر عقدها يوم الأربعاء، 23 تشرين الثاني/نوفمبر 2005، ظهراً",0
"1482","أولاً، لقد خلقوا حالة طوارئ إنسانية مستمرة تهدد السلام والاستقرار في هايتي.",0
"1483","منظمة الدول الأمريكية (OAS);",0
"1484","57. وجمعت البعثة معلومات مفادها أن فرق الموت تتألف من عناصر مقربة من الحكومة والحرس الرئاسي وميليشيا قبلية من جماعة الرئيس العرقية.",0
"1485","(أ) التشريعات واللوائح والإجراءات الإدارية",0
"1486","وعلى الرغم من هذا القرار، فإن التدمير مستمر.",1
"1487","استخدام تجويع المدنيين كأسلوب من أساليب الحرب عن طريق حرمانهم من الأشياء التي لا غنى عنها لبقائهم على قيد الحياة، بما في ذلك إعاقة إمدادات الإغاثة عمداً على النحو المنصوص عليه في القانون الإنساني الدولي الساري.",1
"1488","وإذ تشير أيضا إلى طلبها إلى الأمين العام جمع معلومات عن المسؤولية عن الحادث المأساوي الذي أدى إلى وفاة رئيسي رواندا وبوروندي,",1
"1489","ويشمل ذلك على سبيل المثال لا الحصر الجيش وجهاز الأمن والمخابرات الوطني والمخابرات العسكرية واللجان الأمنية في ولايات دارفور الثلاث.",0
"1490","وعلاوة على ذلك، تم تحديد هذه المجالات كأولويات للعديد من كيانات الأمم المتحدة في خطة العمل للفترة 2005-2007.",0
"1491","... يحث السلطات [الوطنية] على اتخاذ جميع التدابير اللازمة لحماية حقوق الإنسان، ووضع حد للإفلات من العقاب، والشروع في إجراء تحقيقات لتحديد هوية مرتكبي هذه الأعمال وتقديمهم إلى العدالة، واتخاذ إجراءات لحماية الشهود من أجل ضمان مراعاة الأصول القانونية؛ ويحثها على اتخاذ خطوات للتخفيف من مناخ الخوف الناجم عن القيود المفروضة على حرية التعبير وحرية التجمع;",0
"1492","الحالة في أنغوﻻ )انظر S/25070/Add.4 و 10 و 17 و 22 و 22 و 23 و 28 و 37 و 44 و 50؛ S/1994/20/Add.5 و 10 و 21 و 25 و 31 و 35 و 38 و 38 و 42 و 43 و 48؛ S/1995/40/Add.5,  و 11 و 17 و 20 و 23 و 23 و 25 و 26 و 32 و 37 و 41 و 48 و 51 و 52؛ و S/1999/25/Add.1 و 2 و 7 و 17 و 19 و 29 و 33 و 40؛ و S/2000/40/Add.2 و 10 و 14 و 15 و 29؛ و S/2001/15/Add.4 و 8 و 16 و 38 و 42 و 46 و 51؛ وانظر أيضا S/19420/Add.51؛ و S/22110/Add.21؛ و S/23370/Add.12 و 27 و 37 و 40 و 43 و 48 و 51).",0
"1493","372. وأظهر أحد المحتجزين بعض الندوب على ظهره وذراعه نتيجة الضرب.",1
"1494","وإذ يكرر دعوته الطرفين ودول المنطقة إلى التعاون على نحو أوفى مع الأمم المتحدة ومع بعضها البعض وإلى تعزيز مشاركتها لإنهاء المأزق الحالي وإحراز تقدم نحو حل سياسي,",0
"1495","o في 30 تشرين الثاني/نوفمبر 2014، استهدفت طائرات النظام الحربية سوق تيماء في الحسكة، مما أدى إلى إصابة شخصين وتدمير 7 محال تجارية. المراكز الطبية",1
"1496","وتبقى مثل هذه المشاريع ضرورية لليونيفيل لبناء الثقة والدعم بين السكان المحليين.",0
"1497",":: 22 آب/أغسطس 2005، إصابة ثلاثة أشخاص بجروح في انفجار وقع في مرآب للسيارات بالقرب من فندق بروميناد في منطقة الزلقا شمال بيروت.",1
"1498","ندوة حول غسيل الأموال، نظمتها دائرة الجمارك الأمريكية (وزارة الخزانة الأمريكية)",0
"1499","51. وسيكون نجاح العملية الانتقالية مهددا في حالة عدم إجراء الانتخابات في جمهورية الكونغو الديمقراطية بحلول 30 حزيران/يونيه 2006.",0
"1500","رسالة مؤرخة 14 تشرين الأول/أكتوبر 2005 موجهة إلى الأمين العام من الأمين العام والممثل السامي للسياسة الخارجية والأمنية المشتركة للاتحاد الأوروبي وفقا لأحكام قرار مجلس الأمن 1575 (2004)، أرفق طيه التقرير الثالث الذي يقدم كل ثلاثة أشهر عن أنشطة بعثة الاتحاد الأوروبي العسكرية في البوسنة والهرسك.",0
"1501","87. تتولى لجنة رؤساء الأركان المشتركة التخطيط لجميع العمليات العسكرية في الخرطوم.",1
"1502",":: في 26 نيسان/أبريل 2005، غادرت آخر القوات السورية لبنان منهيةً بذلك وجوداً عسكرياً استمر 29 عاماً.",0
"1503","أستأنف الآن مهامي كرئيس للمجلس.",0
"1504","وتهدف الاستراتيجية أيضًا إلى توسيع دائرة المانحين من خلال إدراج البلدان التي تم فيها تطوير مناهج أو أنظمة فعالة بشكل خاص لمكافحة الإرهاب.",0
"1505","يجب أن نتجنب الإجابات السهلة والادعاء بأن منطقة الساحل واجهت دائمًا مثل هذه التحديات، في حين أنه من المعروف في الواقع أنها لم تكن في السابق بهذا الحجم.",0
