"","ar","MatConf"
"2046","وحدة تفتيش ومراقبة الإشعاع التابعة لإدارة تفتيش العمل",0
"2047","أما في جنوب أفريقيا فقد تم ربط المعابر البرية بقاعدة بيانات مركزية وتوصيل نقاط الحدود بنظام إلكتروني مركزي تسجل فيه بيانات جميع المسافرين ويتضمن قوائم تنبيه يجري تحديثها بانتظام بالمعلومات التي ترد من وكالات إنفاذ القانون.",0
"2048","347 - وأكدت النتائج التي توصلت إليها اللجنة أن ارتكاب أعمال الاغتصاب والعنف الجنسي ضد النساء والفتيات قد استمر خلال الفرار وفي مناطق التشريد.",1
"2049","وقد سمعت أصوات استغاثة من فتيات أخريات وتعتقد أنهن أيضا كن يغتصبن.",1
"2050","ورغم انخفاض عدد معسكرات الاعتقال السياسي وعدد نزلائها بسبب وفاة سجناء وإطلاق سراح آخرين، ما زال العدد يتراوح بين 000 80 و000 120 سجين سياسي في أربعة معسكرات كبرى للاعتقال السياسي.",1
"2051","278 - وتلاحظ اللجنة أيضا أن الجنجويد استهدفوا وقتلوا بوجه خاص، في عدد من المناسبات، أطفالا، بما في ذلك الأطفال الذين قُتلوا في كايلك وسره المشار إليهم أعلاه. وتلقت اللجنة تقارير عديدة عن قتل الأطفال بصورة عشوائية أو مقصودة أو بهما معا، وحدث ذلك أحيانا في ظروف فظيعة بوسائل شملت الحرق أو بتر الأطراف.",1
"2052","30 - رجاء حمود صالح السهلي",0
"2053","79 - ويلزم المضي في بذل الجهود المتضافرة لوضع حد للانتهاكات الصارخة لحقوق الإنسان التي ترتكبها الجماعات المسلحة والقوات المسلحة لجمهورية الكونغو الديمقراطية بحق المدنيين في إيتوري، وشمال وجنوب كيفو ووسط وشمال كاتانغا، إذ أن هذه الانتهاكات تقوض إلى حد خطير الجهود المبذولة لترسيخ الاستقرار في هذه المناطق وتؤثر على تنظيم الانتخابات.",0
"2054","343 - أجرت اللجنة مقابلات مع عدد من شهود العيان الذين أكدوا أنه عقب الهجمات المشتركة التي شنها الجنود الحكوميون والجنجويد في المنطقة، احتجز زهاء 000 30 شخص في كايلك، جنوب دارفور، لفترة حوالي 50 يوما.",1
"2055","ولم يتخذ أي إجراء بشأن تخصيص مناصب لها على الصعيد اﻹقليمي.",0
"2056","وفي العراق وأفغانستان، سيواصل تنظيم القاعدة وحركة الطالبان والجماعات المرتبطة بهما استخدام معدات مثلما يستخدم في الأغراض العسكرية لتصنيع الأجهزة المتفجرة المرتجلة ما دامت اللوازم متوافرة ومن الممكن اقتناؤها.",1
"2057","النسب: واسنا إنجاي وكويريتشيه كوفتيه",0
"2058","30 - وتولّت شعبة شؤون مجلس الأمن أيضا إدارة الموقع الشبكي للجنة وفقا لمبادئها التوجيهية، بما في ذلك تحديث قائمة جزاءات لجنة مجلس الأمن المنشأة عملا بالقرار 1521 (2003).",0
"2059","وقد تحققت هذه المخاوف عقب عملية نفذتها القوات المسلحة لجمهورية الكونغو الديمقراطية في أواخر أيلول/سبتمبر.",0
"2060","2 - وتبدأ المذكرة المفاهيمية بالإشارة إلى أنشطة مجلس الأمن على مدى خمسة عشر عاماً فيما يتعلق بمسألة تأثير التفاعل بين الإرهاب والجريمة العابرة للحدود في السلام والأمن الدوليين. وتشير المذكرة إلى أن تأييد هذا النشاط يتجلى في أقوى أشكاله حين يرتبط بجهود محددة في مجال إدارة النزاعات وتسويتها من التي تكون مدرجة أصلا في جدول أعمال المجلس.",0
"2061","قام الفريق كذلك بتفتيش الأبنية المختصة بأبحاث وإنتاج وفحص الوقود.",0
"2062","كذلك ينبغي إلغاء الحصانات الممنوحة حاليا لبعض الموظفين العموميين الآخرين مثل أفراد الشرطة، بالنسبة لانتهاكات حقوق الإنسان.",1
"2063","في ذلك الوقت، عاد مئات الآلاف من ألبان كوسوفو إلى كوسوفو وشرعوا في إعادة بناء حياتهم. وكان معظم صرب كوسوفو قد فروا من منازلهم. وكانت كوسوفو مجتمعا تهيمن عليه المعاناة والدمار بالنسبة لجميع الطوائف. وكان الاقتصاد منهارا تماما.",1
"2064","(د) ستكفل اللجنة امتثال أي تدابير تتخذها الدول الأعضاء لمكافحة الإرهاب لجميع التزاماتها بموجب القانون الدولي، ولا سيما القانون الدولي لحقوق الإنسان وقانون اللاجئين والقانون الإنساني؛",0
"2065","وقد تنطبق أيضا أحكام أخرى من القانون الجنائي مثل التسليح غير المرخص به (المادة 185)، أو تطوير أو إنتاج أو حيازة وسائل حربية محظورة (المادة 185 (أ). تعريض الجمهور للخطر",1
"2066","وليس هناك عموما إلا القليل من المعلومات عن الرقابة أو المساءلة التي تخضع لها وكالات إنفاذ القانون.",0
"2067","60 - الحالة في ليبيا (22 شباط/فبراير 2011؛ 4 نيسان/أبريل 2011).",0
"2068","ويحث مجلس الأمن حكومة جمهورية الكونغو الديمقراطية على الإسراع في التحقيق في عمليات الاغتصاب الجماعي التي جرت في تشرين الثاني/نوفمبر من عام 2012 والتي ارتكبتها عناصر من القوات المسلحة في مينوفا وتقديم الجناة إلى العدالة.",1
"2069","ولئن كانت اللجنة قد نظرت في جميع الأحداث ذات الصلة بالصراع الدائر حاليا في دارفور، فإنها ركزت بشكل خاص على الوقائع التي جرت ابتداء من شباط/فبراير 2003، حين تفاقمت الأحداث بشكل واضح من حيث حجمها وكثافتها وتساوقها، وحتى منتصف كانون الثاني/يناير 2005، قبيل الموعد الذي تعين على اللجنة تقديم تقريرها فيه.",0
