"","en_es_TRANSFORMERS","VerConf"
"1182","Este tipo de interacción puede permitir la adopción de medidas preventivas en un plazo razonable.",0
"1183","Reafirma su condena de todas las incitaciones a la violencia contra civiles en situaciones de conflicto armado, reafirma además la necesidad de llevar ante la justicia a las personas que inciten a esa violencia o la causen de otro modo, e indica su voluntad, al autorizar misiones, de considerar, cuando proceda, la posibilidad de adoptar medidas para responder a las transmisiones de los medios de comunicación que inciten al genocidio, los crímenes de lesa humanidad y las violaciones graves del derecho internacional humanitario;",0
"1184","Durante ese período, tanto la amenaza de Al-Qaida, los talibanes y sus asociados como el régimen de sanciones del Consejo de Seguridad contra él han cambiado considerablemente.",1
"1185","Las autoridades afganas y la comunidad internacional deben dejar claro que este comportamiento es inaceptable.",1
"1186","2. Pactos internacionales de derechos humanos",0
"1187","El 6 de julio de 2010, la Misión de la EULEX contaba con 2.746 funcionarios (1.633 de contratación internacional y 1.100 de contratación local).",0
"1188","El éxito de la transición se vería amenazado si las elecciones en la República Democrática del Congo no se celebraran antes del 30 de junio de 2006.",1
"1189","c) Responsable de los obstáculos a la libertad de circulación de la ONUCI y de las fuerzas francesas que la apoyan;",1
"1190","Atkins es la empresa matriz del Grupo WS Atkins Limited, dos de los cuales son miembros de WS Atkins Overseas Limited (""Overseseas Limited"") y WS Atkins and Partners Overseas (""Socios Overseas"").",0
"1191","9. En su resolución 22/13, el Consejo de Derechos Humanos instó al Gobierno de la República Popular Democrática de Corea a que cooperara plenamente con la investigación de la comisión, permitiera a los miembros de la comisión el acceso irrestricto a visitar el país y les proporcionara toda la información necesaria para que pudieran cumplir su mandato.",1
"1192","El Consejo de Seguridad expresa su creciente preocupación por las graves amenazas que plantean el tráfico de drogas y la delincuencia organizada transnacional conexa a la paz y la estabilidad internacionales en África occidental y la región del Sahel, como se señala en la Estrategia Integrada de las Naciones Unidas para el Sahel.",1
"1193","7. Expresa su firme determinación de considerar la posibilidad de incluir en la lista, de conformidad con la resolución 2161 (2014), a personas, grupos, empresas y entidades asociados con Al-Qaida que estén financiando, armando, planificando o reclutando para ellos, o apoyando de otro modo sus actos o actividades, incluso mediante las tecnologías de la información y las comunicaciones, como Internet, las redes sociales o cualquier otro medio;",0
"1194","Observando con preocupación que diez años después de la aprobación de la resolución 1267 (1999), Al-Qaida, Osama bin Laden y los talibanes y otras personas, grupos, empresas y entidades asociados con ellos siguen constituyendo una amenaza para la paz y la seguridad internacionales, y reafirmando su determinación de hacer frente a todos los aspectos de esa amenaza,",1
"1195","En los párrafos 10 a 18 del Resumen figura un resumen de los antecedentes procesales de las reclamaciones ""E3"".",0
"1196","El Director Ejecutivo recomienda que se introduzcan los siguientes cambios en la estructura de gestión de la Dirección Ejecutiva, con el fin de mejorar la comunicación entre grupos, aumentar el rigor y la coherencia de los documentos e informes preparados por la Dirección Ejecutiva y, en general, hacer que la Dirección Ejecutiva sea más dinámica, eficaz y sensible al Comité.",0
"1197","El 26 de julio, el Consejo emitió un comunicado de prensa en el que condenaba el ataque terrorista contra la Fuerza Provisional de las Naciones Unidas en el Líbano (FPNUL), en el que resultaron heridos seis efectivos de mantenimiento de la paz de las Naciones Unidas procedentes de Francia.",1
"1198","Los miembros del Consejo pidieron una solución pacífica del conflicto en la región y condenaron el apoyo de los grupos armados y terroristas.",1
"1199","A fin de seguir informando al Consejo de Seguridad y a los posibles asociados bilaterales de la amenaza a la seguridad en la región de Vakaga, he desplegado un equipo para que realice un examen del entorno de seguridad imperante y una evaluación de las amenazas, y compartiré sus principales conclusiones con el Consejo de Seguridad.",0
"1200","Al mismo tiempo, el Subsecretario General consideró que las declaraciones incendiarias de grupos armados que amenazaban con interrumpir la votación en zonas de Ucrania oriental y celebrar sus propias elecciones el 2 de noviembre, en contravención de la Constitución y del derecho nacional, debían ser condenadas por todos.",1
"1201","El 17 de marzo, el Grupo de los Siete publicó un memorando en el que formulaba quejas contra el Presidente de la República y enumeraba los obstáculos y dificultades que debían abordarse para hacer avanzar el proceso de paz.",1
"1202","15. Quema de varias casas serbias en Obilic el 9 de junio.",0
"1203","La situación sobre el terreno también es preocupante desde el punto de vista humanitario, y el Secretario General confirma que el Iraq está atravesando una crisis importante y afirma que la situación sigue deteriorándose.",1
"1204","Las amenazas terroristas a esta región son algo diferentes en su origen y naturaleza, pero sus efectos son similares.",1
"1205","Hemos tomado nota de la cautela expresada por el Secretario General y la misión de evaluación técnica con respecto a la reforma del sector de la seguridad, y especialmente con respecto a la PNTL.",1
"1206","Sin embargo, el hecho de no intervenir activamente para restablecer la estabilidad en ese país ya está amenazando la eficacia de la comunidad internacional, además de costar enormes cantidades de recursos.",1
"1207","Podríamos seguir mencionando la pobreza generalizada, los problemas en la gestión de los recursos naturales, miles de refugiados y desplazados internos, otros miles de excombatientes que esperan su reintegración, sectores de seguridad débiles y no reformados, violaciones masivas de los derechos humanos y muchas otras amenazas que podrían alimentar nuevos conflictos.",1
"1208","Los dirigentes de las instituciones provisionales de gobierno autónomo frecuentemente eluden sus obligaciones en virtud de la resolución 1244 (1999) y el Marco Constitucional.",1
"1209","Lo que todo el mundo necesita hacer es rechazar a las voces extremistas que encuentran consuelo de las viejas maneras y que creen que es imposible que los serbios y los albaneses normalicen sus relaciones alcanzando un compromiso histórico.",1
"1210","RESPUESTA DE NUEVA ZELANDA AL COMITÉ DEL CONSEJO DE SEGURIDAD DE LAS NACIONES UNIDAS SOBRE CUESTIONES RELATIVAS A LA RESPUESTA A más tardar el 30 de abril de 2004",0
"1211","Sobre la base del examen inicial realizado por la MINURSO, se desplegaron un equipo de examen de personal y, posteriormente, un equipo de evaluación de la gestión del Departamento de Operaciones de Mantenimiento de la Paz para ultimar las recomendaciones encaminadas a reestructurar la estructura civil a fin de apoyar mejor las actividades previstas en el mandato, asegurar una mayor integración entre los componentes militar y civil y mejorar la gestión de la MINURSO.",0
"1212","Se nos impidió incluso condenar la violencia y respaldar un plan pacífico elaborado por los propios vecinos de Siria.",1
"1213","La resolución 1373 (2001) del Consejo de Seguridad mantiene plenamente su actualidad y sigue siendo un documento clave de las Naciones Unidas en la esfera de la lucha contra el terrorismo.",0
"1214","4. Comité Popular General de Transportes y Comunicaciones",0
"1215","Esto se produjo como consecuencia de la prioridad de proceder a la reforma estructural de la policía, otorgada a Bosnia y Herzegovina por la Comisión Europea, después de que Bosnia y Herzegovina no llegara a un acuerdo sobre la adhesión a la Unión Europea.",1
"1216","Como Fiscal, me ocuparé de cualquier impugnación judicial presentada por el Presidente Al-Bashir y otros sospechosos ante el tribunal.",1
"1217","Reitera su llamamiento a las autoridades [nacionales] para que pongan fin a la impunidad, en particular llevando ante la justicia sin demora a los autores de violaciones graves de los derechos humanos y del derecho internacional humanitario, y tengan en cuenta cuando elijan candidatos para cargos oficiales, incluidos puestos clave en las fuerzas armadas, la policía nacional y otros servicios de seguridad, las medidas adoptadas por los candidatos en el pasado en lo que respecta al respeto del derecho internacional humanitario y los derechos humanos.",1
"1218","1. Condena inequívocamente todos los actos, métodos y prácticas terroristas por considerarlos criminales e injustificables, independientemente de su motivación, en todas sus formas y manifestaciones, dondequiera y por quienquiera que sean cometidos, en particular los que puedan amenazar la paz y la seguridad internacionales;",1
