en_ar_TRANSFORMERS	QuadClass
وبما أن هذه الخطوط كانت قد اشتُريت لأول مرة في أوائل كانون الثاني/يناير 2005 حتى وقت الانفجار، فإن الخطوط لم يكن لها سوى اتصالات فيما بينها.	1
ويلاحظ مجلس الأمن أيضا أهمية التعاون الوثيق داخل جميع الوكالات الحكومية وفيما بينها ومع المنظمات الدولية في مكافحة الإرهاب والتحريض عليه.	4
(إندوهاديدي) لديه "ممثل خاص" يتولى عمليات زراعة المخدرات نيابة عنه ويستخدم ميليشياته لحراسة مزارعه للمخدرات.	1
فكشف حركة النقد والصكوك القابلة للتداول لحاملها عبر الحدود بصورة غير مشروعة، والتنسيق بين الجمارك ووحدات الاستخبارات المالية والموظفين المكلفين بإنفاذ القوانين في هذا الصدد إما غير موجود أو غير كاف.	2
563 - وجمعت اللجنة معلومات موثوقة تمكنها من تحديد ثمانية من كبار مسؤولي الحكومة المركزية والقادة العسكريين وستة من مسؤولي الحكومة المحلية أو أفراد القوات المسلحة العاملين في دارفور الذين قد يشتبه في أنهم مسؤولون عن عدم القيام عن علم بمنع أو قمع ارتكاب الجرائم، أي المسؤولية العليا.	1
”ويرحب مجلس الأمن ترحيبا حارا بقرار الأمين العام جعل عمل الأمم المتحدة من أجل تعزيز سيادة القانون والعدالة الانتقالية في مجتمعات الصراع ومجتمعات ما بعد الصراع أولوية لما تبقى من فترة ولايته.	4
وفي إحدى هذه الحوادث، في قرية كورتشا - تورغو، في وقت مبكر من الصباح، وفي وقت ما في آب/أغسطس 2003، هاجم مئات من عرب الجنجويد القرية، وكانوا يرتدون الزي العسكري الأخضر ويركبون الخيول والجمال، وطوقوا القرية وبدأوا بإطلاق النار على الرجال والفتيان.	1
إن التدابير التي اتخذتها لمواجهة التمرد في دارفور تشكل انتهاكا صارخا للقانون الدولي.	1
وتوصي اللجنة أيضا بإجراء مزيد من التحقيقات لتحديد ما إذا كان لياندرو إيساك متورطا بأي شكل من الأشكال في الجرائم المرتكبة.	4
58 - وتوفر القوات الجديدة مقاتلين يوميا لتأمين المنطقة المحيطة بحفر الماس.	2
16 - ويبدو أن النمط الناشئ للبعثات الاستكشافية/الإنقاذية المشتركة في إطار اللجنة الفرعية التقنية نهج واعد للتعجيل بالتقدم العملي على أرض الواقع.	2
36 - واستأثرت أفريقيا ومنطقة آسيا والمحيط الهادئ بنسبة 53 في المائة من عمليات الاختطاف المسجلة في جميع أنحاء العالم في عام 2012، وهو ما يمثل زيادة عن نسبة 18 في المائة في عام 2004، واستأثر الشرق الأوسط بنسبة 19 في المائة من عمليات الاختطاف المسجلة في جميع أنحاء العالم في عام 2012، أي بزيادة من نسبة 4 في المائة في عام 2008.	1
واعتُمدت بيانات رئاسية بشأن الأطفال والصراع المسلح (S/PRST/2002/12)، وتيمور الشرقية (S/PRST/2002/13)، والانتخابات في سيراليون (S/PRST/2002/14)، وقبول أعضاء جدد (S/PRST/2002/15)، وكوسوفو (S/PRST/2002/16)، وجمهورية الكونغو الديمقراطية (S/PRST/2002/17)، وقوة الأمم المتحدة لمراقبة فض الاشتباك (S/PRST/2002/18).	2
- وفي 19 أيلول/سبتمبر، وعقب انفجار مركبة بعد أن أصابت لغما في أغويلهوك، تم إجلاء ستة جرحى من أفراد الكتيبة التشادية بطائرة هليكوبتر إلى المرفق الطبي الصيني للدور الثاني.	1
5 - وقام المنسق بثلاث زيارات إلى المنطقة (في شباط/فبراير ونيسان/أبريل وأيار/مايو) تزامنت مع اجتماعات اللجنة الفرعية التقنية واللجنة الثلاثية، وفي 9 شباط/فبراير 2011، استقبله نائب رئيس الوزراء ووزير خارجية الكويت، الشيخ محمد الصباح السالم الصباح، الذي أشار إلى ضرورة ترجمة روح التعاون الناشئة بين العراق والكويت إلى خطوات عملية وموجهة نحو تحقيق النتائج من أجل حل المسائل العالقة، بما في ذلك ملفات المفقودين والممتلكات.	4
(ب) ساهمت الاضطرابات الاجتماعية المرتبطة بقضايا الاستبعاد التي طال أمدها في استمرار نمط الاحتجاجات وظهور جماعات سياسية ومسلحة في سهول تيراي الجنوبية، مما أوجد مخاطر جديدة على الأطفال، بما في ذلك التشريد والقتل والتجنيد؛	1
وفي هذا الصدد، يشدد مجلس الأمن على أن إنهاء الإفلات من العقاب أمر أساسي في الجهود التي يبذلها المجتمع في حالات الصراع وما بعد انتهاء الصراع للتأقلم مع الجرائم الخطيرة التي ارتكبت في الماضي بموجب القانون الدولي، وفي منع وقوع جرائم خطيرة في المستقبل بموجب القانون الدولي.	4
وفي المشاورات المغلقة التي تلت ذلك، أعرب أعضاء المجلس عن دعمهم لبعثة الأمم المتحدة للدعم في ليبيا وأشاروا إلى جهود تحقيق الاستقرار التي تبذلها الحكومة المؤقتة.	4
ويقال إن سكان هذه الأحياء تعرضوا للاعتداء والضرب على يد قوات الأمن.	1
وبالإضافة إلى النظر إلى القائمة، يدرس الفريق تنفيذ تدابير الجزاءات الثلاثة: تجميد الأصول، وحظر السفر، وحظر توريد الأسلحة.	1
