en_es_GOOGLE	QuadClass
&quot;El Consejo de Seguridad encomia los esfuerzos de la operación ATALANTA de la UE, las operaciones Allied Protector y Ocean Shield de la Organización del Tratado del Atlántico Norte comandadas por los Estados miembros de la OTAN, la Fuerza de Tarea Combinada 151 de las Fuerzas Marítimas Combinadas comandada por Dinamarca, Nueva Zelanda, el Pakistán, la República de Corea, Singapur, Turquía, Tailandia y los Estados Unidos, y otros Estados que actúan a título nacional en cooperación con las autoridades somalíes y entre sí, para reprimir la piratería y proteger a los buques vulnerables que transitan por las aguas frente a las costas de Somalia, y aprecia los esfuerzos de Estados Miembros, entre ellos China, la India, el Japón, Malasia, la República de Corea y la Federación de Rusia, que han desplegado barcos y/o aviones en la región, como se indica en el informe del Secretario General (S/2012/783).	4
b) No imponer medidas efectivas para prevenir la violación de mujeres y niñas etíopes;	1
Las autoridades de la República Democrática del Congo tienen la obligación internacional de garantizar que su país no sea utilizado como base desde donde estos rebeldes vienen a atacar Uganda.	1
Tomar nota de la información de la secretaría con respecto a la auditoría realizada por la Oficina de Servicios de Supervisión Interna de los pagos de indemnizaciones, las reclamaciones tardías palestinas de categoría D y las actividades de liquidación, el texto propuesto de la sección sobre la Comisión de Indemnización que se incluirá en el informe anual de 2005 informe de la Oficina de Servicios de Supervisión Interna, la participación del coordinador designado por esa Oficina en el ejercicio que lleva a cabo la secretaría para identificar posibles reclamaciones duplicadas en las categorías A y C, la solicitud de comentarios de la Junta de Auditores de las Naciones Unidas sobre su proyecto de observaciones respecto de sus visitas a Jordania y Kuwait en relación con los pagos, la solicitud de la Junta de comentarios en respuesta a su proyecto de informe sobre el estado de la aplicación de las recomendaciones derivadas de su auditoría de los estados financieros de la Comisión para el bienio 2002-2003, y las comunicaciones que la Comisión ha tenido con el Comité de Investigación Independiente; solicitar que la secretaría proporcione información actualizada sobre esta cuestión en una futura reunión informal del Consejo de Gobernadores; y mantener esta cuestión en el orden del día del Consejo de Gobernadores.	2
En el párrafo 3 de esa resolución, el Consejo me pidió que restableciera, en consulta con el Comité establecido en virtud de la resolución 751 (1992) relativa a Somalia, dentro de los 30 días siguientes a la fecha de aprobación de la resolución, y por un período de seis meses, el Grupo de Supervisión mencionado en el párrafo 3 de la resolución 1558 (2004) para cumplir el mandato establecido en los apartados a) a i) del párrafo 3 de la resolución 1630 (2005).	4
Aunque la situación de cada refugiado y desplazado interno es única, el desplazamiento y la apatridia exacerban las desigualdades de género existentes, amplificando la discriminación y las dificultades que enfrentan las mujeres y las niñas.	1
Cinco personas mueren y 10 resultan gravemente heridas.	1
En los distritos afectados por la violencia de las pandillas se han incrementado las operaciones militares y policiales, junto con medidas selectivas contra los líderes de las pandillas.	1
Peor aún, las actividades de estos grupos terroristas plantean una grave amenaza a los esfuerzos de las misiones internacionales de consolidación y mantenimiento de la paz, por ejemplo en Somalia y Malí.	3
Acogiendo con beneplácito los resultados de la Jirga Consultiva de Paz celebrada el 6 de junio de 2010, en la que participaron 1.600 delegados afganos, que representaban una amplia muestra representativa de todos los grupos étnicos y religiosos afganos, funcionarios gubernamentales, eruditos religiosos, líderes tribales, la sociedad civil y refugiados afganos residentes en Irán y Pakistán, discutieron el fin de la inseguridad y desarrollaron un plan para una paz duradera en el país,	4
Cinco Estados tienen medidas adecuadas para la represión del reclutamiento de terroristas, mientras que cuatro no tienen ninguna.	2
Apoyar el establecimiento de asociaciones y redes de periodistas y defender la seguridad de las mujeres profesionales de los medios de comunicación y de los medios independientes dirigidos por asociaciones de mujeres; promover el desarrollo de capacidades de las facultades de periodismo.	4
28. A petición del Consejo, el Equipo de Vigilancia siguió organizando reuniones regionales con los jefes y jefes adjuntos de los servicios de inteligencia y seguridad para examinar cómo podría adaptarse el régimen de sanciones para hacer frente a los cambios en la amenaza que plantean las actividades relacionadas con Al-Qaida. terrorismo.	4
El exitoso enjuiciamiento de los presuntos piratas y el encarcelamiento de los condenados envió un fuerte mensaje a los perpetradores y sus partidarios de que no se permitiría la impunidad.	1
Sin embargo, el sistema de justicia penal en al menos cinco Estados podría mejorarse para llevar a los terroristas ante la justicia de manera más efectiva.	3
Reafirmando también el imperativo de combatir el terrorismo en todas sus formas y manifestaciones por todos los medios, de conformidad con la Carta de las Naciones Unidas, y destacando también que los Estados deben garantizar que todas las medidas que adopten para combatir el terrorismo cumplan con todas sus obligaciones en virtud del derecho internacional, y debería adoptar dichas medidas de conformidad con el derecho internacional, en particular el derecho internacional de los derechos humanos, el derecho de los refugiados y el derecho humanitario,	4
De hecho, en el derecho penal internacional la noción de empresa criminal conjunta adquiere mayor importancia que en la mayoría de los sistemas jurídicos nacionales, ya que la mayoría de los crímenes internacionales (crímenes contra la humanidad, genocidio y la mayoría de los crímenes de guerra) son delitos cuyo resultado penal final sólo puede lograrse mediante la participación de muchas personas.	1
601. Por lo tanto, se propone que se establezca una comisión internacional de indemnización compuesta por 15 miembros, 10 nombrados por el Secretario General y 5 nombrados por un organismo sudanés independiente.	4
Insta a todos los interesados, según lo dispuesto en el derecho internacional humanitario, incluidos los Convenios de Ginebra y el Reglamento de La Haya, a permitir el acceso pleno y sin obstáculos del personal humanitario a los civiles que necesitan asistencia en situaciones de conflicto armado, y a poner a disposición, en la medida de lo posible, posible, todas las instalaciones necesarias para sus operaciones, y promover la seguridad y la libertad de movimiento del personal humanitario y del personal de las Naciones Unidas y asociado y sus bienes.	2
Por vital que sea impedir que los terroristas lleven a cabo sus ataques, está claro que el terrorismo no puede derrotarse únicamente con medidas de seguridad y que muchos miembros de la comunidad internacional esperan que el Consejo de Seguridad introduzca medidas que limiten los medios por los que Al-Qaida difunde su mensaje así como para promover programas que apuntan a socavarlo.	3
Durante los ataques de marzo de 2004 perpetrados por tropas gubernamentales y Janjaweed en Korma, Darfur septentrional, se informó que más de 20 mujeres y niñas fueron violadas.	1
▪ Las necesidades de las mujeres y las niñas durante la repatriación y el reasentamiento y para la rehabilitación, la reintegración y la reconstrucción posconflicto.	2
29. La policía de la UNMIK se ha concentrado en actividades destinadas a garantizar que todos los policías de la UNMIK y los alumnos del Servicio de Policía de Kosovo tengan conocimientos prácticos de las normas internacionales de derechos humanos para la aplicación de la ley.	2
&quot;El Consejo de Seguridad expresa profunda preocupación por la amenaza directa que la actividad de los grupos armados plantea para la seguridad de la población civil y la realización de operaciones humanitarias.	3
Durante las reuniones con el Presidente Gbagbo y con los Ministros de Defensa y de Seguridad Interior, se dijo a la Comisión que la decisión de movilizar a las fuerzas armadas nacionales tenía como objetivo sofocar la manifestación e impedir que se llevara a cabo.	1
