en_es_DEEPL	QuadClass
"El Consejo de Seguridad expresa su creciente preocupación por las graves amenazas que plantean el tráfico de drogas y la delincuencia organizada transnacional conexa para la paz y la estabilidad internacionales en África Occidental y en la región del Sahel, como se señala en la Estrategia Integrada de las Naciones Unidas para el Sahel.	3
La ampliación de la cooperación con la Comisión de Consolidación de la Paz se consideró fundamental para el programa de trabajo del Consejo. En particular, los participantes pidieron que se adoptara una perspectiva más estratégica para mejorar la cooperación con la Comisión de Consolidación de la Paz, a fin de subrayar la fluidez de las responsabilidades operativas entre el mantenimiento de la paz y la consolidación de la paz y mejorar la rendición de cuentas de ambos.	2
Dirigir ataques contra la población civil o contra civiles que no participen directamente en las hostilidades;	1
El concepto de generar inventarios de referencia organizando una encuesta sobre armas pequeñas en la fase inicial del desarrollo del proyecto está empezando a estar bien establecido y ha demostrado su eficacia en el desarrollo y la evaluación de proyectos.	2
La Dirección Ejecutiva también continuará su diálogo constructivo con los Estados miembros, a través de reuniones celebradas en la Sede de las Naciones Unidas, visitas, talleres y videoconferencias con funcionarios en las capitales pertinentes, con el fin de informar al Comité sobre la aplicación por parte de los Estados miembros de los elementos de las resoluciones pertinentes de lucha contra el terrorismo, incluidas las actualizaciones de las evaluaciones preliminares de la aplicación, las nuevas medidas de lucha contra el terrorismo adoptadas y las actualizaciones sobre la facilitación de asistencia técnica.	4
118. La Comisión recomienda que se lleven a cabo nuevas investigaciones para determinar cuáles de los siguientes hombres del Mayor Reinado estuvieron presentes en Fatu Ahi: Moisés Ramos, Plácido Ribeiro Gonçalves, Deolindo Barros, António Savio, Filomeno Soares Menezes, Francisco de Augusto, Gilson José António da Silva, Joaninho Maria Guterres, Joaquim Barreto, José Gomes, Natalino Borges Pereira, André da Costa Pinto Martinho Almeida, Albilio da Costa de Jesus, Francisco Ximenes Alves, Filsberto Garcia, Dario da Silva Leong, Nelson Galucho y Nixon Galucho.	4
El Consejo de Seguridad alienta a las Naciones Unidas, a la UA, a la ICGLR y a la SADC, así como a otras organizaciones internacionales y regionales pertinentes, a que sigan colaborando, con el compromiso y el apoyo constantes de la comunidad internacional, en la aplicación del Marco del CPS.	4
El Consejo hace un llamamiento a los Estados miembros para que intensifiquen la cooperación internacional y regional, sobre la base de una responsabilidad común y compartida, así como su cooperación con la Oficina de las Naciones Unidas contra la Droga y el Delito y la Junta Internacional de Fiscalización de Estupefacientes, a fin de luchar contra la producción, la demanda y el tráfico ilícitos de drogas, y determinar las nuevas tendencias del tráfico de drogas.	4
20. Condena en términos igualmente enérgicos todos los actos de explotación sexual, abuso y trata de mujeres y niños por parte del personal militar, policial y civil que participa en las operaciones de las Naciones Unidas, acoge con satisfacción los esfuerzos realizados por los organismos de las Naciones Unidas y las operaciones de mantenimiento de la paz para aplicar una política de tolerancia cero a este respecto, y pide al Secretario General y a los países que aportan personal que sigan adoptando todas las medidas apropiadas necesarias para combatir estos abusos por parte de dicho personal, incluso mediante la plena aplicación sin demora de las medidas adoptadas en las resoluciones pertinentes de la Asamblea General basadas en las recomendaciones del informe del Comité Especial de Operaciones de Mantenimiento de la Paz, A/59/19/Rev.1;	3
Para enmarcar el debate del Consejo en septiembre, el Consejo debería pedir al Secretario General que informe sobre el alcance del problema de los combatientes terroristas extranjeros, su efecto en los conflictos actuales y los esfuerzos de las Naciones Unidas para abordarlo.	1
Al-Shabaab está demostrando una mayor capacidad para lanzar atentados terroristas complejos, incluso en la región en general, como ha ilustrado recientemente el atentado del centro comercial Westgate de septiembre de 2013 en Nairobi.	1
(h) Presentar al Consejo, a través del Comité, un informe intermedio en un plazo de 90 días a partir de su creación;	4
(e) Permitir la creación de periódicos y otros medios de comunicación independientes; permitir a los ciudadanos el libre acceso a Internet, las redes sociales, las comunicaciones internacionales, las emisiones y publicaciones extranjeras, incluida la cultura popular de otros países; y abolir la participación obligatoria en organizaciones de masas y las sesiones de adoctrinamiento;	2
Dado que Al-Qaida y sus asociados utilizarán cualquier tipo de explosivo disponible para llevar a cabo atentados, el Equipo recomienda que el Comité aliente a los Estados Miembros a aplicar la expresión "armas y material conexo de todo tipo" en el marco del embargo de armas contra Al-Qaida a todos los tipos de explosivos, ya sean militares, civiles o improvisados, pero también a las materias primas y los componentes que puedan utilizarse para fabricar artefactos explosivos improvisados o armas no convencionales, incluidos, entre otros, los componentes químicos, el cordón detonante, los fertilizantes y los venenos.	1
La reducción de la amenaza que suponen los grupos armados congoleños y extranjeros para la población civil, el establecimiento de instituciones estatales más fuertes y responsables y el fortalecimiento de las prácticas democráticas para reducir el riesgo de inestabilidad deben seguir siendo los criterios clave que guíen la retirada gradual de la MONUSCO.	2
642. La conclusión de que las autoridades gubernamentales, directamente o a través de las milicias bajo su control, no han perseguido ni aplicado una política genocida en Darfur, no debe interpretarse en modo alguno como un menoscabo de la gravedad de los crímenes perpetrados en esa región.	3
Dijeron que tras los combates había muchos cadáveres, de soldados del Gobierno y del MPCI, que habían sido enterrados en una fosa común.	1
Que se tomen en consideración los resultados finales de seguimiento y evaluación recibidos del estudio de la costa contaminada por hidrocarburos de Arabia Saudí cuando la Comisión supervise el uso de las adjudicaciones para actividades de reparación medioambiental, incluida la adjudicación de la reclamación nº 5000451 de la Comisión.	4
El 1 de febrero los peticionarios no habían recibido respuesta alguna. El 3 de febrero, los peticionarios abandonaron sus barracones, dejando atrás sus armas. Se reunieron en Dili y solicitaron una entrevista con el Presidente el 7 de febrero.	2
Pide una acción internacional eficaz para impedir el flujo ilegal de armas ligeras hacia las zonas de conflicto.	4
El puerto de Jebel Ali, en los Emiratos Árabes Unidos, es con diferencia el mayor puerto de Oriente Próximo. Por consiguiente, los Emiratos Árabes Unidos se toman muy en serio la seguridad marítima y la prevención de amenazas, y han implantado sistemas, infraestructuras y procesos avanzados para evaluar y responder a los riesgos, al tiempo que garantizan la fluidez del comercio.	1
También hicieron hincapié en que la oportuna elección del nuevo Presidente del Líbano era un paso fundamental para garantizar la estabilidad del país.	4
388. La Comisión también encontró casos de saqueos cometidos por los movimientos rebeldes. En particular, durante los ataques contra comisarías de policía y otras instalaciones gubernamentales, en los que los rebeldes saquearon armas del Gobierno.	1
79. Cuatro Estados cuentan con sistemas jurídicos eficaces para garantizar la asistencia judicial recíproca y la extradición, pero ningún Estado dispone de mecanismos adecuados para intercambiar información de manera rápida y eficaz con sus homólogos internacionales.	2
Una vez determinado el futuro estatus, la presencia internacional -militar y civil- requerirá los recursos necesarios para gestionar la aplicación del acuerdo de forma estable y ordenada.	2
Cincuenta y cuatro Estados informaron de que disponían de salvaguardias para garantizar que las armas y municiones producidas dentro de su jurisdicción no pudieran desviarse para el uso de las personas sujetas a sanciones.	2
