en_ar_DEEPL	QuadClass
وفي حين أن البعض يتباطأ في الاستجابة للجنة، فإن عددا متزايدا منهم حريص على المشاركة في عملها، سواء بتقديم أسماء أو بالترويج لأفكار عن مجالات جديدة يمكن أن تساعد فيها العقوبات أو غيرها من إجراءات مجلس الأمن على وقف تدفق المجندين والحد من احتمال وقوع المزيد من الهجمات من الإرهابيين المرتبطين بتنظيم القاعدة وحركة طالبان.	2
لم تكن هناك ضرورة عسكرية للدمار والخراب الذي حدث.	1
النظر في إحالة الحالات التي تنطوي على إبادة جماعية أو جرائم ضد الإنسانية أو جرائم حرب إلى المحكمة الجنائية الدولية.	1
وفي الوقت نفسه، تواصل الأمانة العامة استكشاف جميع الخيارات لتعزيز ودعم القدرات التشغيلية الحالية للبعثة في البيئة الصعبة في شمال مالي.	2
(و) رحب باستعداد المديرية التنفيذية للمشاركة بفعالية في جميع الأنشطة ذات الصلة في إطار استراتيجية الأمم المتحدة العالمية لمكافحة الإرهاب ودعمها، بما في ذلك في إطار فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب، التي أنشئت لضمان التنسيق والاتساق الشاملين في جهود مكافحة الإرهاب التي تبذلها منظومة الأمم المتحدة، وأكد أهمية ذلك؛	4
وهناك تقارير تفيد بأن عناصر القوات الديمقراطية لتحرير رواندا قد تشتتت في كيفو الجنوبية وأن قدرتها على التحرك بحرية في المراكز السكانية ومهاجمة المدنيين قد قُيِّدت. غير أنه لا ينبغي التقليل من شأن قدرة القوات الديمقراطية لتحرير رواندا على شن هجمات، ولا سيما بالنظر إلى محدودية الموارد وضعف التدريب العسكري وعدم انضباط وحدات القوات المسلحة لجمهورية الكونغو الديمقراطية في المنطقة، والتعاون العرضي مع قادة القوات الديمقراطية لتحرير رواندا.	1
وأكدت الهيئة من جديد التزامها الثابت بقيم التضامن والمبادئ المقدسة للديمقراطية والسلام والحكم الرشيد من أجل منطقة مستقرة ومتكاملة للغاية.	4
"ويرحب مجلس الأمن بالجهود الهامة المتواصلة التي يبذلها الاتحاد الأفريقي والمنظمات دون الإقليمية، بما يتسق مع قرارات مجلس الأمن ومقرراته، من أجل تسوية النزاعات وتعزيز حقوق الإنسان والديمقراطية وسيادة القانون والنظام الدستوري في أفريقيا,	4
41. وعلاوة على ذلك، لم تشترط برامج الأمم المتحدة للجزاءات أن يكون المستهدفون بها قد أدانتهم محكمة قانونية.	1
ومن المأمول أن يتمكن الطرفان من التوصل إلى إعادة تأكيد التزاماتهما على مستوى عالٍ بعدم استئناف الأعمال العدائية والعودة الآمنة والكريمة للنازحين واللاجئين.	2
110. فالتدريب مقدمة أساسية لأي هجوم ناجح، ومن المهم أن نتذكر أن حظر الأسلحة يشمل التدريب على وجه التحديد (القرار 1617 (2005)، الفقرة 1 (ج)). 1 (c)).	1
لن يعتمد الاستثمار والاندماج على الوضع القائم فحسب، بل سيعتمد أيضًا على كوسوفو مستقرة ويمكن التنبؤ بها، حيث يتم احترام سيادة القانون.	2
ومن المشجع في هذا السياق، تشجيع الأطراف على إبداء المزيد من الإرادة السياسية نحو التوصل إلى حل، بما في ذلك من خلال التوسع في مناقشة مقترحات بعضهم البعض,	4
كما ترى اللجنة أن اعتقال الأشخاص واحتجازهم من قبل جهاز أمن الدولة والمخابرات العسكرية، بما في ذلك أثناء الهجمات والعمليات الاستخباراتية ضد القرى، إلى جانب كونه يشكل انتهاكات جسيمة للقانون الدولي لحقوق الإنسان، قد يرقى إلى جريمة الاختفاء القسري، وهي جريمة ضد الإنسانية، حيث أن هذه الأفعال كانت منهجية وواسعة النطاق.	1
وقد يسرت مبادرة مع المركز الأفريقي بشأن تعزيز استخدام قواعد البيانات الدولية من قبل دول الساحل من أجل تعزيز التنسيق وتبادل المعلومات والتعاون بين الشرطة وسلطات الحدود.	2
"ويكرر مجلس الأمن التأكيد على أنه لا يوجد حل عسكري للصراع في أفغانستان، وأن التسوية السياسية التفاوضية التي تهدف إلى إقامة حكومة عريضة القاعدة ومتعددة الأعراق وتمثيلية بالكامل ومقبولة لدى جميع الأفغان هي وحدها التي يمكن أن تؤدي إلى السلام والمصالحة.	4
وعندما يتم تحديد الوضع، من المتوقع أن يضطلع الاتحاد الأوروبي بدور أكثر بروزاً. ويتعلق ذلك بالشرطة والقضاء، حيث ستكون هناك حاجة إلى وجود مستمر، وإن كان أصغر حجماً وأكثر تخصصاً؛ وإلى رصد ودعم عملية المعايير، التي سيتم دمجها تدريجياً مع عمليات الاتحاد الأوروبي القائمة؛ وإلى جهد مركّز لبناء القدرات.	2
ومن الجدير بالذكر أنه في 22 مايو 2005، أي قبل أسبوع تقريباً من معركة بيدوا الثانية، وصلت شحنة أسلحة كبيرة جداً من اليمن، عبر شبكات تجارة الأسلحة، إلى سوق بايدوا للأسلحة.	1
