"","en_ar_GOOGLE","QuadClass"
"3510","النهج المقترح لتوعية إطار تحليل الصراع بقضايا النوع الاجتماعي، بما في ذلك تطوير المؤشرات المناسبة للنوع الاجتماعي والمتغيرات المرتبطة بالصراع.",4
"3511","35 - استمرت الحوادث الأمنية المرتبطة بالقيود المفروضة على حركة البعثة في جنوب السودان خلال الفترة المشمولة بالتقرير.",1
"3512","وفي ذلك القرار، طلب المجلس إلى الأمين العام أن ينشئ، داخل الأمانة العامة (فرع الأجهزة الفرعية لمجلس الأمن)، مركز تنسيق إداري لتلقي الالتماسات المقدمة من الأفراد والكيانات المدرجة أسماؤهم في القائمة.",4
"3513","اعتماد بيان رئاسي يدعو، من بين أمور أخرى، إلى إعادة تأكيد التضامن الدولي في مكافحة الإرهاب ويحث الدول الأعضاء على بذل المزيد من الجهود النشطة لمكافحة الإرهاب.",4
"3514","وأحث بشكل خاص الجانب الأبخازي على الوفاء بالتزاماته السابقة والسماح بفتح مكتب فرعي لحقوق الإنسان في غالي، والسماح بتعليم الشباب المحليين لغتهم الأم الجورجية، وقبول نشر ضباط شرطة البعثة في غالي يصرف.",4
"3515","رابعا. إعادة بسط سلطة الدولة",0
"3516","وأضاف أن منظمة الأمن والتعاون في أوروبا لم تراقب بعد سحب الأسلحة الثقيلة من خط المراقبة.",1
"3517","&quot;ويشدد مجلس الأمن على أهمية الاستجابة الدولية المنسقة لأسباب الصراع، ويسلم بالحاجة إلى وضع استراتيجيات فعالة طويلة الأجل، ويشدد على ضرورة قيام جميع أجهزة الأمم المتحدة ووكالاتها باتباع استراتيجيات وقائية واتخاذ الإجراءات في إطار اختصاصاتها مجالات اختصاص كل منها لمساعدة الدول الأعضاء والمنظمات الإقليمية ودون الإقليمية على القضاء على الفقر وتعزيز التعاون والمساعدة في مجال التنمية وتعزيز احترام حقوق الإنسان والحريات الأساسية.",4
"3518","ولاحظت أيضاً أن أعمال الإرهاب تُعرّف على أنها جرائم عامة ويتم التعامل معها بموجب إجراءات جنائية موحدة، وليس بموجب قواعد خاصة أو أمام محاكم خاصة.",3
"3519","وعزا أحد المتكلمين ذلك إلى شعور العديد من الدول الأعضاء بالإحباط والانفصال عن عمل المجلس.",3
"3520","يطالب بإنهاء العنف من جانب جميع الأطراف، والهجمات على المدنيين وقوات حفظ السلام والعاملين في المجال الإنساني، وغيرها من انتهاكات حقوق الإنسان والقانون الإنساني الدولي.",3
"3521","وتقوم البعثة أيضا بإنشاء قواعد جديدة لدعم الاستفتاء لتقديم الدعم على مستوى المقاطعات في جنوب السودان.",2
"3522","ووفقاً للشهادات، ربما كان الآلاف من أفراد قوات الأمن ينشطون في تلك الأيام في أبيدجان.",1
"3523","ويعرب مجلس الأمن عن تعازيه لأسر حفظة السلام الذين قتلوا أثناء القتال أثناء حماية شعب شرق جمهورية الكونغو الديمقراطية.",1
"3524","88 - وعلى الرغم من التقارير الواردة عن عبور الحدود بشكل غير مشروع، فقد أُحرز تقدم ملحوظ في مكافحة سفر الإرهابيين المدرجين في القائمة وشركائهم.",1
"3525","وفي ختام عمل جميع أفرقة المفوضين التابعة للجنة الأمم المتحدة للتعويضات في حزيران/يونيه 2005، تقرر أن 1.55 مليون مطالبة (من أصل 2.69 مليون) كانت ناجحة.",4
"3526","24 - يطلب إلى لجنة مكافحة الإرهاب أن تقوم، في إطار ولايتها الحالية وبدعم من المديرية التنفيذية للجنة مكافحة الإرهاب، بتحديد الثغرات الرئيسية في قدرات الدول الأعضاء على تنفيذ قراري مجلس الأمن 1373 (2001) و 1624 (2005) التي قد تعيق قدرة الدول على القيام بما يلي: وقف تدفق المقاتلين الإرهابيين الأجانب، فضلا عن تحديد الممارسات الجيدة لوقف تدفق المقاتلين الإرهابيين الأجانب في تنفيذ القرارين 1373 (2001) و 1624 (2005)، وتيسير المساعدة التقنية، وتحديدا عن طريق تعزيز التعاون بين مقدمي الخدمات المساعدة في مجال بناء القدرات والمستفيدين منها، لا سيما أولئك الموجودين في المناطق الأكثر تضررا، بما في ذلك من خلال وضع استراتيجيات شاملة لمكافحة الإرهاب، بناء على طلبهم، تشمل مكافحة التطرف العنيف وتدفق المقاتلين الإرهابيين الأجانب، مع التذكير بأدوار الجهات الأخرى ذات الصلة الجهات الفاعلة، على سبيل المثال المنتدى العالمي لمكافحة الإرهاب؛",4
"3527","9 - وأعقب ذلك محادثات موانزا التي جرت في 14 أيار/مايو 2000 بين رئيسي رواندا وأوغندا، اللذين اتفقا أيضا على التجريد من السلاح.",4
"3528","إدراكًا لأهمية العدالة الانتقالية في تعزيز المصالحة الدائمة بين جميع سكان [الولاية المتضررة] والترحيب بعملية المشاورات الوطنية بشأن إنشاء آليات العدالة الانتقالية ....",4
